is001:001	is001:001	is001:001	VERSE	Jes␣1:1␣
is063:010	9b	@	-	viholliseksensa
is063:010	9a	%case	TRA	
is063:010	-	(,)	-	,␣
is063:010	10	@	-	hän␣
is063:010	10	(@)	-	itse␣
is063:010	11	@	-	soti␣
is063:010	12	@	-	heitä␣
is063:010	12	@	-	vastaan
is063:010	-	(.)	-	.␣
is063:011	is063:011	is063:011	VERSE	Jes␣63:11␣
is063:011	1a	@	-	Silloin␣
is063:011	pers%5	@	-	hänen␣
is063:011	5	@	-	kansansa␣
is063:011	1b	@	-	muisti␣
is063:011	3	@	-	muinaisia␣
is063:011	2	@	-	päiviä
is063:011	-	(,)	-	,␣
is063:011	1b	@	-	muisti␣
is063:011	4	@	-	Moosesta
is063:011	-	(:)	-	:␣
is063:011	6	@	-	Missä␣
is063:011	-	(@)	-	on␣
is063:011	7a	@	-	hän
is063:011	-	(,)	-	,␣
is063:011	7a	@	-	joka␣
is063:011	7b	@	-	toi␣
is063:011	pers%7b	@	-	heidät␣
is063:011	7b	@	-	ylös␣
is063:011	8b	@	-	merestä
is063:011	8a	%case	LOC	
is063:011	-	(,)	-	,␣
is063:011	-	(@)	-	heidät␣
is063:011	-	(@)	-	ynnä␣
is063:011	pers%11	@	-	hänen␣
is063:011	11	@	-	laumansa␣
is063:011	10	@	-	paimenen
is063:011	9	%case	GEN	
is063:011	-	(?)	-	?␣
is063:011	12	@	-	Missä␣
is063:011	-	(@)	-	on␣
is063:011	13a	@	-	hän
is063:011	-	(,)	-	,␣
is063:011	13a	@	-	joka␣
is063:011	13b	@	-	pani␣
is063:011	pers%14b	@	-	tämän␣
is063:011	14b	@	-	sydämeen␣
is063:011	14a	%case	LOC	
is063:011	17	@	-	Pyhän␣
is063:011	16	@	-	Henkensä
is063:011	15	%case	NOM.GEN	
is063:011	-	(;)	-	;␣
is063:012	is063:012	is063:012	VERSE	Jes␣63:12␣
is063:012	1	(@)	-	hän
is063:012	-	(,)	-	,␣
is063:012	-	(@)	-	joka␣
is063:012	1	(@)	-	antoi␣
is063:012	5	@	-	kunniansa␣
is063:012	4	@	-	käsivarren␣
is063:012	1	@	-	kulkea␣
is063:012	3	@	-	Mooseksen␣
is063:012	2b	@	-	oikealla␣
is063:012	2b	@	-	puolella
is063:012	2a	%case	LOC	
is063:012	-	(,)	-	,␣
is063:012	6	(@)	-	joka␣
is063:012	6	@	-	halkaisi␣
is063:012	7	@	-	vedet␣
is063:012	pers%8b	@	-	heidän␣
is063:012	8b	@	-	edestänsä␣
is063:012	8a	%case	LOC	
is063:012	9b	@	-	tehdäkseen␣
is063:012	9a	%case	TRA	
is063:012	10	@	-	itsellensä␣
is063:012	12	@	-	iankaikkisen␣
is063:012	11	@	-	nimen
is063:012	-	(;)	-	;␣
is063:013	is063:013	is063:013	VERSE	Jes␣63:13␣
is063:013	1	(@)	-	hän
is063:013	-	(,)	-	,␣
is063:013	1	(@)	-	joka␣
is063:013	1	@	-	kuljetti␣
is063:013	pers%1	@	-	heitä␣
is063:013	2b	@	-	syvyyksissä␣
is063:013	2a	%case	LOC	
is063:013	3a	@	-	niinkuin␣
is063:013	3b	@	-	hevosia␣
is063:013	4b	@	-	erämaassa
is063:013	4a	%case	LOC	
is063:013	-	(,)	-	,␣
is063:013	5	@	-	eivätkä␣
is063:013	6	(@)	-	he␣
is063:013	6	@	-	kompastelleet
is063:013	-	(?)	-	?␣
is063:014	is063:014	is063:014	VERSE	Jes␣63:14␣
is063:014	1a	@	-	Niinkuin␣
is063:014	1b	@	-	karja␣
is063:014	3	@	-	astuu␣
is063:014	3	@	-	alas␣
is063:014	2b	@	-	laaksoon
is063:014	2a	%case	LOC	
is063:014	-	(,)	-	,␣
is063:014	-	(@)	-	niin␣
is063:014	6	@	-	vei␣
is063:014	5	@	-	Herran␣
is063:014	4	@	-	Henki␣
is063:014	pers%6	@	-	heidät␣
is063:014	6	@	-	lepoon
is063:014	-	(.)	-	.␣
is063:014	7	@	-	Niin␣
is063:014	8	(@)	-	sinä␣
is063:014	8	(@)	-	olet␣
is063:014	9	@	-	kansaasi␣
is063:014	8	@	-	johdattanut
is063:014	-	(,)	-	,␣
is063:014	10b	@	-	tehdäksesi␣
is063:014	10a	%case	TRA	
is063:014	11	@	-	itsellesi␣
is063:014	13	@	-	kunniallisen␣
is063:014	12	@	-	nimen
is063:014	-	(.)	-	.␣
is063:015	is063:015	is063:015	VERSE	Jes␣63:15␣
is063:015	1	@	-	Katsele␣
is063:015	2b	@	-	taivaasta
is063:015	2a	%case	LOC	
is063:015	(3a)	-	UNTRANSLATED	
is063:015	-	(,)	-	,␣
is063:015	3b	@	-	katso␣
is063:015	5	@	-	pyhyytesi␣
is063:015	6a	@	-	ja␣
is063:015	6b	@	-	kirkkautesi␣
is063:015	4b	@	-	asunnosta
is063:015	4a	%case	LOC	
is063:015	-	(.)	-	.␣
is063:015	7	@	-	Missä␣
is063:015	-	(@)	-	on␣
is063:015	pers%8	@	-	sinun␣
is063:015	8	@	-	kiivautesi␣
is063:015	9a	@	-	ja␣
is063:015	9b	@	-	voimalliset␣
is063:015	9b	@	-	tekosi
is063:015	-	(?)	-	?␣
is063:015	pers%11	@	-	Sinun␣
is063:015	11	@	-	sydämesi␣
is063:015	10	@	-	sääli␣
is063:015	12a	@	-	ja␣
is063:015	pers%12b	@	-	sinun␣
is063:015	12b	@	-	armahtavaisuutesi␣
is063:015	14	(@)	-	ovat␣
is063:015	13	@	-	minulta␣
is063:015	14	@	-	sulkeutuneet
is063:015	-	(.)	-	.␣
is063:016	is063:016	is063:016	VERSE	Jes␣63:16␣
is063:016	2	@	-	Sinähän␣
is063:016	1	%clitic	hAn	
is063:016	-	(@)	-	olet␣
is063:016	pers%3	@	-	meidän␣
is063:016	3	@	-	isämme
is063:016	-	(,)	-	,␣
is063:016	4	@	-	sillä␣
is063:016	5	@	-	Aabraham␣
is063:016	6	@	-	ei␣
is063:016	pers%7	@	-	meistä␣
is063:016	7	@	-	tiedä␣
is063:016	9	@	-	eikä␣
is063:016	8a	%clitic	kA	
is063:016	8b	@	-	Israel␣
is063:016	pers%10	@	-	meitä␣
is063:016	10	@	-	tunne
is063:016	-	(:)	-	:␣
is063:016	11	@	-	sinä
is063:016	-	(,)	-	,␣
is063:016	12	@	-	Herra
is063:016	-	(,)	-	,␣
is063:016	-	(@)	-	olet␣
is063:016	pers%13	@	-	meidän␣
is063:016	13	@	-	isämme
is063:016	-	(;)	-	;␣
is063:016	-	(@)	-	"
is063:016	pers%14	@	-	meidän␣
is063:016	14	@	-	Lunastajamme
is063:016	-	(@)	-	"␣
is063:016	-	(@)	-	on␣
is063:016	15b	@	-	ikiajoista␣
is063:016	15a	%case	LOC	
is063:016	pers%16	@	-	sinun␣
is063:016	16	@	-	nimesi
is063:016	-	(.)	-	.␣
is063:017	is063:017	is063:017	VERSE	Jes␣63:17␣
is063:017	1	@	-	Miksi␣
is063:017	2	(@)	-	sallit␣
is063:017	pers%2	@	-	meidän␣
is063:017	2	@	-	eksyä␣
is063:017	4a	@	-	pois␣
is063:017	pers%4b	@	-	sinun␣
is063:017	4b	@	-	teiltäsi
is063:017	-	(,)	-	,␣
is063:017	3	@	-	Herra
is063:017	-	(,)	-	,␣
is063:017	-	(@)	-	ja␣
is063:017	5	(@)	-	annoit␣
is063:017	pers%6	@	-	meidän␣
is063:017	6	@	-	sydämemme␣
is063:017	5	@	-	paatua
is063:017	-	(,)	-	,␣
is063:017	-	(@)	-	niin␣
is063:017	7a	@	-	ettemme␣
is063:017	pers%7b	@	-	sinua␣
is063:017	7b	@	-	pelkää
is063:017	-	(?)	-	?␣
is063:017	8	@	-	Palaja␣
is063:017	8	@	-	takaisin␣
is063:017	10	@	-	palvelijaisi␣
is063:017	9	@	-	tähden
is063:017	-	(,)	-	,␣
is063:017	12	@	-	perintöosasi␣
is063:017	11	@	-	sukukuntain␣
is063:017	9	@	-	tähden
is063:017	-	(.)	-	.␣
is063:018	is063:018	is063:018	VERSE	Jes␣63:18␣
is063:018	1b	@	-	Vähän␣
is063:018	1b	@	-	aikaa␣
is063:018	1b	(@)	-	vain␣
is063:018	1a	%case	?	
is063:018	pers%4	@	-	sinun␣
is063:018	4	@	-	pyhä␣
is063:018	3	@	-	kansasi␣
is063:018	2	(@)	-	sai␣
is063:018	2	@	-	pitää␣
is063:018	2	@	-	perintönsä
is063:018	-	(;)	-	;␣
is063:018	pers%5	@	-	meidän␣
is063:018	5	@	-	ahdistajamme␣
is063:018	6	(@)	-	ovat␣
is063:018	6	@	-	tallanneet␣
is063:018	pers%7	@	-	sinun␣
is063:018	7	@	-	pyhäkkösi
is063:018	-	(.)	-	.␣
is063:019	is063:019	is063:019	VERSE	Jes␣63:19␣
is063:019	1	(@)	-	Me␣
is063:019	1	@	-	olemme␣
is063:019	-	(@)	-	niinkuin␣
is063:019	5	@	-	ne
is063:019	-	(,)	-	,␣
is063:019	5	@	-	joita␣
is063:019	4	(@)	-	sinä␣
is063:019	3	@	-	et␣
is063:019	4	(@)	-	ole␣
is063:019	2b	@	-	ikinä␣
is063:019	2a	%case	?	
is063:019	4	@	-	hallinnut
is063:019	-	(,)	-	,␣
is063:019	-	(@)	-	olemme
is063:019	-	(,)	-	,␣
is063:019	-	(@)	-	niinkuin␣
is063:019	6	@	-	ei␣
is063:019	9	@	-	meitä␣
is063:019	7	(@)	-	olisi␣
is063:019	7	@	-	otettu␣
is063:019	pers%8	@	-	sinun␣
is063:019	8	@	-	nimiisi
is063:019	-	(.)	-	.␣
is064:001	-	(is064:001)	VERSE.ADD	Jes␣64:1␣
is064:001	10	@	-	Oi
is064:001	-	(,)	-	,␣
is064:001	10	@	-	jospa␣
is064:001	11	(@)	-	sinä␣
is064:001	11	@	-	halkaisisit␣
is064:001	12	@	-	taivaat␣
is064:001	-	(@)	-	ja␣
is064:001	13	@	-	astuisit␣
is064:001	13	@	-	alas
is064:001	-	(,)	-	,␣
is064:001	-	(@)	-	niin␣
is064:001	-	(@)	-	että␣
is064:001	15	@	-	vuoret␣
is064:001	16	@	-	järkkyisivät␣
is064:001	pers%14b	@	-	sinun␣
is064:001	14b	@	-	edessäsi
is064:001	14a	%case	LOC	
is064:001	(is064:001)	-	VERSE.DROP	
is064:001	-	(,)	-	,␣
is064:001	1a	@	-	niinkuin␣
is064:001	3	@	-	risut␣
is064:001	1b	@	-	leimahtavat␣
is064:001	2	@	-	tuleen
is064:001	-	(,)	-	,␣
is064:001	-	(@)	-	niinkuin␣
is064:001	4	@	-	vesi␣
is064:001	6	@	-	tulella␣
is064:001	5	@	-	kiehuu
is064:001	-	(,)	-	,␣
is064:002	-	(is064:002)	VERSE.ADD	Jes␣64:2␣
is064:002	7a	@	-	että␣
is064:002	7b	(@)	-	tekisit␣
is064:002	8	@	-	nimesi␣
is064:002	7b	@	-	tunnetuksi␣
is064:002	9b	@	-	vastustajillesi␣
is064:002	9a	%case	LOC	
is064:002	-	(@)	-	ja␣
is064:002	11	@	-	kansat␣
is064:002	12	@	-	vapisisivat␣
is064:002	pers%10b	@	-	sinun␣
is064:002	10b	@	-	kasvojesi␣
is064:002	10a	@	-	edessä
is064:002	-	(,)	-	,␣
is064:003	is064:002	is064:003	VERSE.SHIFT	Jes␣64:3␣
is064:003	1a	@	-	kun␣
is064:003	1b	(@)	-	sinä␣
is064:003	1b	@	-	teet␣
is064:003	2	@	-	peljättäviä␣
is064:003	2	@	-	tekoja
is064:003	-	(,)	-	,␣
is064:003	-	(@)	-	joita␣
is064:003	3	@	-	emme␣
is064:003	4	@	-	odottaa␣
is064:003	4	(@)	-	voineet
is064:003	-	(!)	-	!␣
is064:003	-	(@)	-	Oi
is064:003	-	(,)	-	,␣
is064:003	-	(@)	-	jospa␣
is064:003	5	@	-	astuisit␣
is064:003	5	@	-	alas
is064:003	-	(,)	-	,␣
is064:003	-	(@)	-	niin␣
is064:003	-	(@)	-	että␣
is064:003	7	@	-	vuoret␣
is064:003	8	@	-	järkkyisivät␣
is064:003	pers%6b	@	-	sinun␣
is064:003	6b	@	-	edessäsi
is064:003	6a	%case	LOC	
is064:003	-	(!)	-	!␣
is064:004	is064:003	is064:004	VERSE.SHIFT	Jes␣64:4␣
is064:004	(1a)	-	UNTRANSLATED	
is064:004	2	@	-	Ei␣
is064:004	3	(@)	-	ole␣
is064:004	1c	@	-	ikiajoista␣
is064:004	1b	%case	LOC	
is064:004	3	@	-	kuultu
is064:004	-	(,)	-	,␣
is064:004	4	@	-	ei␣
is064:004	5	(@)	-	ole␣
is064:004	5	@	-	korviin␣
is064:004	5	@	-	tullut
is064:004	-	(,)	-	,␣
is064:004	7	@	-	ei␣
is064:004	8	(@)	-	ole␣
is064:004	6	@	-	silmä␣
is064:004	8	@	-	nähnyt␣
is064:004	-	(@)	-	muuta␣
is064:004	9	@	-	Jumalaa
is064:004	-	(,)	-	,␣
is064:004	10	@	-	paitsi␣
is064:004	pers%10	@	-	sinut
is064:004	-	(,)	-	,␣
is064:004	11	(@)	-	joka␣
is064:004	-	(@)	-	senkaltaisia␣
is064:004	11	@	-	tekisi␣
is064:004	13	@	-	häntä␣
is064:004	12b	@	-	odottavalle
is064:004	12a	%case	LOC	
is064:004	-	(.)	-	.␣
is064:005	is064:004	is064:005	VERSE.SHIFT	Jes␣64:5␣
is064:005	1	(@)	-	Sinä␣
is064:005	1	@	-	käyt␣
is064:005	4b	(@)	-	niitä␣
is064:005	2	@	-	kohden
is064:005	-	(,)	-	,␣
is064:005	4b	(@)	-	jotka␣
is064:005	3	@	-	ilolla␣
is064:005	4a	%case	LOC	
is064:005	5	@	-	vanhurskautta␣
is064:005	4b	@	-	tekevät␣
is064:005	-	(@)	-	ja␣
is064:005	-	(@)	-	jotka␣
is064:005	pers%6b	@	-	sinun␣
is064:005	6b	@	-	teilläsi␣
is064:005	6a	%case	LOC	
is064:005	pers%7	@	-	sinua␣
is064:005	7	@	-	muistavat
is064:005	-	(.)	-	.␣
is064:005	8	@	-	Katso
is064:005	-	(,)	-	,␣
is064:005	9	@	-	sinä␣
is064:005	10	@	-	vihastuit
is064:005	-	(,)	-	,␣
is064:005	11a	@	-	ja␣
is064:005	11b	(@)	-	me␣
is064:005	11b	@	-	jouduimme␣
is064:005	11b	@	-	synnin␣
is064:005	11b	@	-	alaisiksi
is064:005	-	(;)	-	;␣
is064:005	12	@	-	niin␣
is064:005	-	(@)	-	on␣
is064:005	-	(@)	-	ollut␣
is064:005	13	@	-	ikiajoista␣
is064:005	13	@	-	asti␣
is064:005	-	(-)	-	-␣
is064:005	(14a)	-	UNTRANSLATED	
is064:005	14b	@	-	saammeko␣
is064:005	14b	@	-	avun
is064:005	-	(?)	-	?␣
is064:006	is064:005	is064:006	VERSE.SHIFT	Jes␣64:6␣
is064:006	(1a)	-	UNTRANSLATED	
is064:006	3	@	-	Kaikki␣
is064:006	1b	(@)	-	me␣
is064:006	1b	@	-	olimme␣
is064:006	2a	@	-	kuin␣
is064:006	2b	@	-	saastaiset
is064:006	-	(,)	-	,␣
is064:006	4a	@	-	ja␣
is064:006	4b	@	-	niinkuin␣
is064:006	5	@	-	tahrattu␣
is064:006	4c	@	-	vaate␣
is064:006	-	(@)	-	oli␣
is064:006	6	@	-	kaikki␣
is064:006	pers%7	@	-	meidän␣
is064:006	7	@	-	vanhurskautemme
is064:006	-	(.)	-	.␣
is064:006	8a	@	-	Ja␣
is064:006	10	@	-	kaikki␣
is064:006	8b	(@)	-	me␣
is064:006	8b	(@)	-	olemme␣
is064:006	8b	@	-	lakastuneet␣
is064:006	9a	@	-	kuin␣
is064:006	9b	@	-	lehdet
is064:006	-	(,)	-	,␣
is064:006	11a	@	-	ja␣
is064:006	11b	@	-	pahat␣
is064:006	11b	@	-	tekomme␣
is064:006	13	@	-	heittelevät␣
is064:006	pers%13	@	-	meitä␣
is064:006	12a	@	-	niinkuin␣
is064:006	12b	@	-	tuuli
is064:006	-	(.)	-	.␣
is064:007	is064:006	is064:007	VERSE.SHIFT	Jes␣64:7␣
is064:007	(1a)	-	UNTRANSLATED	
is064:007	1b	@	-	Ei␣
is064:007	-	(@)	-	ole␣
is064:007	1b	@	-	ketään
is064:007	-	(,)	-	,␣
is064:007	2	(@)	-	joka␣
is064:007	2	@	-	avukseen␣
is064:007	2	@	-	huutaa␣
is064:007	pers%3b	@	-	sinun␣
is064:007	3b	@	-	nimeäsi
is064:007	3a	%case	PTV	
is064:007	-	(,)	-	,␣
is064:007	4	(@)	-	joka␣
is064:007	4	@	-	herää␣
is064:007	5b	@	-	pitämään␣
is064:007	6	@	-	sinusta␣
is064:007	5b	@	-	kiinni
is064:007	5a	%case	?	
is064:007	-	(;)	-	;␣
is064:007	7	@	-	sillä␣
is064:007	8	(@)	-	sinä␣
is064:007	8	(@)	-	olet␣
is064:007	8	@	-	peittänyt␣
is064:007	9	@	-	kasvosi␣
is064:007	10	@	-	meiltä
is064:007	(11a)	-	UNTRANSLATED	
is064:007	-	(,)	-	,␣
is064:007	11b	(@)	-	jättänyt␣
is064:007	pers%11b	@	-	meidät␣
is064:007	11b	@	-	menehtymään␣
is064:007	13	@	-	syntiemme␣
is064:007	12b	@	-	valtaan
is064:007	12a	%case	LOC	
is064:007	-	(.)	-	.␣
is064:008	is064:007	is064:008	VERSE.SHIFT	Jes␣64:8␣
is064:008	1a	@	-	Mutta␣
is064:008	1b	(@)	-	olethan␣
is064:008	1b	@	-	sinä
is064:008	-	(,)	-	,␣
is064:008	2	@	-	Herra
is064:008	-	(,)	-	,␣
is064:008	pers%3	@	-	meidän␣
is064:008	3	@	-	isämme
is064:008	(4)	-	UNTRANSLATED	
is064:008	-	(;)	-	;␣
is064:008	5	@	-	me␣
is064:008	-	(@)	-	olemme␣
is064:008	(6a) 6b	@	-	savi
is064:008	-	(,)	-	,␣
is064:008	7a	@	-	ja␣
is064:008	7b	@	-	sinä␣
is064:008	-	(@)	-	olet␣
is064:008	pers%8	@	-	meidän␣
is064:008	8	@	-	valajamme
is064:008	(9a)	-	UNTRANSLATED	
is064:008	-	(,)	-	,␣
is064:008	11	@	-	kaikki␣
is064:008	pers%11	@	-	me␣
is064:008	-	(@)	-	olemme␣
is064:008	pers%10	@	-	sinun␣
is064:008	10	@	-	kättesi␣
is064:008	9b	@	-	tekoa
is064:008	-	(.)	-	.␣
is064:009	is064:008	is064:009	VERSE.SHIFT	Jes␣64:9␣
is064:009	1	@	-	Älä
is064:009	-	(,)	-	,␣
is064:009	3	@	-	Herra
is064:009	-	(,)	-	,␣
is064:009	2	@	-	vihastu␣
is064:009	5	@	-	ylenmäärin
is064:009	4	%case	?	
is064:009	-	(,)	-	,␣
is064:009	6b	@	-	äläkä␣
is064:009	6a	%clitic	kA	
is064:009	7b	@	-	ainiaan␣
is064:009	7a	%case	?	
is064:009	8	@	-	muistele␣
is064:009	9	@	-	pahoja␣
is064:009	9	@	-	tekoja
is064:009	-	(.)	-	.␣
is064:009	10	@	-	Katso␣
is064:009	-	(@)	-	ja␣
is064:009	11	@	-	huomaa
is064:009	12	%inflection	ACT.PRES.NEG	
is064:009	-	(,)	-	,␣
is064:009	-	(@)	-	että␣
is064:009	pers%14	@	-	me␣
is064:009	14	@	-	kaikki␣
is064:009	-	(@)	-	olemme␣
is064:009	pers%13	@	-	sinun␣
is064:009	13	@	-	kansasi
is064:009	-	(.)	-	.␣
is064:010	is064:009	is064:010	VERSE.SHIFT	Jes␣64:10␣
is064:010	pers%2	@	-	Sinun␣
is064:010	2	@	-	pyhät␣
is064:010	1	@	-	kaupunkisi␣
is064:010	3	(@)	-	ovat␣
is064:010	3	@	-	tulleet␣
is064:010	4	@	-	erämaaksi
is064:010	-	(,)	-	,␣
is064:010	5	@	-	Siion␣
is064:010	7	(@)	-	on␣
is064:010	6	@	-	erämaaksi␣
is064:010	7	@	-	tullut
is064:010	-	(,)	-	,␣
is064:010	8	@	-	Jerusalem␣
is064:010	9	@	-	autioksi
is064:010	-	(.)	-	.␣
is064:011	is064:010	is064:011	VERSE.SHIFT	Jes␣64:11␣
is064:011	pers%2	@	-	Meidän␣
is064:011	2	@	-	pyhä␣
is064:011	3a	@	-	ja␣
is064:011	3b	@	-	ihana␣
is064:011	1	@	-	temppelimme
is064:011	-	(,)	-	,␣
is064:011	4	@	-	jossa␣
is064:011	6	@	-	isämme␣
is064:011	pers%5	@	-	sinua␣
is064:011	5	@	-	ylistivät
is064:011	-	(,)	-	,␣
is064:011	7	@	-	on␣
is064:011	9	@	-	tulella␣
is064:011	8b	@	-	poltettu
is064:011	8a	%case	NOM	
is064:011	-	(,)	-	,␣
is064:011	10a	@	-	ja␣
is064:011	13b	@	-	raunioina␣
is064:011	13a	%case	ESS	
is064:011	12	@	-	on␣
is064:011	10b	@	-	kaikki␣
is064:011	pers%11	@	-	meille␣
is064:011	11	@	-	kallisarvoinen
is064:011	-	(.)	-	.␣
is064:012	is064:011	is064:012	VERSE.SHIFT	Jes␣64:12␣
is064:012	(1a)	-	UNTRANSLATED	
is064:012	1b	@	-	Vaikka␣
is064:012	2	@	-	nämä␣
is064:012	1b	@	-	näin␣
is064:012	-	(@)	-	ovat
is064:012	-	(,)	-	,␣
is064:012	3	(@)	-	voitko
is064:012	-	(,)	-	,␣
is064:012	4	@	-	Herra
is064:012	-	(,)	-	,␣
is064:012	3	@	-	pidättää␣
is064:012	3	(@)	-	itsesi
is064:012	-	(,)	-	,␣
is064:012	5	(@)	-	voitko␣
is064:012	5	@	-	olla␣
is064:012	5	@	-	vaiti␣
is064:012	6a	@	-	ja␣
is064:012	6b	@	-	vaivata␣
is064:012	pers%6b	@	-	meitä␣
is064:012	7 8	@	-	ylenmäärin
is064:012	-	(?)	-	?␣
is065:001	is065:001	is065:001	VERSE	Jes␣65:1␣
is065:001	1	(@)	-	Minä␣
is065:001	1	(@)	-	olen␣
is065:001	tasp%1	@	-	suostunut␣
is065:001	3	(@)	-	niiden␣
is065:001	1	@	-	etsittäväksi
is065:001	-	(,)	-	,␣
is065:001	3	(@)	-	jotka␣
is065:001	2b	@	-	eivät␣
is065:001	2a	%inflection	NEGV.3P	
is065:001	-	(@)	-	minua␣
is065:001	3	@	-	kysyneet
is065:001	-	(,)	-	,␣
is065:001	4	(@)	-	niiden␣
is065:001	4	@	-	löydettäväksi
is065:001	-	(,)	-	,␣
is065:001	4	(@)	-	jotka␣
is065:001	5b	@	-	eivät␣
is065:001	5a	%inflection	NEGV.3P	
is065:001	pers%6	@	-	minua␣
is065:001	6	@	-	etsineet
is065:001	-	(;)	-	;␣
is065:001	7	(@)	-	minä␣
is065:001	7	(@)	-	olen␣
is065:001	7	@	-	sanonut␣
is065:001	11	@	-	kansalle
is065:001	10	%case	LOC	
is065:001	-	(,)	-	,␣
is065:001	-	(@)	-	joka␣
is065:001	12	@	-	ei␣
is065:001	13	(@)	-	ole␣
is065:001	13	@	-	otettu␣
is065:001	pers%14b	@	-	minun␣
is065:001	14b	@	-	nimiini
is065:001	14a	%case	LOC	
is065:001	-	(:)	-	:␣
is065:001	8	@	-	Tässä␣
is065:001	8	@	-	minä␣
is065:001	8	(@)	-	olen
is065:001	-	(,)	-	,␣
is065:001	9	@	-	tässä␣
is065:001	9	@	-	minä␣
is065:001	9	(@)	-	olen
is065:001	-	(!)	-	!␣
is065:002	is065:002	is065:002	VERSE	Jes␣65:2␣
is065:002	3	@	-	Koko␣
is065:002	(4a) 4b	@	-	päivän␣
is065:002	1	(@)	-	minä␣
is065:002	1	(@)	-	olen␣
is065:002	1	@	-	ojentanut␣
is065:002	2	@	-	käsiäni␣
is065:002	7	@	-	uppiniskaista␣
is065:002	6	@	-	kansaa␣
is065:002	5	@	-	kohden
is065:002	-	(,)	-	,␣
is065:002	8a	@	-	joka␣
is065:002	8b	@	-	vaeltaa␣
is065:002	(9a) 9b	@	-	tietä
is065:002	-	(,)	-	,␣
is065:002	-	(@)	-	mikä␣
is065:002	10	@	-	ei␣
is065:002	-	(@)	-	ole␣
is065:002	11	@	-	hyvä
is065:002	-	(,)	-	,␣
is065:002	13	(@)	-	omain␣
is065:002	13	@	-	ajatustensa␣
is065:002	12	@	-	mukaan
is065:002	-	(;)	-	;␣
is065:003	is065:003	is065:003	VERSE	Jes␣65:3␣
is065:003	(1a) 1b	@	-	kansaa␣
is065:003	-	(@)	-	kohden
is065:003	-	(,)	-	,␣
is065:003	2a	@	-	joka␣
is065:003	2b	@	-	vihoittaa␣
is065:003	3	@	-	minua␣
is065:003	6	@	-	alinomaa
is065:003	-	(,)	-	,␣
is065:003	4	@	-	vasten␣
is065:003	5	@	-	kasvojani
is065:003	-	(,)	-	,␣
is065:003	7	@	-	uhraa␣
is065:003	8b	@	-	puutarhoissa␣
is065:003	8a	%case	LOC	
is065:003	9a	@	-	ja␣
is065:003	9b	@	-	suitsuttaa␣
is065:003	(11a) 11b	@	-	tiilikivialttareilla
is065:003	10	%case	LOC	
is065:003	-	(.)	-	.␣
is065:004	is065:004	is065:004	VERSE	Jes␣65:4␣
is065:004	1a	@	-	He␣
is065:004	1b	@	-	asustavat␣
is065:004	2b	@	-	haudoissa␣
is065:004	2a	%case	LOC	
is065:004	3a	@	-	ja␣
is065:004	4	@	-	yöpyvät␣
is065:004	3c	@	-	salaisiin␣
is065:004	3c	@	-	paikkoihin
is065:004	3b	%case	LOC	
is065:004	-	(;)	-	;␣
is065:004	5a	@	-	he␣
is065:004	5b	@	-	syövät␣
is065:004	6 (7a) 7b	@	-	sianlihaa
is065:004	-	(,)	-	,␣
is065:004	8a	@	-	ja␣
is065:004	10	@	-	saastaiset␣
is065:004	9b	@	-	liemet␣
is065:004	-	(@)	-	on␣
is065:004	pers%11	@	-	heillä␣
is065:004	11	@	-	astioissansa
is065:004	-	(.)	-	.␣
is065:005	is065:005	is065:005	VERSE	Jes␣65:5␣
is065:005	1a	@	-	He␣
is065:005	1b	@	-	sanovat
is065:005	-	(:)	-	:␣
is065:005	-	(@)	-	"
is065:005	2	@	-	Pysy␣
is065:005	2	@	-	erilläsi
is065:005	3	%case	LOC	
is065:005	-	(,)	-	,␣
is065:005	4	@	-	älä␣
is065:005	5	@	-	tule␣
is065:005	6	@	-	minua␣
is065:005	5	@	-	lähelle
is065:005	-	(,)	-	,␣
is065:005	7	@	-	sillä␣
is065:005	8	(@)	-	minä␣
is065:005	8	@	-	olen␣
is065:005	pers%8	@	-	sinulle␣
is065:005	8	@	-	pyhä
is065:005	-	(@)	-	"
is065:005	-	(.)	-	.␣
is065:005	9	@	-	Nämä␣
is065:005	-	(@)	-	ovat␣
is065:005	10	@	-	savu␣
is065:005	pers%11b	@	-	minun␣
is065:005	11b	@	-	sieraimissani
is065:005	11a	%case	LOC	
is065:005	-	(,)	-	,␣
is065:005	12	@	-	tuli
is065:005	-	(,)	-	,␣
is065:005	13	(@)	-	joka␣
is065:005	13	@	-	palaa␣
is065:005	14	@	-	kaiken␣
is065:005	(15a) 15b	@	-	päivää
is065:005	-	(.)	-	.␣
is065:006	is065:006	is065:006	VERSE	Jes␣65:6␣
is065:006	1	@	-	Katso
is065:006	-	(,)	-	,␣
is065:006	2	(@)	-	se␣
is065:006	2	(@)	-	on␣
is065:006	2	@	-	kirjoitettuna␣
is065:006	pers%3b	@	-	minun␣
is065:006	3b	@	-	edessäni
is065:006	3a	%case	LOC	
is065:006	-	(.)	-	.␣
is065:006	4	@	-	En␣
is065:006	5	@	-	ole␣
is065:006	5	(@)	-	minä␣
is065:006	5	@	-	vaiti
is065:006	-	(,)	-	,␣
is065:006	6 7	@	-	vaan␣
is065:006	8	(@)	-	minä␣
is065:006	8	@	-	maksan
is065:006	(9a)	-	UNTRANSLATED	
is065:006	-	(,)	-	,␣
is065:006	9b	@	-	maksan␣
is065:006	pers%11	@	-	heille␣
