pp001:001	pp001:001	pp001:001	VERSE	Flp␣1:1␣
pp004:016	1	@	-	Sillä␣
pp004:016	4	@	-	Tessalonikaankin␣
pp004:016	3	%case	LOC	
pp004:016	2	%clitic	kin	
pp004:016	-	(@)	-	te␣
pp004:016	(5)	-	UNTRANSLATED	
pp004:016	-	(@)	-	minulle␣
pp004:016	6	@	-	kerran
pp004:016	-	(,)	-	,␣
pp004:016	7	@	-	jopa␣
pp004:016	8	@	-	kahdesti
pp004:016	-	(,)	-	,␣
pp004:016	13a	@	-	lähetitte
pp004:016	-	(,)	-	,␣
pp004:016	10	@	-	mitä␣
pp004:016	11	@	-	tarvitsin
pp004:016	12	%pers	1S	
pp004:016	9	%case	?	
pp004:016	13b	.	-	.␣
pp004:017	pp004:017	pp004:017	VERSE	Flp␣4:17␣
pp004:017	1	@	-	Ei␣
pp004:017	-	(@)	-	niin
pp004:017	-	(,)	-	,␣
pp004:017	2	@	-	että␣
pp004:017	3	@	-	haluaisin␣
pp004:017	(4) 5a	@	-	lahjaa
pp004:017	5b	,	-	,␣
pp004:017	6	@	-	vaan␣
pp004:017	7	(@)	-	minä␣
pp004:017	7	@	-	haluan␣
pp004:017	14a	@	-	teidän␣
pp004:017	13	@	-	hyväksenne␣
pp004:017	12	%case	TRA	
pp004:017	(10) 11	@	-	karttuvaa␣
pp004:017	(8) 9	@	-	hedelmää
pp004:017	14b	.	-	.␣
pp004:018	pp004:018	pp004:018	VERSE	Flp␣4:18␣
pp004:018	1	(@)	-	Olen␣
pp004:018	2	@	-	nyt␣
pp004:018	1	@	-	saanut␣
pp004:018	3	@	-	kaikkea
pp004:018	-	(,)	-	,␣
pp004:018	4	@	-	jopa␣
pp004:018	5a	@	-	ylenpalttisesti
pp004:018	5b	;	-	;␣
pp004:018	6	(@)	-	minulla␣
pp004:018	6	@	-	on␣
pp004:018	6	@	-	yllinkyllin
pp004:018	-	(,)	-	,␣
pp004:018	7	@	-	saatuani␣
pp004:018	9	@	-	Epafroditukselta␣
pp004:018	8	%case	LOC	
pp004:018	12a	@	-	teidän␣
pp004:018	11	%case	GEN	
pp004:018	pro%10	@	-	lähetyksenne
pp004:018	-	(,)	-	,␣
pp004:018	-	(@)	-	joka␣
pp004:018	-	(@)	-	on␣
pp004:018	12b	@	-	"
pp004:018	14a	@	-	suloinen␣
pp004:018	13	@	-	tuoksu
pp004:018	14b	@	-	"
pp004:018	14b	,	-	,␣
pp004:018	16a	@	-	otollinen
pp004:018	-	(,)	-	,␣
pp004:018	(18) 19a	@	-	Jumalalle␣
pp004:018	17	@	-	mieluinen␣
pp004:018	15	@	-	uhri
pp004:018	19b	.	-	.␣
pp004:019	pp004:019	pp004:019	VERSE	Flp␣4:19␣
pp004:019	2	@	-	Mutta␣
pp004:019	4	@	-	minun␣
pp004:019	(1) 3	@	-	Jumalani␣
pp004:019	5	(@)	-	on␣
pp004:019	(10) 11	@	-	rikkautensa␣
pp004:019	12	%pers	3	
pp004:019	9	@	-	mukaisesti␣
pp004:019	5	@	-	täyttävä␣
pp004:019	6	@	-	kaikki␣
pp004:019	8	@	-	teidän␣
pp004:019	7	@	-	tarpeenne␣
pp004:019	14	@	-	kirkkaudessa
pp004:019	13	%case	LOC	
pp004:019	-	(,)	-	,␣
pp004:019	16	@	-	Kristuksessa␣
pp004:019	17a	@	-	Jeesuksessa
pp004:019	15	%case	LOC	
pp004:019	17b	.	-	.␣
pp004:020	pp004:020	pp004:020	VERSE	Flp␣4:20␣
pp004:020	2	@	-	Mutta␣
pp004:020	6	@	-	meidän␣
pp004:020	(1) 3	@	-	Jumalallemme␣
pp004:020	4	@	-	ja␣
pp004:020	5	@	-	Isällemme␣
pp004:020	(7) 8	@	-	kunnia␣
pp004:020	(10) 11	@	-	aina␣
pp004:020	9	%case	?	
pp004:020	-	(@)	-	ja␣
pp004:020	(12) 13a	@	-	iankaikkisesti
pp004:020	13b	!	-	!␣
pp004:020	14a	@	-	Amen
pp004:020	14b	.	-	.␣
pp004:021	pp004:021	pp004:021	VERSE	Flp␣4:21␣
pp004:021	1	@	-	Tervehdys␣
pp004:021	2	@	-	jokaiselle␣
pp004:021	3	@	-	pyhälle␣
pp004:021	5	@	-	Kristuksessa␣
pp004:021	6a	@	-	Jeesuksessa
pp004:021	4	%case	LOC	
pp004:021	6b	.	-	.␣
pp004:021	7	@	-	Tervehdyksen␣
pp004:021	7	@	-	lähettävät␣
pp004:021	8	@	-	teille␣
pp004:021	11	@	-	minun␣
pp004:021	10	@	-	kanssani␣
pp004:021	-	(@)	-	olevat␣
pp004:021	12a (9)	@	-	veljet
pp004:021	12b	.	-	.␣
pp004:022	pp004:022	pp004:022	VERSE	Flp␣4:22␣
pp004:022	1	@	-	Tervehdyksen␣
pp004:022	1	@	-	lähettävät␣
pp004:022	2	@	-	teille␣
pp004:022	3	@	-	kaikki␣
pp004:022	(4) 5a	@	-	pyhät
pp004:022	5b	,	-	,␣
pp004:022	7	@	-	mutta␣
pp004:022	6	@	-	varsinkin␣
pp004:022	8	@	-	ne
pp004:022	-	(,)	-	,␣
pp004:022	8	@	-	jotka␣
pp004:022	-	(@)	-	ovat␣
pp004:022	(10) 11	@	-	keisarin␣
pp004:022	12a	@	-	huoneväkeä
pp004:022	9	%case	PTV	
pp004:022	12b	.	-	.␣
pp004:023	pp004:023	pp004:023	VERSE	Flp␣4:23␣
pp004:023	(3) 4	@	-	Herran␣
pp004:023	5	@	-	Jeesuksen␣
pp004:023	6	@	-	Kristuksen␣
pp004:023	(1) 2	@	-	armo␣
pp004:023	-	(@)	-	olkoon␣
pp004:023	10a	@	-	teidän␣
pp004:023	(8) 9	@	-	henkenne␣
pp004:023	7	@	-	kanssa
pp004:023	10b	.	-	.␣
