ep001:001	ep001:001	ep001:001	VERSE	Ef␣1:1␣
ep005:008	3	@	-	Ennen␣
ep005:008	(2)	-	UNTRANSLATED	
ep005:008	1	(@)	-	te␣
ep005:008	1	@	-	olitte␣
ep005:008	4a	@	-	pimeys
ep005:008	4b	,	-	,␣
ep005:008	6	@	-	mutta␣
ep005:008	5	@	-	nyt␣
ep005:008	-	(@)	-	te␣
ep005:008	-	(@)	-	olette␣
ep005:008	7	@	-	valkeus␣
ep005:008	9a	@	-	Herrassa
ep005:008	8	%case	LOC	
ep005:008	9b	.	-	.␣
ep005:008	13a	@	-	Vaeltakaa␣
ep005:008	12	@	-	valkeuden␣
ep005:008	11	@	-	lapsina␣
ep005:008	10	%inflection	PL.ESS	
ep005:009	ep005:009	ep005:009	VERSE	Ef␣5:9␣
ep005:009	-	(-)	-	-␣
ep005:009	2	@	-	sillä␣
ep005:009	7	@	-	kaikkinainen␣
ep005:009	8	@	-	hyvyys␣
ep005:009	6	%case	NOM	
ep005:009	9	@	-	ja␣
ep005:009	10	@	-	vanhurskaus␣
ep005:009	11	@	-	ja␣
ep005:009	12a	@	-	totuus␣
ep005:009	-	(@)	-	on␣
ep005:009	(4) 5	@	-	valkeuden␣
ep005:009	(1) 3	@	-	hedelmä␣
ep005:009	12b	-	-	-␣
ep005:010	ep005:010	ep005:010	VERSE	Ef␣5:10␣
ep005:010	-	(@)	-	ja␣
ep005:010	1	@	-	tutkikaa
ep005:010	-	(,)	-	,␣
ep005:010	2	@	-	mikä␣
ep005:010	3	@	-	on␣
ep005:010	4	@	-	otollista␣
ep005:010	(5) 6a	@	-	Herralle
ep005:010	6b	;	-	;␣
ep005:011	ep005:011	ep005:011	VERSE	Ef␣5:11␣
ep005:011	2	@	-	älköönkä␣
ep005:011	1	%clitic	kA	
ep005:011	3	(@)	-	teillä␣
ep005:011	3	@	-	olko␣
ep005:011	-	(@)	-	mitään␣
ep005:011	3	@	-	osallisuutta␣
ep005:011	(8) 9a	@	-	pimeyden␣
ep005:011	(6) 7	@	-	hedelmättömiin␣
ep005:011	(4) 5	@	-	tekoihin
ep005:011	9b	,	-	,␣
ep005:011	11	@	-	vaan␣
ep005:011	10	@	-	päinvastoin␣
ep005:011	13a	@	-	nuhdelkaakin␣
ep005:011	12	%clitic	kin	
ep005:011	-	(@)	-	niistä
ep005:011	13b	.	-	.␣
ep005:012	ep005:012	ep005:012	VERSE	Ef␣5:12␣
ep005:012	2	@	-	Sillä␣
ep005:012	7	@	-	häpeällistä␣
ep005:012	8	@	-	on␣
ep005:012	9	@	-	jo␣
ep005:012	10a	@	-	sanoakin
ep005:012	-	(,)	-	,␣
ep005:012	1	@	-	mitä␣
ep005:012	6	@	-	he␣
ep005:012	5	%case	NOM	
ep005:012	3	@	-	salassa␣
ep005:012	4	@	-	tekevät
ep005:012	10b	;	-	;␣
ep005:013	ep005:013	ep005:013	VERSE	Ef␣5:13␣
ep005:013	2	@	-	mutta␣
ep005:013	1	@	-	tämä␣
ep005:013	3	@	-	kaikki␣
ep005:013	8a	@	-	tulee␣
ep005:013	8a	@	-	ilmi
ep005:013	-	(,)	-	,␣
ep005:013	4	(@)	-	kun␣
ep005:013	(6) 7	@	-	valkeus␣
ep005:013	5	%case	NOM	
ep005:013	-	(@)	-	sen␣
ep005:013	4	@	-	paljastaa
ep005:013	8b	,	-	,␣
ep005:013	2/14	@	-	sillä␣
ep005:013	1/14	@	-	kaikki
ep005:013	-	(,)	-	,␣
ep005:013	3/14	@	-	mikä␣
ep005:013	4/14	@	-	tulee␣
ep005:013	4/14	@	-	ilmi
ep005:013	-	(,)	-	,␣
ep005:013	6a/14	@	-	on␣
ep005:013	5/14	@	-	valkeutta
ep005:013	6b/14	.	-	.␣
ep005:014	ep005:014	ep005:014	VERSE	Ef␣5:14␣
ep005:014	7	@	-	Sentähden␣
ep005:014	8a	@	-	sanotaan
ep005:014	8b	:	-	:␣
ep005:014	-	(@)	-	"
ep005:014	9a	@	-	Heräjä␣
ep005:014	9a	(@)	-	sinä
ep005:014	9b	,	-	,␣
ep005:014	10	@	-	joka␣
ep005:014	11a	@	-	nukut
ep005:014	11b	,	-	,␣
ep005:014	12	@	-	ja␣
ep005:014	13	@	-	nouse␣
ep005:014	(15) 16a	@	-	kuolleista
ep005:014	14	%case	LOC	
ep005:014	16b	,	-	,␣
ep005:014	17	@	-	niin␣
ep005:014	(20) 21a	@	-	Kristus␣
ep005:014	19	@	-	sinua␣
ep005:014	18	@	-	valaisee
ep005:014	-	(!)	-	!
ep005:014	21b	@	-	"␣
ep005:015	ep005:015	ep005:015	VERSE	Ef␣5:15␣
ep005:015	1	@	-	Katsokaa␣
ep005:015	2	@	-	siis␣
ep005:015	3	@	-	tarkoin
ep005:015	-	(,)	-	,␣
ep005:015	4	@	-	kuinka␣
ep005:015	5a	@	-	vaellatte
ep005:015	5b	:	-	:␣
ep005:015	6	@	-	ei␣
ep005:015	7	@	-	niinkuin␣
ep005:015	8	@	-	tyhmät
ep005:015	-	(,)	-	,␣
ep005:015	9	@	-	vaan␣
ep005:015	10	@	-	niinkuin␣
ep005:015	11a	@	-	viisaat
ep005:015	11b	,	-	,␣
ep005:016	ep005:016	ep005:016	VERSE	Ef␣5:16␣
ep005:016	-	(@)	-	ja␣
ep005:016	1	@	-	ottakaa␣
ep005:016	1	@	-	vaari␣
ep005:016	(2) 3a	@	-	oikeasta␣
ep005:016	(2) 3a	@	-	hetkestä
ep005:016	3b	,	-	,␣
ep005:016	4	@	-	sillä␣
ep005:016	(5) 6	@	-	aika␣
ep005:016	8a	@	-	on␣
ep005:016	7	@	-	paha
ep005:016	8b	.	-	.␣
ep005:017	ep005:017	ep005:017	VERSE	Ef␣5:17␣
ep005:017	3	@	-	Älkää␣
ep005:017	1 2	@	-	sentähden␣
ep005:017	4	@	-	olko␣
ep005:017	5a	@	-	mielettömät
ep005:017	5b	,	-	,␣
ep005:017	6	@	-	vaan␣
ep005:017	7	@	-	ymmärtäkää
ep005:017	-	(,)	-	,␣
ep005:017	8	@	-	mikä␣
ep005:017	(11) 12a	@	-	Herran␣
ep005:017	10 (9)	@	-	tahto␣
ep005:017	-	(@)	-	on
ep005:017	12b	.	-	.␣
ep005:018	ep005:018	ep005:018	VERSE	Ef␣5:18␣
ep005:018	2	@	-	Älkääkä␣
ep005:018	1	%clitic	kA	
ep005:018	3	@	-	juopuko␣
ep005:018	4a	@	-	viinistä
ep005:018	4b	,	-	,␣
ep005:018	-	(@)	-	sillä␣
ep005:018	6	@	-	siitä␣
ep005:018	5	%case	LOC	
ep005:018	7	@	-	tulee␣
ep005:018	8a	@	-	irstas␣
ep005:018	8a	@	-	meno
ep005:018	8b	,	-	,␣
ep005:018	9	@	-	vaan␣
ep005:018	10	@	-	täyttykää␣
ep005:018	(11) 12a	@	-	Hengellä
ep005:018	12b	,	-	,␣
ep005:019	ep005:019	ep005:019	VERSE	Ef␣5:19␣
ep005:019	1	@	-	puhuen␣
ep005:019	2a	@	-	keskenänne␣
ep005:019	4	@	-	psalmeilla␣
ep005:019	3a	%case	LOC	
ep005:019	5	@	-	ja␣
ep005:019	6	@	-	kiitosvirsillä␣
ep005:019	7	@	-	ja␣
ep005:019	9a	@	-	hengellisillä␣
ep005:019	8	@	-	lauluilla
ep005:019	9b	,	-	,␣
ep005:019	10	@	-	veisaten␣
ep005:019	11	@	-	ja␣
ep005:019	12	@	-	laulaen␣
ep005:019	(13) 14	@	-	sydämessänne␣
ep005:019	15	%pers	?	
ep005:019	(16) 17a	@	-	Herralle
ep005:019	17b	,	-	,␣
ep005:020	ep005:020	ep005:020	VERSE	Ef␣5:20␣
ep005:020	1	@	-	kiittäen␣
ep005:020	2	@	-	aina␣
ep005:020	(12) 13	@	-	Jumalaa␣
ep005:020	14	@	-	ja␣
ep005:020	15a	@	-	Isää␣
ep005:020	4	@	-	kaikesta␣
ep005:020	3	%case	LOC	
ep005:020	9	@	-	meidän␣
ep005:020	(7) 8	@	-	Herramme␣
ep005:020	10	@	-	Jeesuksen␣
ep005:020	11	@	-	Kristuksen␣
ep005:020	6	@	-	nimessä
ep005:020	5	%case	LOC	
ep005:020	15b	.	-	.␣
ep005:021	ep005:021	ep005:021	VERSE	Ef␣5:21␣
ep005:021	-	(@)	-	Ja␣
ep005:021	1	@	-	olkaa␣
ep005:021	2	@	-	toinen␣
ep005:021	2	@	-	toisellenne␣
ep005:021	1	@	-	alamaiset␣
ep005:021	5a	@	-	Kristuksen␣
ep005:021	4	@	-	pelossa
ep005:021	3	%case	LOC	
ep005:021	5b	.	-	.␣
ep005:022	ep005:022	ep005:022	VERSE	Ef␣5:22␣
ep005:022	(1) 2	@	-	Vaimot
ep005:022	-	(,)	-	,␣
ep005:022	-	(@)	-	olkaa␣
ep005:022	4	@	-	omille␣
ep005:022	(3) 5	@	-	miehillenne␣
ep005:022	-	(@)	-	alamaiset␣
ep005:022	6	@	-	niinkuin␣
ep005:022	(7) 8a	@	-	Herralle
ep005:022	8b	;	-	;␣
ep005:023	ep005:023	ep005:023	VERSE	Ef␣5:23␣
ep005:023	1	@	-	sillä␣
ep005:023	2	@	-	mies␣
ep005:023	3	@	-	on␣
ep005:023	(5) 6	@	-	vaimon␣
ep005:023	4	@	-	pää
ep005:023	-	(,)	-	,␣
ep005:023	7	@	-	niinkuin␣
ep005:023	8	@	-	myös␣
ep005:023	10 (9)	@	-	Kristus␣
ep005:023	-	(@)	-	on␣
ep005:023	(12) 13a	@	-	seurakunnan␣
ep005:023	11	@	-	pää
ep005:023	13b	,	-	,␣
ep005:023	14	@	-	hän
ep005:023	-	(,)	-	,␣
ep005:023	(16) 17a	@	-	ruumiin␣
ep005:023	15	@	-	vapahtaja
ep005:023	17b	.	-	.␣
ep005:024	ep005:024	ep005:024	VERSE	Ef␣5:24␣
ep005:024	1	@	-	Mutta␣
ep005:024	2	@	-	niinkuin␣
ep005:024	(3) 4	@	-	seurakunta␣
ep005:024	5	@	-	on␣
ep005:024	(6) 7a	@	-	Kristukselle␣
ep005:024	5	@	-	alamainen
ep005:024	7b	,	-	,␣
ep005:024	8	@	-	niin␣
ep005:024	-	(@)	-	olkoot␣
ep005:024	(10) 11	@	-	vaimotkin␣
ep005:024	9	%clitic	kin	
ep005:024	(12) 13	@	-	miehillensä␣
ep005:024	15a	@	-	kaikessa␣
ep005:024	14	%case	LOC	
ep005:024	-	(@)	-	alamaiset
ep005:024	15b	.	-	.␣
ep005:025	ep005:025	ep005:025	VERSE	Ef␣5:25␣
ep005:025	(1) 2a	@	-	Miehet
ep005:025	2b	,	-	,␣
ep005:025	3	@	-	rakastakaa␣
ep005:025	(4) 5a	@	-	vaimojanne
ep005:025	5b	,	-	,␣
ep005:025	6	@	-	niinkuin␣
ep005:025	(8) 9	@	-	Kristuskin␣
ep005:025	7	%clitic	kin	
ep005:025	10	@	-	rakasti␣
ep005:025	(11) 12	@	-	seurakuntaa␣
ep005:025	13	@	-	ja␣
ep005:025	15	@	-	antoi␣
ep005:025	14	@	-	itsensä␣
ep005:025	15	@	-	alttiiksi␣
ep005:025	17a	@	-	sen␣
ep005:025	16	@	-	edestä
ep005:025	17b	,	-	,␣
ep005:026	ep005:026	ep005:026	VERSE	Ef␣5:26␣
ep005:026	1	@	-	että␣
ep005:026	3	(@)	-	hän␣
ep005:026	2	@	-	sen␣
ep005:026	3	@	-	pyhittäisi
ep005:026	-	(,)	-	,␣
ep005:026	4	@	-	puhdistaen␣
ep005:026	-	(@)	-	sen
ep005:026	-	(,)	-	,␣
ep005:026	(7) 8	@	-	vedellä␣
ep005:026	(5) 6	@	-	pesten
ep005:026	-	(,)	-	,␣
ep005:026	10a	@	-	sanan␣
ep005:026	9	@	-	kautta
ep005:026	10b	,	-	,␣
ep005:027	ep005:027	ep005:027	VERSE	Ef␣5:27␣
ep005:027	2	@	-	saadakseen␣
ep005:027	1	%case	TRA	
ep005:027	2	@	-	asetetuksi␣
ep005:027	(3)	-	UNTRANSLATED	
ep005:027	4	@	-	eteensä␣
ep005:027	5	@	-	kirkastettuna␣
ep005:027	(6) 7a	@	-	seurakunnan
ep005:027	7b	,	-	,␣
ep005:027	9	(@)	-	jossa␣
ep005:027	8	@	-	ei␣
ep005:027	9	@	-	olisi␣
ep005:027	10	@	-	tahraa␣
ep005:027	11	@	-	eikä␣
ep005:027	12	@	-	ryppyä␣
ep005:027	13	@	-	eikä␣
ep005:027	14	@	-	mitään␣
ep005:027	15	@	-	muuta␣
ep005:027	16a	@	-	sellaista
ep005:027	16b	,	-	,␣
ep005:027	17	@	-	vaan␣
ep005:027	-	(@)	-	joka␣
ep005:027	19	@	-	olisi␣
ep005:027	18	%case	?	
ep005:027	20	@	-	pyhä␣
ep005:027	21	@	-	ja␣
ep005:027	22a	@	-	nuhteeton
ep005:027	22b	.	-	.␣
ep005:028	ep005:028	ep005:028	VERSE	Ef␣5:28␣
ep005:028	1	@	-	Samalla␣
ep005:028	1	@	-	tavoin␣
ep005:028	2a	@	-	tulee␣
ep005:028	3a	@	-	myös␣
ep005:028	(4) 5	@	-	miesten␣
ep005:028	6	@	-	rakastaa␣
ep005:028	(7) 9	@	-	vaimojansa␣
ep005:028	8	%pers	3	
ep005:028	10	@	-	niinkuin␣
ep005:028	12	@	-	omia␣
ep005:028	(11) 13a	@	-	ruumiitaan
ep005:028	13b	;	-	;␣
ep005:028	14	@	-	joka␣
ep005:028	15	@	-	rakastaa␣
ep005:028	(16) 18	@	-	vaimoansa
ep005:028	17	%pers	3	
ep005:028	-	(,)	-	,␣
ep005:028	20a	(@)	-	hän␣
ep005:028	20a	@	-	rakastaa␣
ep005:028	19	@	-	itseänsä
ep005:028	20b	.	-	.␣
ep005:029	ep005:029	ep005:029	VERSE	Ef␣5:29␣
ep005:029	2	@	-	Sillä␣
ep005:029	1	@	-	eihän␣
ep005:029	1	@	-	kukaan␣
ep005:029	3	@	-	koskaan␣
ep005:029	7	(@)	-	ole␣
ep005:029	7	@	-	vihannut␣
ep005:029	5	@	-	omaa␣
ep005:029	(4) 6	@	-	lihaansa
ep005:029	-	(,)	-	,␣
ep005:029	8	@	-	vaan␣
ep005:029	9	(@)	-	hän␣
ep005:029	9	@	-	ravitsee␣
ep005:029	10	@	-	ja␣
ep005:029	11	@	-	vaalii␣
ep005:029	12a	@	-	sitä
ep005:029	12b	,	-	,␣
ep005:029	13	@	-	niinkuin␣
ep005:029	(15) 16	@	-	Kristuskin␣
ep005:029	14	%clitic	kin	
ep005:029	(17) 18a	@	-	seurakuntaa
ep005:029	18b	,	-	,␣
ep005:030	ep005:030	ep005:030	VERSE	Ef␣5:30␣
ep005:030	1	@	-	sillä␣
ep005:030	3	(@)	-	me␣
ep005:030	3	@	-	olemme␣
ep005:030	6a	@	-	hänen␣
ep005:030	(4) 5	@	-	ruumiinsa␣
ep005:030	2	@	-	jäseniä
ep005:030	6b	.	-	.␣
ep005:031	ep005:031	ep005:031	VERSE	Ef␣5:31␣
ep005:031	-	(@)	-	"
ep005:031	1 2	@	-	Sentähden␣
ep005:031	4a	@	-	mies␣
ep005:031	3	@	-	luopukoon␣
ep005:031	(5a) 6	@	-	isästänsä␣
ep005:031	7a	@	-	ja␣
ep005:031	(8a) 9	@	-	äidistänsä␣
ep005:031	10	@	-	ja␣
ep005:031	11	@	-	liittyköön␣
ep005:031	(13) 14	@	-	vaimoonsa
ep005:031	15a	%pers	3	
ep005:031	12	%case	LOC	
ep005:031	15b	,	-	,␣
ep005:031	16	@	-	ja␣
ep005:031	18	@	-	ne␣
ep005:031	19	@	-	kaksi␣
ep005:031	17	@	-	tulevat␣
ep005:031	22a	@	-	yhdeksi␣
ep005:031	21	@	-	lihaksi
ep005:031	20	%case	TRA	
ep005:031	22b	.	-	.
ep005:031	-	(@)	-	"␣
ep005:032	ep005:032	ep005:032	VERSE	Ef␣5:32␣
ep005:032	3	@	-	Tämä␣
ep005:032	(1) 2	@	-	salaisuus␣
ep005:032	5a	@	-	on␣
ep005:032	4	@	-	suuri
ep005:032	5b	;	-	;␣
ep005:032	6	@	-	minä␣
ep005:032	(7)	-	UNTRANSLATED	
ep005:032	8	@	-	tarkoitan␣
ep005:032	10	@	-	Kristusta␣
ep005:032	9	%case	PTV	
ep005:032	11	@	-	ja␣
ep005:032	(13) 14a	@	-	seurakuntaa
ep005:032	12	%case	PTV	
ep005:032	14b	.	-	.␣
ep005:033	ep005:033	ep005:033	VERSE	Ef␣5:33␣
ep005:033	1	@	-	Mutta␣
ep005:033	2	@	-	myös␣
ep005:033	3	@	-	teistä␣
ep005:033	7	@	-	kukin␣
ep005:033	(4) 6a	@	-	kohdaltaan␣
ep005:033	5	%case	LOC	
ep005:033	12	@	-	rakastakoon␣
ep005:033	10 (8)	@	-	vaimoaan␣
ep005:033	9	%pers	3	
ep005:033	11 13	@	-	niinkuin␣
ep005:033	14a	@	-	itseänsä
ep005:033	14b	;	-	;␣
ep005:033	16	@	-	mutta␣
ep005:033	(15) 17	@	-	vaimo␣
ep005:033	19	@	-	kunnioittakoon␣
ep005:033	18	%case	?	
ep005:033	(20) 21a	@	-	miestänsä
ep005:033	21b	.	-	.␣
ep006:001	ep006:001	ep006:001	VERSE	Ef␣6:1␣
ep006:001	(1) 2a	@	-	Lapset
ep006:001	2b	,	-	,␣
ep006:001	3	@	-	olkaa␣
ep006:001	(4) 5	@	-	vanhemmillenne␣
ep006:001	6a	%pers	?	
ep006:001	3	@	-	kuuliaiset␣
ep006:001	8a	@	-	Herrassa
ep006:001	7	%case	LOC	
ep006:001	8b 8c	,	-	,␣
ep006:001	10	@	-	sillä␣
ep006:001	9	@	-	se␣
ep006:001	11	@	-	on␣
ep006:001	12a	@	-	oikein
ep006:001	12b	.	-	.␣
ep006:002	ep006:002	ep006:002	VERSE	Ef␣6:2␣
ep006:002	-	(@)	-	"
ep006:002	1	@	-	Kunnioita␣
ep006:002	(2) 3	@	-	isääsi␣
ep006:002	4	%pers	?	
ep006:002	5	@	-	ja␣
ep006:002	(6) 7a	@	-	äitiäsi
ep006:002	-	(@)	-	"␣
ep006:002	7b	-	-	-␣
ep006:002	8	@	-	tämä␣
ep006:002	9	@	-	on␣
ep006:002	11	@	-	ensimmäinen␣
ep006:002	10	@	-	käsky
ep006:002	-	(,)	-	,␣
ep006:002	12	@	-	jota␣
ep006:002	12	@	-	seuraa␣
ep006:002	13a	@	-	lupaus␣
ep006:002	13b	-	-	-␣
ep006:003	ep006:003	ep006:003	VERSE	Ef␣6:3␣
ep006:003	-	(@)	-	"
ep006:003	1	@	-	että␣
ep006:003	2 4	@	-	menestyisit␣
ep006:003	3	%pers	2S	
ep006:003	5	@	-	ja␣
ep006:003	7	@	-	kauan␣
ep006:003	6	@	-	eläisit␣
ep006:003	10a (9)	@	-	maan␣
ep006:003	8	@	-	päällä
ep006:003	-	(@)	-	"
ep006:003	10b	.	-	.␣
ep006:004	ep006:004	ep006:004	VERSE	Ef␣6:4␣
ep006:004	1	@	-	Ja␣
ep006:004	2	@	-	te␣
ep006:004	3a	@	-	isät
ep006:004	3b	,	-	,␣
ep006:004	4	@	-	älkää␣
ep006:004	5	@	-	kiihoittako␣
ep006:004	(6) 7	@	-	lapsianne␣
ep006:004	8	%pers	?	
ep006:004	5	@	-	vihaan
ep006:004	-	(,)	-	,␣
ep006:004	9	@	-	vaan␣
ep006:004	10	@	-	kasvattakaa␣
ep006:004	11	@	-	heitä␣
ep006:004	16a	@	-	Herran␣
ep006:004	13	@	-	kurissa␣
ep006:004	12	%case	LOC	
ep006:004	14	@	-	ja␣
ep006:004	15	@	-	nuhteessa
ep006:004	16b	.	-	.␣
ep006:005	ep006:005	ep006:005	VERSE	Ef␣6:5␣
ep006:005	(1) 2a	@	-	Palvelijat
ep006:005	2b	,	-	,␣
ep006:005	3	@	-	olkaa␣
ep006:005	3	@	-	kuuliaiset␣
ep006:005	6	@	-	maallisille␣
ep006:005	5	%case	LOC	
ep006:005	(4) 7	@	-	isännillenne
ep006:005	-	(,)	-	,␣
ep006:005	9	@	-	pelossa␣
ep006:005	8	%case	LOC	
ep006:005	10	@	-	ja␣
ep006:005	11	@	-	vavistuksessa
ep006:005	-	(,)	-	,␣
ep006:005	(14) 15	@	-	sydämenne␣
ep006:005	16	%pers	?	
ep006:005	13	@	-	yksinkertaisuudessa
ep006:005	12	%case	LOC	
ep006:005	-	(,)	-	,␣
ep006:005	17	@	-	niinkuin␣
ep006:005	(18) 19a	@	-	Kristukselle
ep006:005	19b	,	-	,␣
ep006:006	ep006:006	ep006:006	VERSE	Ef␣6:6␣
ep006:006	1	@	-	ei␣
ep006:006	3	@	-	silmänpalvelijoina
ep006:006	2	%case	ESS	
ep006:006	-	(,)	-	,␣
ep006:006	5	@	-	ihmisille␣
ep006:006	5	@	-	mieliksi
ep006:006	4	%inflection	DER.ADV	
ep006:006	-	(,)	-	,␣
ep006:006	6	@	-	vaan␣
ep006:006	9	@	-	Kristuksen␣
ep006:006	8	@	-	palvelijoina
ep006:006	7	%inflection	DER.PL.ESS	
ep006:006	-	(,)	-	,␣
ep006:006	16a	@	-	sydämestänne␣
ep006:006	15	%case	LOC	
ep006:006	10	@	-	tehden
ep006:006	-	(,)	-	,␣
ep006:006	11	@	-	mitä␣
ep006:006	(13) 14	@	-	Jumala␣
ep006:006	12	@	-	tahtoo
ep006:006	16b	,	-	,␣
ep006:007	ep006:007	ep006:007	VERSE	Ef␣6:7␣
ep006:007	2	@	-	hyvällä␣
ep006:007	2	@	-	mielellä␣
ep006:007	1	%case	LOC	
ep006:007	3	@	-	palvellen
ep006:007	-	(,)	-	,␣
ep006:007	4	@	-	niinkuin␣
ep006:007	-	(@)	-	palvelisitte␣
ep006:007	(5) 6	@	-	Herraa␣
ep006:007	8	@	-	ettekä␣
ep006:007	7	%clitic	kA	
ep006:007	9a	@	-	ihmisiä
ep006:007	9b	,	-	,␣
ep006:008	ep006:008	ep006:008	VERSE	Ef␣6:8␣
ep006:008	1	@	-	tietäen
ep006:008	-	(,)	-	,␣
ep006:008	2	@	-	että␣
ep006:008	5	@	-	mitä␣
ep006:008	7a	@	-	hyvää␣
ep006:008	3	@	-	kukin␣
ep006:008	6	@	-	tekee
ep006:008	4	%modus	IND	
ep006:008	7b	,	-	,␣
ep006:008	8	@	-	sen␣
ep006:008	9	(@)	-	hän␣
ep006:008	9	@	-	saa␣
ep006:008	9	@	-	takaisin␣
ep006:008	11	@	-	Herralta
ep006:008	10	%case	LOC	
ep006:008	-	(,)	-	,␣
ep006:008	12	@	-	olkoonpa␣
ep006:008	13	@	-	orja␣
ep006:008	14	@	-	tai␣
ep006:008	15a	@	-	vapaa
ep006:008	15b	.	-	.␣
ep006:009	ep006:009	ep006:009	VERSE	Ef␣6:9␣
ep006:009	1	@	-	Ja␣
ep006:009	pro%2	@	-	te␣
ep006:009	3a	@	-	isännät
ep006:009	-	(,)	-	,␣
ep006:009	6	@	-	tehkää␣
ep006:009	(4) 5	@	-	samoin␣
ep006:009	8a	@	-	heille
ep006:009	7	%case	LOC	
ep006:009	8b	,	-	,␣
ep006:009	9	@	-	jättäkää␣
ep006:009	9	@	-	pois␣
ep006:009	(10) 11a	@	-	uhkaileminen
ep006:009	11b	,	-	,␣
ep006:009	-	(@)	-	sillä␣
ep006:009	12	@	-	tiedättehän
ep006:009	-	(,)	-	,␣
ep006:009	13	@	-	että␣
ep006:009	14	@	-	sekä␣
ep006:009	15	@	-	heidän␣
ep006:009	16	@	-	että␣
ep006:009	17	@	-	teidän␣
ep006:009	(18) 19	@	-	Herranne␣
ep006:009	20	@	-	on␣
ep006:009	22	@	-	taivaissa␣
ep006:009	21	%case	LOC	
ep006:009	23	@	-	ja␣
ep006:009	25	@	-	ettei␣
ep006:009	28a	@	-	hän␣
ep006:009	27	%case	NOM	
ep006:009	24	@	-	katso␣
ep006:009	24	@	-	henkilöön
ep006:009	26	%case	LOC	
ep006:009	28b	.	-	.␣
ep006:010	ep006:010	ep006:010	VERSE	Ef␣6:10␣
ep006:010	(1) 2a	@	-	Lopuksi
ep006:010	2b	,	-	,␣
ep006:010	3	@	-	vahvistukaa␣
ep006:010	5	@	-	Herrassa␣
ep006:010	4	%case	LOC	
ep006:010	6	@	-	ja␣
ep006:010	12a	@	-	hänen␣
ep006:010	(10) 11	@	-	väkevyytensä␣
ep006:010	(8) 9	@	-	voimassa
ep006:010	7	%case	LOC	
ep006:010	12b	.	-	.␣
ep006:011	ep006:011	ep006:011	VERSE	Ef␣6:11␣
ep006:011	1	@	-	Pukekaa␣
ep006:011	1	@	-	yllenne␣
ep006:011	(4) 5	@	-	Jumalan␣
ep006:011	(2) 3	@	-	koko␣
ep006:011	(2) 3	@	-	sota-asu
ep006:011	-	(,)	-	,␣
ep006:011	(7) 8	@	-	voidaksenne␣
ep006:011	9	%pers	?	
ep006:011	6	%case	TRA	
ep006:011	10	@	-	kestää␣
ep006:011	(14) 15a	@	-	perkeleen␣
ep006:011	(12) 13	@	-	kavalat␣
ep006:011	(12) 13	@	-	juonet
ep006:011	11	%case	NOM	
ep006:011	15b	.	-	.␣
ep006:012	ep006:012	ep006:012	VERSE	Ef␣6:12␣
ep006:012	1	@	-	Sillä␣
ep006:012	4	@	-	meillä␣
ep006:012	2	@	-	ei␣
ep006:012	3	@	-	ole␣
ep006:012	(5) 6	@	-	taistelu␣
ep006:012	8	@	-	verta␣
ep006:012	9	@	-	ja␣
ep006:012	10	@	-	lihaa␣
ep006:012	7	@	-	vastaan
ep006:012	-	(,)	-	,␣
ep006:012	11	@	-	vaan␣
ep006:012	(13) 14a	@	-	hallituksia␣
ep006:012	12	@	-	vastaan
ep006:012	14b	,	-	,␣
ep006:012	(16) 17a	@	-	valtoja␣
ep006:012	15	@	-	vastaan
ep006:012	17b	,	-	,␣
ep006:012	23a	@	-	tässä␣
ep006:012	(21) 22	@	-	pimeydessä␣
ep006:012	(19) 20	@	-	hallitsevia␣
ep006:012	(19) 20	@	-	maailmanvaltiaita␣
ep006:012	18	@	-	vastaan
ep006:012	23b	,	-	,␣
ep006:012	(27) 28	@	-	pahuuden␣
ep006:012	(25) 26	@	-	henkiolentoja␣
ep006:012	24	@	-	vastaan␣
ep006:012	(30) 31a	@	-	taivaan␣
ep006:012	(30) 31a	@	-	avaruuksissa
ep006:012	29	%case	LOC	
ep006:012	31b	.	-	.␣
ep006:013	ep006:013	ep006:013	VERSE	Ef␣6:13␣
ep006:013	1 2	@	-	Sentähden␣
ep006:013	3	@	-	ottakaa␣
ep006:013	3	@	-	päällenne␣
ep006:013	(6) 7a	@	-	Jumalan␣
ep006:013	(4) 5	@	-	koko␣
ep006:013	(4) 5	@	-	sota-asu
ep006:013	7b	,	-	,␣
ep006:013	9	@	-	voidaksenne␣
ep006:013	8	%case	TRA	
ep006:013	(14) 15	@	-	pahana␣
ep006:013	(12) 13	@	-	päivänä␣
ep006:013	11	%case	ESS	
ep006:013	10	@	-	tehdä␣
ep006:013	10	@	-	vastarintaa␣
ep006:013	16	@	-	ja␣
ep006:013	17	@	-	kaikki␣
ep006:013	18	@	-	suoritettuanne␣
ep006:013	19a	@	-	pysyä␣
ep006:013	19a	@	-	pystyssä
ep006:013	19b	.	-	.␣
ep006:014	ep006:014	ep006:014	VERSE	Ef␣6:14␣
ep006:014	1	@	-	Seisokaa␣
ep006:014	2	@	-	siis␣
ep006:014	(4) 5	@	-	kupeet␣
ep006:014	(6)	-	UNTRANSLATED	
ep006:014	8	@	-	totuuteen␣
ep006:014	7	%case	LOC	
ep006:014	3	@	-	vyötettyinä
ep006:014	-	(,)	-	,␣
ep006:014	9	@	-	ja␣
ep006:014	10	@	-	olkoon␣
ep006:014	10	@	-	pukunanne␣
ep006:014	(13) 14	@	-	vanhurskauden␣
