ex001:001	ex001:001	ex001:001	VERSE	2Ms␣1:1␣
ex030:017	ex030:017	ex030:017	VERSE	2Ms␣30:17␣
ex030:017	1a	@	-	Ja␣
ex030:017	2	@	-	Herra␣
ex030:017	1b	@	-	puhui␣
ex030:017	4	@	-	Moosekselle␣
ex030:017	3	%case	LOC	
ex030:017	5a 5b	@	-	sanoen
ex030:017	-	(:)	-	:␣
ex030:018	ex030:018	ex030:018	VERSE	2Ms␣30:18␣
ex030:018	-	(@)	-	"
ex030:018	1b	@	-	Tee␣
ex030:018	1a	@	-	myös␣
ex030:018	2 3	@	-	vaskiallas␣
ex030:018	4b 5	@	-	vaskijalustoineen␣
ex030:018	4a	%inflection	CMT.-3	
ex030:018	6b	@	-	peseytymistä␣
ex030:018	6a	@	-	varten␣
ex030:018	7a	@	-	ja␣
ex030:018	7b	@	-	aseta␣
ex030:018	8	@	-	se␣
ex030:018	10 11	@	-	ilmestysmajan␣
ex030:018	(9)	-	UNTRANSLATED	
ex030:018	12a	@	-	ja␣
ex030:018	(13a) 13b	@	-	alttarin␣
ex030:018	12b	@	-	välille␣
ex030:018	14a	@	-	ja␣
ex030:018	14b	@	-	kaada␣
ex030:018	15	@	-	siihen␣
ex030:018	16	@	-	vettä
ex030:018	-	(;)	-	;␣
ex030:019	ex030:019	ex030:019	VERSE	2Ms␣30:19␣
ex030:019	1a	@	-	ja␣
ex030:019	2	@	-	Aaron␣
ex030:019	3a	@	-	ja␣
ex030:019	pers%3b	@	-	hänen␣
ex030:019	3b	@	-	poikansa␣
ex030:019	1b	@	-	peskööt␣
ex030:019	4	@	-	siinä␣
ex030:019	6	@	-	kätensä␣
ex030:019	5	%case	NOM.GEN	
ex030:019	7a	@	-	ja␣
ex030:019	8	@	-	jalkansa
ex030:019	7b	%case	NOM.GEN	
ex030:019	-	(.)	-	.␣
ex030:020	ex030:020	ex030:020	VERSE	2Ms␣30:20␣
ex030:020	1a	@	-	Kun␣
ex030:020	pers%1b	@	-	he␣
ex030:020	1b	@	-	menevät␣
ex030:020	3 4	@	-	ilmestysmajaan
ex030:020	2	%case	LOC	
ex030:020	-	(,)	-	,␣
ex030:020	5	@	-	peseytykööt␣
ex030:020	6	@	-	vedessä
ex030:020	-	(,)	-	,␣
ex030:020	7a 7b	@	-	etteivät␣
ex030:020	8	@	-	kuolisi
ex030:020	-	(;)	-	;␣
ex030:020	9	@	-	samoin␣
ex030:020	-	(@)	-	myös
ex030:020	-	(,)	-	,␣
ex030:020	10a	@	-	kun␣
ex030:020	pers%10b	@	-	he␣
ex030:020	10b	@	-	lähestyvät␣
ex030:020	(12a) 12b	@	-	alttaria␣
ex030:020	11	%case	PTV	
ex030:020	13a	@	-	ja␣
ex030:020	mod%13b	@	-	käyvät␣
ex030:020	13b	@	-	toimittamaan␣
ex030:020	13b	@	-	virkaansa␣
ex030:020	14b	@	-	polttamalla␣
ex030:020	14a	%case	LOC	
ex030:020	15	@	-	uhrin␣
ex030:020	16b	@	-	Herralle
ex030:020	16a	%case	LOC	
ex030:020	-	(.)	-	.␣
ex030:021	ex030:021	ex030:021	VERSE	2Ms␣30:21␣
ex030:021	(1a)	-	UNTRANSLATED	
ex030:021	1b	(@)	-	He␣
ex030:021	1b	@	-	peskööt␣
ex030:021	2	@	-	kätensä␣
ex030:021	3a	@	-	ja␣
ex030:021	3b	@	-	jalkansa
ex030:021	-	(,)	-	,␣
ex030:021	4a 4b	@	-	etteivät␣
ex030:021	5	@	-	kuolisi
ex030:021	-	(.)	-	.␣
ex030:021	6a	@	-	Ja␣
ex030:021	6b	(@)	-	tämä␣
ex030:021	6b	@	-	olkoon␣
ex030:021	7	@	-	heille␣
ex030:021	9	@	-	ikuinen␣
ex030:021	8	@	-	säädös
ex030:021	-	(,)	-	,␣
ex030:021	10	@	-	hänelle␣
ex030:021	-	(@)	-	itselleen␣
ex030:021	11a	@	-	ja␣
ex030:021	pers%11c	@	-	hänen␣
ex030:021	11c	@	-	jälkeläisillensä
ex030:021	11b	%case	LOC	
ex030:021	-	(,)	-	,␣
ex030:021	12b	@	-	sukupolvesta␣
ex030:021	12b	@	-	sukupolveen
ex030:021	12a	%case	LOC	
ex030:021	-	(.)	-	.
ex030:021	-	(@)	-	"␣
ex030:022	ex030:022	ex030:022	VERSE	2Ms␣30:22␣
ex030:022	1a	@	-	Ja␣
ex030:022	2	@	-	Herra␣
ex030:022	1b	@	-	puhui␣
ex030:022	4	@	-	Moosekselle␣
ex030:022	3	%case	LOC	
ex030:022	5a 5b	@	-	sanoen
ex030:022	-	(:)	-	:␣
ex030:023	ex030:023	ex030:023	VERSE	2Ms␣30:23␣
ex030:023	(1a) (1b)	-	UNTRANSLATED	
ex030:023	-	(@)	-	"
ex030:023	2	@	-	Ota␣
ex030:023	3	@	-	itsellesi␣
ex030:023	4	@	-	hajuaineita␣
ex030:023	5	@	-	parasta␣
ex030:023	5	@	-	lajia
ex030:023	-	(:)	-	:␣
ex030:023	7	@	-	sulavaa␣
ex030:023	6	@	-	mirhaa␣
ex030:023	8 9	@	-	viisisataa␣
ex030:023	-	(@)	-	sekeliä
ex030:023	(10a)	-	UNTRANSLATED	
ex030:023	-	(,)	-	,␣
ex030:023	11	@	-	hyvänhajuista␣
ex030:023	10b	@	-	kanelia␣
ex030:023	12	@	-	puolet␣
ex030:023	pers%12	@	-	siitä␣
ex030:023	-	(@)	-	eli␣
ex030:023	13 (14a) 14b	@	-	kaksisataa␣
ex030:023	13 (14a) 14b	@	-	viisikymmentä␣
ex030:023	-	(@)	-	sekeliä␣
ex030:023	15a	@	-	ja␣
ex030:023	16	@	-	hyvänhajuista␣
ex030:023	15b	@	-	kalmoruokoa␣
ex030:023	-	(@)	-	samoin␣
ex030:023	17 (18a) 18b	@	-	kaksisataa␣
ex030:023	17 (18a) 18b	@	-	viisikymmentä␣
ex030:023	-	(@)	-	sekeliä
ex030:023	-	(,)	-	,␣
ex030:024	ex030:024	ex030:024	VERSE	2Ms␣30:24␣
ex030:024	1a	@	-	sitten␣
ex030:024	-	(@)	-	vielä␣
ex030:024	1b	@	-	kassiaa␣
ex030:024	2 3	@	-	viisisataa␣
ex030:024	-	(@)	-	sekeliä
ex030:024	-	(,)	-	,␣
ex030:024	4b (5a) 5b	@	-	pyhäkkösekelin␣
ex030:024	-	(@)	-	painon␣
ex030:024	4a	@	-	mukaan
ex030:024	-	(,)	-	,␣
ex030:024	6a	@	-	ja␣
ex030:024	8	@	-	hiin-mitta␣
ex030:024	7	@	-	öljypuun␣
ex030:024	6b	@	-	öljyä
ex030:024	-	(.)	-	.␣
ex030:025	ex030:025	ex030:025	VERSE	2Ms␣30:25␣
ex030:025	1a	@	-	Ja␣
ex030:025	1b	@	-	tee␣
ex030:025	2	@	-	siitä␣
ex030:025	5	@	-	pyhä␣
ex030:025	3 4	@	-	voiteluöljy
ex030:025	-	(,)	-	,␣
ex030:025	7	@	-	höystetty␣
ex030:025	6	@	-	voide
ex030:025	-	(,)	-	,␣
ex030:025	-	(@)	-	jollaista␣
ex030:025	9	@	-	voiteensekoittaja␣
ex030:025	8	@	-	valmistaa
ex030:025	-	(;)	-	;␣
ex030:025	13	(@)	-	se␣
ex030:025	13	@	-	olkoon␣
ex030:025	12	@	-	pyhä␣
ex030:025	10 11	@	-	voiteluöljy
ex030:025	-	(.)	-	.␣
ex030:026	ex030:026	ex030:026	VERSE	2Ms␣30:26␣
ex030:026	(1a)	-	UNTRANSLATED	
ex030:026	1b	@	-	Voitele␣
ex030:026	2	@	-	sillä␣
ex030:026	4 5	@	-	ilmestysmaja
ex030:026	3	%case	NOM	
ex030:026	(6a)	-	UNTRANSLATED	
ex030:026	-	(,)	-	,␣
ex030:026	(8a) 8b	@	-	lain␣
ex030:026	7	@	-	arkki␣
ex030:026	6b	%case	NOM	
ex030:027	ex030:027	ex030:027	VERSE	2Ms␣30:27␣
ex030:027	1a	@	-	ja␣
ex030:027	(2a) 2b	@	-	pöytä␣
ex030:027	1b	%case	NOM	
ex030:027	4	@	-	kaikkine␣
ex030:027	3a 3b	%case	CMT	
ex030:027	5	@	-	kaluineen
ex030:027	(6a)	-	UNTRANSLATED	
ex030:027	-	(,)	-	,␣
ex030:027	(7a) 7b	@	-	seitsenhaarainen␣
ex030:027	(7a) 7b	@	-	lamppu␣
ex030:027	6b	%case	NOM	
ex030:027	9	@	-	kaluineen
ex030:027	8a 8b	%case	CMT	
ex030:027	-	(,)	-	,␣
ex030:027	10a	@	-	niin␣
ex030:027	10a	@	-	myös␣
ex030:027	11 (12a) 12b	@	-	suitsutusalttari
ex030:027	10b	%case	NOM	
ex030:027	-	(,)	-	,␣
ex030:028	ex030:028	ex030:028	VERSE	2Ms␣30:28␣
ex030:028	(1a)	-	UNTRANSLATED	
ex030:028	2 (3a) 3b	@	-	polttouhrialttari␣
ex030:028	1b	%case	NOM	
ex030:028	5	@	-	kaikkine␣
ex030:028	4a 4b	%case	CMT	
ex030:028	6	@	-	kaluineen␣
ex030:028	7a	@	-	ynnä␣
ex030:028	(8a) 8b	@	-	allas␣
ex030:028	7b	%case	NOM	
ex030:028	10	@	-	jalustoineen
ex030:028	9a 9b	%case	CMT	
ex030:028	-	(.)	-	.␣
ex030:029	ex030:029	ex030:029	VERSE	2Ms␣30:29␣
ex030:029	1a	@	-	Ja␣
ex030:029	1b	@	-	pyhitä␣
ex030:029	2	@	-	ne
ex030:029	-	(,)	-	,␣
ex030:029	3a	@	-	niin␣
ex030:029	3a	@	-	että␣
ex030:029	3b	(@)	-	ne␣
ex030:029	3b	@	-	tulevat␣
ex030:029	4 5	@	-	korkeasti-pyhiksi
ex030:029	-	(.)	-	.␣
ex030:029	6	@	-	Jokainen
ex030:029	-	(,)	-	,␣
ex030:029	-	(@)	-	joka␣
ex030:029	8	@	-	niihin␣
ex030:029	(7a) 7b	@	-	koskee
ex030:029	-	(,)	-	,␣
ex030:029	9	@	-	tulee␣
ex030:029	9	@	-	pyhäksi
ex030:029	-	(.)	-	.␣
ex030:030	ex030:030	ex030:030	VERSE	2Ms␣30:30␣
ex030:030	5	@	-	Voitele␣
ex030:030	1a	@	-	myös␣
ex030:030	2	@	-	Aaron␣
ex030:030	1b	%case	NOM	
ex030:030	3a	@	-	ja␣
ex030:030	pers%4	@	-	hänen␣
ex030:030	4	@	-	poikansa␣
ex030:030	3b	%case	NOM.GEN	
ex030:030	6a	@	-	ja␣
ex030:030	6b	@	-	pyhitä␣
ex030:030	7	@	-	heidät␣
ex030:030	8b	@	-	pappeina␣
ex030:030	8b	@	-	palvelemaan␣
ex030:030	8a	%case	LOC	
ex030:030	9	@	-	minua
ex030:030	-	(.)	-	.␣
ex030:031	ex030:031	ex030:031	VERSE	2Ms␣30:31␣
ex030:031	4	@	-	Puhu␣
ex030:031	1a	@	-	myös␣
ex030:031	2 3	@	-	israelilaisille␣
ex030:031	1b	%case	LOC	
ex030:031	5a 5b	@	-	ja␣
ex030:031	5a 5b	@	-	sano
ex030:031	-	(:)	-	:␣
ex030:031	10	@	-	Tämä␣
ex030:031	9	@	-	olkoon␣
ex030:031	pers%12b	@	-	teillä␣
ex030:031	11	@	-	minun␣
ex030:031	8	@	-	pyhä␣
ex030:031	6 7	@	-	voiteluöljyni␣
ex030:031	12b	@	-	sukupolvesta␣
ex030:031	12b	@	-	sukupolveen
ex030:031	12a	%case	LOC	
ex030:031	-	(.)	-	.␣
ex030:032	ex030:032	ex030:032	VERSE	2Ms␣30:32␣
ex030:032	-	(@)	-	Kenenkään␣
ex030:032	-	(@)	-	muun␣
ex030:032	3	@	-	ihmisen␣
ex030:032	2	@	-	ruumiille␣
ex030:032	1	%case	LOC	
ex030:032	4	@	-	älköön␣
ex030:032	-	(@)	-	sitä␣
ex030:032	5	@	-	vuodatettako
ex030:032	-	(,)	-	,␣
ex030:032	7	@	-	älkääkä␣
ex030:032	6a	%clitic	kA	
ex030:032	pers%6c	@	-	sen␣
ex030:032	6c	@	-	sekoitusta␣
ex030:032	6b	%case	PTV	
ex030:032	8 9	@	-	jäljitelkö
ex030:032	-	(.)	-	.␣
ex030:032	10	@	-	Pyhä␣
ex030:032	11	@	-	se␣
ex030:032	-	(@)	-	on
ex030:032	-	(,)	-	,␣
ex030:032	-	(@)	-	ja␣
ex030:032	12	@	-	pyhänä␣
ex030:032	13	(@)	-	se␣
ex030:032	13	@	-	pitäkää
ex030:032	14	%inflection	ACT.IMP.2P	
ex030:032	-	(.)	-	.␣
ex030:033	ex030:033	ex030:033	VERSE	2Ms␣30:33␣
ex030:033	1	@	-	Jokainen
ex030:033	-	(,)	-	,␣
ex030:033	2	@	-	joka␣
ex030:033	3	@	-	valmistaa␣
ex030:033	4	@	-	sellaisen␣
ex030:033	3	@	-	voiteen
ex030:033	-	(,)	-	,␣
ex030:033	5a	@	-	ja␣
ex030:033	-	(@)	-	jokainen
ex030:033	-	(,)	-	,␣
ex030:033	5b	@	-	joka␣
ex030:033	6	@	-	sivelee␣
ex030:033	7	@	-	sitä␣
ex030:033	9	@	-	syrjäiseen
ex030:033	8	%case	LOC	
ex030:033	(10a)	-	UNTRANSLATED	
ex030:033	-	(,)	-	,␣
ex030:033	10b	@	-	hävitettäköön␣
ex030:033	11b	@	-	kansastansa
ex030:033	11a	%case	LOC	
ex030:033	-	(.)	-	.
ex030:033	-	(@)	-	"␣
ex030:034	ex030:034	ex030:034	VERSE	2Ms␣30:34␣
ex030:034	1a	@	-	Ja␣
ex030:034	2	@	-	Herra␣
ex030:034	1b	@	-	sanoi␣
ex030:034	4	@	-	Moosekselle␣
ex030:034	3	%case	LOC	
ex030:034	-	(@)	-	vielä
ex030:034	-	(:)	-	:␣
ex030:034	-	(@)	-	"
ex030:034	5	@	-	Ota␣
ex030:034	6	@	-	itsellesi␣
ex030:034	7	@	-	hyvänhajuisia␣
ex030:034	7	@	-	aineita
ex030:034	-	(,)	-	,␣
ex030:034	8	@	-	hajupihkaa
ex030:034	(9a)	-	UNTRANSLATED	
ex030:034	-	(,)	-	,␣
ex030:034	9b	@	-	simpukankuorta
ex030:034	(10a)	-	UNTRANSLATED	
ex030:034	-	(,)	-	,␣
ex030:034	10b	@	-	tuoksukumia
ex030:034	-	(,)	-	,␣
ex030:034	-	(@)	-	näitä␣
ex030:034	11	@	-	hyvänhajuisia␣
ex030:034	11	@	-	aineita
ex030:034	-	(,)	-	,␣
ex030:034	12a	@	-	ja␣
ex030:034	13	@	-	puhdasta␣
ex030:034	12b	@	-	suitsuketta
ex030:034	-	(,)	-	,␣
ex030:034	14 15b	@	-	yhtä␣
ex030:034	14 15b	@	-	paljon␣
ex030:034	15a	%case	?	
ex030:034	-	(@)	-	kutakin␣
ex030:034	-	(@)	-	lajia
ex030:034	(16)	-	UNTRANSLATED	
ex030:034	-	(,)	-	,␣
ex030:035	ex030:035	ex030:035	VERSE	2Ms␣30:35␣
ex030:035	1a	@	-	ja␣
ex030:035	1b	@	-	tee␣
ex030:035	2	@	-	niistä␣
ex030:035	3	@	-	suitsutus
ex030:035	-	(,)	-	,␣
ex030:035	4	@	-	höystesekoitus
ex030:035	-	(,)	-	,␣
ex030:035	-	(@)	-	jollaista␣
ex030:035	6	@	-	voiteensekoittaja␣
ex030:035	5	@	-	valmistaa
ex030:035	-	(,)	-	,␣
ex030:035	7	@	-	suolansekainen
ex030:035	-	(,)	-	,␣
ex030:035	8	@	-	puhdas␣
ex030:035	-	(@)	-	ja␣
ex030:035	9	@	-	pyhä
ex030:035	-	(.)	-	.␣
ex030:036	ex030:036	ex030:036	VERSE	2Ms␣30:36␣
ex030:036	1a	@	-	Ja␣
ex030:036	1b	@	-	hienonna␣
ex030:036	2	@	-	osa␣
ex030:036	2	@	-	siitä␣
ex030:036	3	@	-	jauhoksi␣
ex030:036	4a	@	-	ja␣
ex030:036	4b	@	-	pane␣
ex030:036	5	@	-	sitä␣
ex030:036	(7a) 7b	@	-	lain␣
ex030:036	sem%7b	@	-	arkin␣
ex030:036	6a 6b	@	-	eteen␣
ex030:036	8b 9	@	-	ilmestysmajaan
ex030:036	8a	%case	LOC	
ex030:036	-	(,)	-	,␣
ex030:036	10	@	-	jossa␣
ex030:036	13	%case	LOC	
ex030:036	11	(@)	-	minä␣
ex030:036	11	@	-	ilmestyn␣
ex030:036	12	@	-	sinulle
ex030:036	-	(.)	-	.␣
ex030:036	14 15	@	-	Korkeasti-pyhänä␣
ex030:036	16	(@)	-	se␣
ex030:036	16	@	-	pitäkää
ex030:036	17	%inflection	ACT.IMP.2P	
ex030:036	-	(.)	-	.␣
ex030:037	ex030:037	ex030:037	VERSE	2Ms␣30:37␣
ex030:037	(1a)	-	UNTRANSLATED	
ex030:037	5	@	-	Älkää␣
ex030:037	6	@	-	valmistako␣
ex030:037	7	@	-	itsellenne␣
ex030:037	-	(@)	-	mitään␣
ex030:037	-	(@)	-	muuta␣
ex030:037	(1b) 1c	@	-	suitsutusta␣
ex030:037	(2) (3)	-	UNTRANSLATED	
ex030:037	-	(@)	-	tämän␣
ex030:037	4b	@	-	sekoituksen␣
ex030:037	4a	@	-	mukaan
ex030:037	-	(.)	-	.␣
ex030:037	9	@	-	Pidä␣
ex030:037	10	%inflection	ACT.IMP.2S	
ex030:037	9	(@)	-	tämä␣
ex030:037	11b	@	-	Herralle␣
ex030:037	11a	%case	LOC	
ex030:037	8	@	-	pyhitettynä
ex030:037	-	(.)	-	.␣
ex030:038	ex030:038	ex030:038	VERSE	2Ms␣30:38␣
ex030:038	1	@	-	Jokainen
ex030:038	-	(,)	-	,␣
ex030:038	2	@	-	joka␣
ex030:038	4	@	-	sellaista␣
ex030:038	3	@	-	tekee␣
ex030:038	5b	@	-	nauttiaksensa␣
ex030:038	5a	%case	TRA	
ex030:038	6	@	-	sen␣
ex030:038	5b	@	-	tuoksusta
ex030:038	(7a)	-	UNTRANSLATED	
ex030:038	-	(,)	-	,␣
ex030:038	7b	@	-	hävitettäköön␣
ex030:038	8b	@	-	kansastansa
ex030:038	8a	%case	LOC	
ex030:038	-	(.)	-	.
ex030:038	-	(@)	-	"␣
ex031:001	ex031:001	ex031:001	VERSE	2Ms␣31:1␣
ex031:001	1a	@	-	Ja␣
ex031:001	2	@	-	Herra␣
ex031:001	1b	@	-	puhui␣
ex031:001	4	@	-	Moosekselle␣
ex031:001	3	%case	LOC	
ex031:001	5a 5b	@	-	sanoen
ex031:001	-	(:)	-	:␣
ex031:002	ex031:002	ex031:002	VERSE	2Ms␣31:2␣
ex031:002	-	(@)	-	"
ex031:002	1	@	-	Katso
ex031:002	-	(,)	-	,␣
ex031:002	2	(@)	-	minä␣
ex031:002	2	(@)	-	olen␣
ex031:002	3b	@	-	nimeltään␣
ex031:002	3a	%case	LOC	
ex031:002	2	@	-	kutsunut␣
ex031:002	4	@	-	Besalelin
ex031:002	-	(,)	-	,␣
ex031:002	6	@	-	Uurin␣
ex031:002	5	@	-	pojan
ex031:002	-	(,)	-	,␣
ex031:002	8	@	-	Huurin␣
ex031:002	7	@	-	pojanpojan
ex031:002	-	(,)	-	,␣
ex031:002	10	@	-	Juudan␣
ex031:002	9b	@	-	sukukunnasta
ex031:002	9a	%case	LOC	
ex031:002	-	(;)	-	;␣
ex031:003	ex031:003	ex031:003	VERSE	2Ms␣31:3␣
ex031:003	1a	@	-	ja␣
ex031:003	1b	(@)	-	minä␣
ex031:003	1b	(@)	-	olen␣
ex031:003	1b	@	-	täyttänyt␣
ex031:003	2	@	-	hänet␣
ex031:003	4	@	-	Jumalan␣
ex031:003	3	@	-	hengellä
ex031:003	-	(,)	-	,␣
ex031:003	5b	@	-	taidollisuudella
ex031:003	5a	%case	LOC	
ex031:003	(6a)	-	UNTRANSLATED	
ex031:003	-	(,)	-	,␣
ex031:003	6c	@	-	ymmärryksellä
ex031:003	6b	%case	LOC	
ex031:003	(7a)	-	UNTRANSLATED	
ex031:003	-	(,)	-	,␣
ex031:003	7c	@	-	tiedolla␣
ex031:003	7b	%case	LOC	
ex031:003	8a	@	-	ja␣
ex031:003	8c	@	-	kaikkinaisella␣
ex031:003	8b	%case	LOC	
ex031:003	9	@	-	kätevyydellä␣
ex031:004	ex031:004	ex031:004	VERSE	2Ms␣31:4␣
ex031:004	1b	@	-	sommittelemaan␣
ex031:004	1a	%case	LOC	
ex031:004	2	@	-	taidokkaita␣
ex031:004	2	@	-	teoksia␣
ex031:004	-	(@)	-	ja␣
ex031:004	3b	@	-	valmistamaan␣
ex031:004	3a	%case	LOC	
ex031:004	-	(@)	-	niitä␣
ex031:004	4b	@	-	kullasta
ex031:004	4a	%case	LOC	
ex031:004	(5a)	-	UNTRANSLATED	
ex031:004	-	(,)	-	,␣
ex031:004	5c	@	-	hopeasta␣
ex031:004	5b	%case	LOC	
ex031:004	6a	@	-	ja␣
ex031:004	6c	@	-	vaskesta
ex031:004	6b	%case	LOC	
ex031:004	-	(,)	-	,␣
ex031:005	ex031:005	ex031:005	VERSE	2Ms␣31:5␣
ex031:005	(1a)	-	UNTRANSLATED	
ex031:005	1c	@	-	hiomaan␣
ex031:005	1b	%case	LOC	
ex031:005	-	(@)	-	ja␣
ex031:005	3b	@	-	kiinnittämään␣
ex031:005	3a	%case	LOC	
ex031:005	2	@	-	kiviä␣
ex031:005	4a	@	-	ja␣
ex031:005	4c	@	-	veistämään␣
ex031:005	4b	%case	LOC	
ex031:005	5	@	-	puuta
ex031:005	-	(,)	-	,␣
ex031:005	6b	@	-	tekemään␣
ex031:005	6a	%case	LOC	
ex031:005	7b	@	-	kaikkinaisia␣
ex031:005	7a	%case	PTV	
ex031:005	8	@	-	töitä
ex031:005	-	(.)	-	.␣
ex031:006	ex031:006	ex031:006	VERSE	2Ms␣31:6␣
ex031:006	1a	@	-	Ja␣
ex031:006	2	@	-	katso
ex031:006	-	(,)	-	,␣
ex031:006	1b	@	-	minä␣
ex031:006	3	(@)	-	olen␣
ex031:006	3	@	-	antanut␣
ex031:006	pers%4	@	-	hänelle␣
ex031:006	4	@	-	apulaiseksi␣
ex031:006	6	@	-	Oholiabin
ex031:006	5	%case	GEN	
ex031:006	-	(,)	-	,␣
ex031:006	8	@	-	Ahisamakin␣
ex031:006	7	@	-	pojan
ex031:006	-	(,)	-	,␣
ex031:006	10	@	-	Daanin␣
ex031:006	9b	@	-	sukukunnasta
ex031:006	9a	%case	LOC	
ex031:006	-	(,)	-	,␣
ex031:006	11a	@	-	ja␣
ex031:006	15	(@)	-	olen␣
ex031:006	15	@	-	antanut␣
ex031:006	12	@	-	kaikkien␣
ex031:006	13 14	@	-	taidollisten␣
ex031:006	11c	@	-	sydämeen␣
ex031:006	11b	%case	LOC	
ex031:006	16	@	-	taidollisuuden␣
ex031:006	17b	@	-	tehdä␣
ex031:006	17a	%inflection	INF1.LAT	
ex031:006	19	@	-	kaikki
ex031:006	18	%case	NOM	
ex031:006	-	(,)	-	,␣
ex031:006	20	@	-	mitä␣
ex031:006	21	(@)	-	minä␣
ex031:006	21	(@)	-	olen␣
ex031:006	pers%21	@	-	sinun␣
ex031:006	21	@	-	käskenyt␣
ex031:006	-	(@)	-	teettää
ex031:006	-	(:)	-	:␣
ex031:007	ex031:007	ex031:007	VERSE	2Ms␣31:7␣
ex031:007	2 3	@	-	ilmestysmajan
ex031:007	1	%case	GEN	
ex031:007	(4a)	-	UNTRANSLATED	
ex031:007	-	(,)	-	,␣
ex031:007	6b	@	-	lain␣
ex031:007	6a	%case	GEN	
ex031:007	(5a) 5b	@	-	arkin
ex031:007	4b	%case	GEN	
ex031:007	(7a)	-	UNTRANSLATED	
ex031:007	-	(,)	-	,␣
ex031:007	(8a) 8b	@	-	armoistuimen␣
ex031:007	7b 9	%case	GEN	
ex031:007	pers%10	@	-	sen␣
ex031:007	10	@	-	päälle
ex031:007	(11a)	-	UNTRANSLATED	
ex031:007	-	(,)	-	,␣
ex031:007	12	@	-	kaiken␣
ex031:007	11b	%case	GEN	
ex031:007	(14a) 14b	@	-	majan␣
ex031:007	13	@	-	kaluston
ex031:007	-	(,)	-	,␣
ex031:008	ex031:008	ex031:008	VERSE	2Ms␣31:8␣
ex031:008	(1a)	-	UNTRANSLATED	
ex031:008	(2a) 2b	@	-	pöydän␣
ex031:008	1b	%case	GEN	
ex031:008	4	@	-	kaluinensa
ex031:008	3a 3b	%case	CMT	
ex031:008	(5a)	-	UNTRANSLATED	
ex031:008	-	(,)	-	,␣
ex031:008	(7a) 7b	@	-	aitokultaisen␣
ex031:008	(6a) 6b	@	-	seitsenhaaraisen␣
ex031:008	(6a) 6b	@	-	lampun␣
ex031:008	5b	%case	GEN	
ex031:008	9	@	-	kaikkine␣
ex031:008	8a 8b	%case	CMT	
ex031:008	10	@	-	kaluinensa
ex031:008	(11a)	-	UNTRANSLATED	
ex031:008	-	(,)	-	,␣
ex031:008	12 (13a) 13b	@	-	suitsutusalttarin
ex031:008	11b	%case	GEN	
ex031:008	-	(,)	-	,␣
ex031:009	ex031:009	ex031:009	VERSE	2Ms␣31:9␣
ex031:009	2 (3a) 3b	@	-	polttouhrialttarin␣
ex031:009	1b	%case	GEN	
ex031:009	5	@	-	kaikkine␣
ex031:009	4a 4b	%case	CMT	
ex031:009	6	@	-	kaluinensa
ex031:009	(7a)	-	UNTRANSLATED	
ex031:009	-	(,)	-	,␣
ex031:009	(8a) 8b	@	-	altaan␣
ex031:009	7b	%case	GEN	
ex031:009	(9a)	-	UNTRANSLATED	
ex031:009	10	@	-	jalustoineen
ex031:009	9b	%case	CMT	
ex031:009	-	(,)	-	,␣
ex031:010	ex031:010	ex031:010	VERSE	2Ms␣31:10␣
ex031:010	(1a)	-	UNTRANSLATED	
ex031:010	2 (3a) 3b	@	-	virkapuvut␣
ex031:010	1b	%case	NOM	
ex031:010	4a	@	-	ja␣
ex031:010	(8a) 8b	@	-	pappi␣
ex031:010	7b	@	-	Aaronin␣
ex031:010	7a	%case	GEN	
ex031:010	-	(@)	-	muut␣
ex031:010	(6a) 6b	@	-	pyhät␣
ex031:010	5	@	-	vaatteet␣
ex031:010	4b	%case	NOM	
ex031:010	9a	@	-	sekä␣
ex031:010	pers%11	@	-	hänen␣
ex031:010	11	@	-	poikiensa␣
ex031:010	10 12b	@	-	pappispuvut
ex031:010	12a 9b	%case	NOM	
ex031:010	-	(,)	-	,␣
ex031:011	ex031:011	ex031:011	VERSE	2Ms␣31:11␣
ex031:011	(1a)	-	UNTRANSLATED	
ex031:011	2 (3a) 3b	@	-	voiteluöljyn␣
ex031:011	1b	%case	GEN	
ex031:011	4a	@	-	ja␣
ex031:011	(6a) 6b	@	-	hyvänhajuisen␣
ex031:011	5	@	-	suitsukkeen␣
ex031:011	4b	%case	GEN	
ex031:011	7b	@	-	pyhäkköä␣
ex031:011	7a	@	-	varten
ex031:011	-	(.)	-	.␣
ex031:011	11	(@)	-	He␣
ex031:011	11	@	-	tehkööt␣
ex031:011	8b	@	-	kaiken␣
ex031:011	8a 9	@	-	niin
ex031:011	-	(,)	-	,␣
ex031:011	8a 9	@	-	kuin␣
ex031:011	10	(@)	-	minä␣
ex031:011	10	(@)	-	olen␣
ex031:011	pers%10	@	-	sinulle␣
ex031:011	10	@	-	käskyn␣
ex031:011	10	@	-	antanut
ex031:011	-	(.)	-	.
ex031:011	-	(@)	-	"␣
ex031:012	ex031:012	ex031:012	VERSE	2Ms␣31:12␣
ex031:012	1a	@	-	Ja␣
ex031:012	2	@	-	Herra␣
ex031:012	1b	@	-	puhui␣
ex031:012	4	@	-	Moosekselle␣
ex031:012	3	%case	LOC	
ex031:012	5a 5b	@	-	sanoen
ex031:012	-	(:)	-	:␣
ex031:013	ex031:013	ex031:013	VERSE	2Ms␣31:13␣
ex031:013	(1a) (1b)	-	UNTRANSLATED	
