mt001:001	mt001:001	mt001:001	VERSE	Mt␣1:1␣
mt026:035	21a	@	-	sanoivat␣
mt026:035	17	@	-	myös␣
mt026:035	18	@	-	kaikki␣
mt026:035	-	(@)	-	muut␣
mt026:035	(19) 20	@	-	opetuslapset
mt026:035	21b	.	-	.␣
mt026:036	mt026:036	mt026:036	VERSE	Mt␣26:36␣
mt026:036	1	@	-	Sitten␣
mt026:036	(5) 6	@	-	Jeesus␣
mt026:036	2	@	-	tuli␣
mt026:036	4	@	-	heidän␣
mt026:036	3	@	-	kanssaan␣
mt026:036	10	@	-	Getsemane␣
mt026:036	9	@	-	nimiselle␣
mt026:036	8	@	-	maatilalle
mt026:036	7	%case	LOC	
mt026:036	-	(;)	-	;␣
mt026:036	11	@	-	ja␣
mt026:036	12	(@)	-	hän␣
mt026:036	12	@	-	sanoi␣
mt026:036	(13) 14a	@	-	opetuslapsillensa
mt026:036	14b	:	-	:␣
mt026:036	14b	@	-	"
mt026:036	15	@	-	Istukaa␣
mt026:036	16	@	-	tässä
mt026:036	-	(,)	-	,␣
mt026:036	17 19a	@	-	sillä␣
mt026:036	17 19a	@	-	aikaa␣
mt026:036	17 19a	@	-	kuin␣
mt026:036	20	(@)	-	minä␣
mt026:036	20	@	-	menen␣
mt026:036	-	(@)	-	ja␣
mt026:036	22a	@	-	rukoilen␣
mt026:036	21	@	-	tuolla
mt026:036	22b	@	-	"
mt026:036	22b	.	-	.␣
mt026:037	mt026:037	mt026:037	VERSE	Mt␣26:37␣
mt026:037	1	@	-	Ja␣
mt026:037	2	(@)	-	hän␣
mt026:037	2	@	-	otti␣
mt026:037	2	@	-	mukaansa␣
mt026:037	(3) 4	@	-	Pietarin␣
mt026:037	5	@	-	ja␣
mt026:037	6	@	-	ne␣
mt026:037	7	@	-	kaksi␣
mt026:037	9	@	-	Sebedeuksen␣
mt026:037	8	@	-	poikaa
mt026:037	-	(;)	-	;␣
mt026:037	-	(@)	-	ja␣
mt026:037	10	(@)	-	hän␣
mt026:037	10	@	-	alkoi␣
mt026:037	11	@	-	murehtia␣
mt026:037	12	@	-	ja␣
mt026:037	13a	@	-	tulla␣
mt026:037	13a	@	-	tuskaan
mt026:037	13b	.	-	.␣
mt026:038	mt026:038	mt026:038	VERSE	Mt␣26:38␣
mt026:038	1	@	-	Silloin␣
mt026:038	2	(@)	-	hän␣
mt026:038	2	@	-	sanoi␣
mt026:038	3a	@	-	heille
mt026:038	3b	:	-	:␣
mt026:038	3b	@	-	"
mt026:038	8	@	-	Minun␣
mt026:038	(6) 7	@	-	sieluni␣
mt026:038	5	@	-	on␣
mt026:038	4	@	-	syvästi␣
mt026:038	4	@	-	murheellinen
mt026:038	-	(,)	-	,␣
mt026:038	10a	@	-	kuolemaan␣
mt026:038	9	@	-	asti
mt026:038	10b	;	-	;␣
mt026:038	11	@	-	olkaa␣
mt026:038	12	@	-	tässä␣
mt026:038	13	@	-	ja␣
mt026:038	14	@	-	valvokaa␣
mt026:038	16a	@	-	minun␣
mt026:038	15	@	-	kanssani
mt026:038	16b	@	-	"
mt026:038	16b	.	-	.␣
mt026:039	mt026:039	mt026:039	VERSE	Mt␣26:39␣
mt026:039	1	@	-	Ja␣
mt026:039	2	(@)	-	hän␣
mt026:039	2	@	-	meni␣
mt026:039	3	@	-	vähän␣
mt026:039	2	@	-	edemmäksi
mt026:039	-	(,)	-	,␣
mt026:039	4	@	-	lankesi␣
mt026:039	6	@	-	kasvoilleen␣
mt026:039	7	%pers	3	
mt026:039	5	%case	LOC	
mt026:039	-	(@)	-	ja␣
mt026:039	8	@	-	rukoili␣
mt026:039	(9)	-	UNTRANSLATED	
mt026:039	10a	@	-	sanoen
mt026:039	10b	:	-	:␣
mt026:039	10b	@	-	"
mt026:039	11	@	-	Isäni
mt026:039	12a	%pers	?	
mt026:039	12b	,	-	,␣
mt026:039	13	@	-	jos␣
mt026:039	14	@	-	mahdollista␣
mt026:039	15a	@	-	on
mt026:039	-	(,)	-	,␣
mt026:039	-	(@)	-	niin␣
mt026:039	16	@	-	menköön␣
mt026:039	18	@	-	minulta␣
mt026:039	17	%case	LOC	
mt026:039	16	@	-	pois␣
mt026:039	21a	@	-	tämä␣
mt026:039	(19) 20	@	-	malja
mt026:039	21b	;	-	;␣
mt026:039	23	@	-	ei␣
mt026:039	22	@	-	kuitenkaan␣
mt026:039	24	@	-	niinkuin␣
mt026:039	25	@	-	minä␣
mt026:039	26	@	-	tahdon
mt026:039	-	(,)	-	,␣
mt026:039	27	@	-	vaan␣
mt026:039	28	@	-	niinkuin␣
mt026:039	29a	@	-	sinä
mt026:039	29b	@	-	"
mt026:039	29b	.	-	.␣
mt026:040	mt026:040	mt026:040	VERSE	Mt␣26:40␣
mt026:040	1	@	-	Ja␣
mt026:040	2	(@)	-	hän␣
mt026:040	2	@	-	tuli␣
mt026:040	(4) 5	@	-	opetuslasten␣
mt026:040	3	@	-	tykö␣
mt026:040	6	@	-	ja␣
mt026:040	7	@	-	tapasi␣
mt026:040	8	@	-	heidät␣
mt026:040	9a	@	-	nukkumasta␣
mt026:040	10	@	-	ja␣
mt026:040	11	@	-	sanoi␣
mt026:040	(12) 13a	@	-	Pietarille
mt026:040	-	(:)	-	:␣
mt026:040	-	(@)	-	"
mt026:040	14	@	-	Niin␣
mt026:040	15	@	-	ette␣
mt026:040	14	@	-	siis␣
mt026:040	16	@	-	jaksaneet␣
mt026:040	17	@	-	yhtä␣
mt026:040	18	@	-	hetkeä␣
mt026:040	19	@	-	valvoa␣
mt026:040	21a	@	-	minun␣
mt026:040	20	@	-	kanssani
mt026:040	-	(!)	-	!␣
mt026:041	mt026:041	mt026:041	VERSE	Mt␣26:41␣
mt026:041	1	@	-	Valvokaa␣
mt026:041	2	@	-	ja␣
mt026:041	3a	@	-	rukoilkaa
mt026:041	3b	,	-	,␣
mt026:041	4 5	@	-	ettette␣
mt026:041	6	@	-	joutuisi␣
mt026:041	8a	@	-	kiusaukseen
mt026:041	7	%case	LOC	
mt026:041	-	(;)	-	;␣
mt026:041	11 (9)	@	-	henki␣
mt026:041	10	@	-	tosin␣
mt026:041	-	(@)	-	on␣
mt026:041	12	@	-	altis
mt026:041	-	(,)	-	,␣
mt026:041	14	@	-	mutta␣
mt026:041	(13) 15	@	-	liha␣
mt026:041	-	(@)	-	on␣
mt026:041	16a	@	-	heikko
mt026:041	16b	.	-	.
mt026:041	16b	@	-	"␣
mt026:042	mt026:042	mt026:042	VERSE	Mt␣26:42␣
mt026:042	1	@	-	Taas␣
mt026:042	4	(@)	-	hän␣
mt026:042	4	@	-	meni␣
mt026:042	4	@	-	pois␣
mt026:042	3	@	-	toisen␣
mt026:042	2	@	-	kerran␣
mt026:042	-	(@)	-	ja␣
mt026:042	5	@	-	rukoili␣
mt026:042	6a	@	-	sanoen
mt026:042	6b	:	-	:␣
mt026:042	6b	@	-	"
mt026:042	7	@	-	Isäni
mt026:042	8a	%pers	?	
mt026:042	8b	,	-	,␣
mt026:042	9	@	-	jos␣
mt026:042	12	@	-	tämä␣
mt026:042	-	(@)	-	malja␣
mt026:042	10	@	-	ei␣
mt026:042	11	@	-	voi␣
mt026:042	13	@	-	mennä␣
mt026:042	-	(@)	-	minun␣
mt026:042	13	@	-	ohitseni
mt026:042	-	(,)	-	,␣
mt026:042	17a	(@)	-	minun␣
mt026:042	16	@	-	sitä␣
mt026:042	17a	@	-	juomattani
mt026:042	15	%case	ABE	
mt026:042	-	(,)	-	,␣
mt026:042	-	(@)	-	niin␣
mt026:042	18	@	-	tapahtukoon␣
mt026:042	21a	@	-	sinun␣
mt026:042	(19) 20	@	-	tahtosi
mt026:042	21b	@	-	"
mt026:042	21b	.	-	.␣
mt026:043	mt026:043	mt026:043	VERSE	Mt␣26:43␣
mt026:043	1	@	-	Ja␣
mt026:043	2	@	-	tullessaan␣
mt026:043	4	(@)	-	hän␣
mt026:043	3	@	-	taas␣
mt026:043	4	@	-	tapasi␣
mt026:043	5	@	-	heidät␣
mt026:043	6a	@	-	nukkumasta
mt026:043	6b	,	-	,␣
mt026:043	8	@	-	sillä␣
mt026:043	9	@	-	heidän␣
mt026:043	(10) 11	@	-	silmänsä␣
mt026:043	7	@	-	olivat␣
mt026:043	12a	@	-	käyneet␣
mt026:043	12a	@	-	raukeiksi
mt026:043	12b	.	-	.␣
mt026:044	mt026:044	mt026:044	VERSE	Mt␣26:44␣
mt026:044	1	@	-	Ja␣
mt026:044	2	(@)	-	hän␣
mt026:044	2	@	-	jätti␣
mt026:044	3	@	-	heidät
mt026:044	-	(,)	-	,␣
mt026:044	5	@	-	meni␣
mt026:044	4	@	-	taas␣
mt026:044	-	(@)	-	ja␣
mt026:044	6	@	-	rukoili␣
mt026:044	8	@	-	kolmannen␣
mt026:044	7	@	-	kerran␣
mt026:044	-	(@)	-	ja␣
mt026:044	12	@	-	sanoi␣
mt026:044	10	@	-	samat␣
mt026:044	11 (9)	@	-	sanat␣
mt026:044	13a	@	-	uudestaan
mt026:044	13b	.	-	.␣
mt026:045	mt026:045	mt026:045	VERSE	Mt␣26:45␣
mt026:045	1	@	-	Sitten␣
mt026:045	2	(@)	-	hän␣
mt026:045	2	@	-	tuli␣
mt026:045	(4) 5	@	-	opetuslasten␣
mt026:045	3	@	-	tykö␣
mt026:045	6	@	-	ja␣
mt026:045	7	@	-	sanoi␣
mt026:045	8a	@	-	heille
mt026:045	-	(:)	-	:␣
mt026:045	-	(@)	-	"
mt026:045	9a	(@)	-	Te␣
mt026:045	9a	@	-	nukutte␣
mt026:045	(10a) 11	@	-	vielä␣
mt026:045	12	@	-	ja␣
mt026:045	13a	@	-	lepäätte
mt026:045	-	(!)	-	!␣
mt026:045	14	@	-	Katso
mt026:045	-	(,)	-	,␣
mt026:045	(16) 17	@	-	hetki␣
mt026:045	15	@	-	on␣
mt026:045	15	@	-	lähellä
mt026:045	-	(,)	-	,␣
mt026:045	18	@	-	ja␣
mt026:045	(21) 22	@	-	Ihmisen␣
mt026:045	(19) 20	@	-	Poika␣
mt026:045	23	@	-	annetaan␣
mt026:045	26a	@	-	syntisten␣
mt026:045	25	@	-	käsiin
mt026:045	24	%case	LOC	
mt026:045	26b	.	-	.␣
mt026:046	mt026:046	mt026:046	VERSE	Mt␣26:46␣
mt026:046	1	@	-	Nouskaa
mt026:046	-	(,)	-	,␣
mt026:046	2a	@	-	lähtekäämme
mt026:046	2b	;	-	;␣
mt026:046	3	@	-	katso
mt026:046	-	(,)	-	,␣
mt026:046	5	@	-	se␣
mt026:046	4	@	-	on␣
mt026:046	4	@	-	lähellä
mt026:046	-	(,)	-	,␣
mt026:046	5	@	-	joka␣
mt026:046	7a	@	-	minut␣
mt026:046	6	@	-	kavaltaa
mt026:046	7b	.	-	.
mt026:046	7b	@	-	"␣
mt026:047	mt026:047	mt026:047	VERSE	Mt␣26:47␣
mt026:047	1	@	-	Ja␣
mt026:047	5	@	-	katso
mt026:047	-	(,)	-	,␣
mt026:047	3	@	-	hänen␣
mt026:047	2	@	-	vielä␣
mt026:047	4	@	-	puhuessaan␣
mt026:047	10	@	-	tuli␣
mt026:047	6	@	-	Juudas
mt026:047	-	(,)	-	,␣
mt026:047	7	@	-	yksi␣
mt026:047	8	@	-	niistä␣
mt026:047	9	@	-	kahdestatoista
mt026:047	-	(,)	-	,␣
mt026:047	11	@	-	ja␣
mt026:047	13	@	-	hänen␣
mt026:047	12	@	-	kanssaan␣
mt026:047	15	@	-	lukuisa␣
mt026:047	14	@	-	joukko␣
mt026:047	(21) 22	@	-	ylipappien␣
mt026:047	23	@	-	ja␣
mt026:047	(25) 26a	@	-	kansan␣
mt026:047	24	@	-	vanhinten␣
mt026:047	20	@	-	luota␣
mt026:047	17	@	-	miekat␣
mt026:047	18	@	-	ja␣
mt026:047	19	@	-	seipäät␣
mt026:047	pro%16	@	-	käsissä
mt026:047	26b	.	-	.␣
mt026:048	mt026:048	mt026:048	VERSE	Mt␣26:48␣
mt026:048	2	@	-	Ja␣
mt026:048	1	@	-	se
mt026:048	-	(,)	-	,␣
mt026:048	1	@	-	joka␣
mt026:048	4	@	-	hänet␣
mt026:048	3	@	-	kavalsi
mt026:048	-	(,)	-	,␣
mt026:048	5	(@)	-	oli␣
mt026:048	5	@	-	antanut␣
mt026:048	6	@	-	heille␣
mt026:048	7	@	-	merkin␣
mt026:048	8a	@	-	sanoen
mt026:048	8b	:	-	:␣
mt026:048	8b	@	-	"
mt026:048	9	@	-	Se
mt026:048	-	(,)	-	,␣
mt026:048	9	@	-	jolle␣
mt026:048	11	(@)	-	minä␣
mt026:048	11	@	-	suuta␣
mt026:048	11	@	-	annan
mt026:048	-	(,)	-	,␣
mt026:048	12	@	-	hän␣
mt026:048	12	@	-	se␣
mt026:048	13a	@	-	on
mt026:048	13b	;	-	;␣
mt026:048	14	@	-	ottakaa␣
mt026:048	15a	@	-	hänet␣
mt026:048	14	@	-	kiinni
mt026:048	15b	@	-	"
mt026:048	15b	.	-	.␣
mt026:049	mt026:049	mt026:049	VERSE	Mt␣26:49␣
mt026:049	1	@	-	Ja␣
mt026:049	2	@	-	kohta␣
mt026:049	3	(@)	-	hän␣
mt026:049	3	@	-	meni␣
mt026:049	(4) 5	@	-	Jeesuksen␣
mt026:049	3	@	-	luo␣
mt026:049	-	(@)	-	ja␣
mt026:049	6a	@	-	sanoi
mt026:049	6b	:	-	:␣
mt026:049	6b	@	-	"
mt026:049	7a	@	-	Terve
mt026:049	7b	,	-	,␣
mt026:049	8a	@	-	rabbi
mt026:049	-	(!)	-	!
mt026:049	8b	@	-	"␣
mt026:049	9	@	-	ja␣
mt026:049	10	@	-	antoi␣
mt026:049	11a	@	-	hänelle␣
mt026:049	10	@	-	suuta
mt026:049	11b	.	-	.␣
mt026:050	mt026:050	mt026:050	VERSE	Mt␣26:50␣
mt026:050	2	@	-	Niin␣
mt026:050	(1) 3	@	-	Jeesus␣
mt026:050	4	@	-	sanoi␣
mt026:050	5a	@	-	hänelle
mt026:050	5b	:	-	:␣
mt026:050	5b	@	-	"
mt026:050	6a	@	-	Ystäväni
mt026:050	6b	,	-	,␣
mt026:050	8	@	-	mitä␣
mt026:050	7	@	-	varten␣
mt026:050	9a	(@)	-	sinä␣
mt026:050	9a	@	-	tänne␣
mt026:050	9a	@	-	tulit
mt026:050	-	(?)	-	?
mt026:050	9b	@	-	"␣
mt026:050	10	@	-	Silloin␣
mt026:050	11	(@)	-	he␣
mt026:050	11	@	-	tulivat␣
mt026:050	-	(@)	-	Jeesuksen␣
mt026:050	11	@	-	luo
mt026:050	-	(,)	-	,␣
mt026:050	12	@	-	kävivät␣
mt026:050	(16) pro%17	@	-	häneen␣
mt026:050	15	%case	LOC	
mt026:050	(13) 14	@	-	käsiksi␣
mt026:050	18	@	-	ja␣
mt026:050	19	@	-	ottivat␣
mt026:050	20a	@	-	hänet␣
mt026:050	19	@	-	kiinni
mt026:050	20b	.	-	.␣
mt026:051	mt026:051	mt026:051	VERSE	Mt␣26:51␣
mt026:051	1	@	-	Ja␣
mt026:051	2	@	-	katso
mt026:051	-	(,)	-	,␣
mt026:051	3	@	-	eräs␣
mt026:051	4	@	-	niistä
mt026:051	-	(,)	-	,␣
mt026:051	4	@	-	jotka␣
mt026:051	-	(@)	-	olivat␣
mt026:051	6	@	-	Jeesuksen␣
mt026:051	5	@	-	kanssa
mt026:051	-	(,)	-	,␣
mt026:051	7	@	-	ojensi␣
mt026:051	(8) 9	@	-	kätensä
mt026:051	-	(,)	-	,␣
mt026:051	10	@	-	veti␣
mt026:051	(11) 12	@	-	miekkansa␣
mt026:051	13	%pers	3	
mt026:051	14	@	-	ja␣
mt026:051	15	@	-	iski␣
mt026:051	(18) 19	@	-	ylimmäisen␣
mt026:051	(18) 19	@	-	papin␣
mt026:051	(16) 17	@	-	palvelijaa␣
mt026:051	-	(@)	-	ja␣
mt026:051	20	@	-	sivalsi␣
mt026:051	21	@	-	häneltä␣
mt026:051	20	@	-	pois␣
mt026:051	(22) 23a	@	-	korvan
mt026:051	23b	.	-	.␣
mt026:052	mt026:052	mt026:052	VERSE	Mt␣26:52␣
mt026:052	1	@	-	Silloin␣
mt026:052	(4) 5a	@	-	Jeesus␣
mt026:052	2	@	-	sanoi␣
mt026:052	3	@	-	hänelle
mt026:052	5b	:	-	:␣
mt026:052	5b	@	-	"
mt026:052	6	@	-	Pistä␣
mt026:052	(7) 8	@	-	miekkasi␣
mt026:052	9	%pers	?	
mt026:052	(11) 12	@	-	tuppeen
mt026:052	13a	%pers	?	
mt026:052	10	%case	LOC	
mt026:052	13b	;	-	;␣
mt026:052	15	@	-	sillä␣
mt026:052	14	@	-	kaikki
mt026:052	-	(,)	-	,␣
mt026:052	16	@	-	jotka␣
mt026:052	18	@	-	miekkaan␣
mt026:052	17	@	-	tarttuvat
mt026:052	-	(,)	-	,␣
mt026:052	21a	(@)	-	ne␣
mt026:052	20	@	-	miekkaan␣
mt026:052	19	%case	LOC	
mt026:052	21a	@	-	hukkuvat
mt026:052	21b	.	-	.␣
mt026:053	mt026:053	mt026:053	VERSE	Mt␣26:53␣
mt026:053	1	@	-	Vai␣
mt026:053	2	@	-	luuletko
mt026:053	-	(,)	-	,␣
mt026:053	3 4	@	-	etten␣
mt026:053	5	@	-	voisi␣
mt026:053	6	@	-	rukoilla␣
mt026:053	(7) 8	@	-	Isääni
mt026:053	9a	%pers	?	
mt026:053	9b	,	-	,␣
mt026:053	10	@	-	niin␣
mt026:053	10	@	-	että␣
mt026:053	11	(@)	-	hän␣
mt026:053	11	@	-	lähettäisi␣
mt026:053	13	@	-	heti␣
mt026:053	12	@	-	minulle␣
mt026:053	14	@	-	enemmän␣
mt026:053	14	@	-	kuin␣
mt026:053	15	@	-	kaksitoista␣
mt026:053	16	@	-	legionaa␣
mt026:053	17a	@	-	enkeleitä
mt026:053	-	(?)	-	?␣
mt026:054	mt026:054	mt026:054	VERSE	Mt␣26:54␣
mt026:054	-	(@)	-	Mutta␣
mt026:054	1	@	-	kuinka␣
mt026:054	2	@	-	silloin␣
mt026:054	3	@	-	kävisivät␣
mt026:054	3	@	-	toteen␣
mt026:054	(4) 5	@	-	kirjoitukset
mt026:054	-	(,)	-	,␣
mt026:054	-	(@)	-	jotka␣
mt026:054	-	(@)	-	sanovat
mt026:054	-	(,)	-	,␣
mt026:054	6	@	-	että␣
mt026:054	7	@	-	näin␣
mt026:054	8	@	-	pitää␣
mt026:054	9a	@	-	tapahtuman
mt026:054	-	(?)	-	?
mt026:054	9b	@	-	"␣
mt026:055	mt026:055	mt026:055	VERSE	Mt␣26:55␣
mt026:055	2	@	-	Sillä␣
mt026:055	(3) 4	@	-	hetkellä␣
mt026:055	1	%case	LOC	
mt026:055	(6) 7	@	-	Jeesus␣
mt026:055	5	@	-	sanoi␣
mt026:055	(8) 9a	@	-	joukolle
mt026:055	9b	:	-	:␣
mt026:055	9b	@	-	"
mt026:055	10	@	-	Niinkuin␣
mt026:055	12	@	-	ryöväriä␣
mt026:055	11	@	-	vastaan␣
mt026:055	13	(@)	-	te␣
mt026:055	13	(@)	-	olette␣
mt026:055	13	@	-	lähteneet␣
mt026:055	19a	@	-	minua␣
mt026:055	15	@	-	miekoilla␣
mt026:055	14	%case	LOC	
mt026:055	16	@	-	ja␣
mt026:055	17	@	-	seipäillä␣
mt026:055	18	@	-	vangitsemaan
mt026:055	19b	.	-	.␣
mt026:055	20	@	-	Joka␣
mt026:055	21	@	-	päivä␣
mt026:055	25	(@)	-	minä␣
mt026:055	25	(@)	-	olen␣
mt026:055	25	@	-	istunut␣
mt026:055	(23) 24	@	-	pyhäkössä␣
mt026:055	22	%case	LOC	
mt026:055	26	@	-	opettamassa
mt026:055	-	(,)	-	,␣
mt026:055	28	@	-	ettekä␣
mt026:055	27	%clitic	kA	
mt026:055	29	(@)	-	ole␣
mt026:055	29	@	-	ottaneet␣
mt026:055	30a	@	-	minua␣
mt026:055	29	@	-	kiinni
mt026:055	30b	.	-	.␣
mt026:056	mt026:056	mt026:056	VERSE	Mt␣26:56␣
mt026:056	2	@	-	Mutta␣
mt026:056	1	@	-	tämä␣
mt026:056	3	@	-	kaikki␣
mt026:056	4	(@)	-	on␣
mt026:056	4	@	-	tapahtunut
mt026:056	-	(,)	-	,␣
mt026:056	5	@	-	että␣
mt026:056	10a (9)	@	-	profeettain␣
mt026:056	(7) 8	@	-	kirjoitukset␣
mt026:056	6	@	-	kävisivät␣
mt026:056	6	@	-	toteen
mt026:056	10b	.	-	.
mt026:056	10b	@	-	"␣
mt026:056	11	@	-	Silloin␣
mt026:056	14	@	-	kaikki␣
mt026:056	(12) 13	@	-	opetuslapset␣
mt026:056	15	@	-	jättivät␣
mt026:056	16	@	-	hänet␣
mt026:056	-	(@)	-	ja␣
mt026:056	17a	@	-	pakenivat
mt026:056	17b	.	-	.␣
mt026:057	mt026:057	mt026:057	VERSE	Mt␣26:57␣
mt026:057	2	@	-	Mutta␣
mt026:057	(4) 5	@	-	Jeesuksen␣
mt026:057	(1) 3	@	-	kiinniottajat␣
mt026:057	6	@	-	veivät␣
mt026:057	-	(@)	-	hänet␣
mt026:057	10a (9)	@	-	ylimmäisen␣
mt026:057	10a (9)	@	-	papin
mt026:057	-	(,)	-	,␣
mt026:057	8	@	-	Kaifaan
mt026:057	-	(,)	-	,␣
mt026:057	7	@	-	eteen
mt026:057	10b	,	-	,␣
mt026:057	11	@	-	jonne␣
mt026:057	(12) 13	@	-	kirjanoppineet␣
mt026:057	14	@	-	ja␣
mt026:057	(15) 16	@	-	vanhimmat␣
mt026:057	17a	(@)	-	olivat␣
mt026:057	17a	@	-	kokoontuneet
mt026:057	17b	.	-	.␣
mt026:058	mt026:058	mt026:058	VERSE	Mt␣26:58␣
mt026:058	2	@	-	Ja␣
mt026:058	(1) 3	@	-	Pietari␣
mt026:058	4	@	-	seurasi␣
mt026:058	5	@	-	häntä␣
mt026:058	7	@	-	taampana␣
mt026:058	6	%case	ESS	
mt026:058	(11) 12	@	-	ylimmäisen␣
mt026:058	(11) 12	@	-	papin␣
mt026:058	10 (9)	@	-	esipihaan␣
mt026:058	8	@	-	asti
mt026:058	-	(;)	-	;␣
mt026:058	13	@	-	ja␣
mt026:058	14	(@)	-	hän␣
mt026:058	14	@	-	meni␣
mt026:058	15	@	-	sinne␣
mt026:058	-	(@)	-	ja␣
mt026:058	16	@	-	istui␣
mt026:058	(18) 19	@	-	palvelijain␣
mt026:058	17	@	-	joukkoon␣
mt026:058	20	@	-	nähdäksensä
mt026:058	-	(,)	-	,␣
mt026:058	(21) 22a	@	-	kuinka␣
mt026:058	(21) 22a	@	-	lopulta␣
mt026:058	(21) 22a	@	-	kävisi
mt026:058	22b	.	-	.␣
mt026:059	mt026:059	mt026:059	VERSE	Mt␣26:59␣
mt026:059	2	@	-	Mutta␣
mt026:059	(1) 3	@	-	ylipapit␣
mt026:059	4	@	-	ja␣
mt026:059	7	@	-	koko␣
mt026:059	(5) 6	@	-	neuvosto␣
mt026:059	8	@	-	etsivät␣
mt026:059	9	@	-	väärää␣
mt026:059	9	@	-	todistusta␣
mt026:059	(11) 12	@	-	Jeesusta␣
mt026:059	10	@	-	vastaan␣
mt026:059	15a	@	-	tappaaksensa␣
mt026:059	13	%case	TRA	
mt026:059	14	@	-	hänet
mt026:059	15b	,	-	,␣
mt026:060	mt026:060	mt026:060	VERSE	Mt␣26:60␣
mt026:060	1	@	-	mutta␣
mt026:060	2	@	-	eivät␣
mt026:060	3	@	-	löytäneet
mt026:060	-	(,)	-	,␣
mt026:060	5	(@)	-	vaikka␣
mt026:060	4	@	-	monta␣
mt026:060	6a	@	-	väärää␣
mt026:060	6a	@	-	todistajaa␣
mt026:060	5	(@)	-	oli␣
mt026:060	5	@	-	tullut␣
mt026:060	5	@	-	esille
mt026:060	6b	.	-	.␣
mt026:060	8	@	-	Mutta␣
mt026:060	7	@	-	vihdoin␣
mt026:060	9	@	-	tuli␣
mt026:060	10	@	-	kaksi
mt026:060	-	(,)	-	,␣
mt026:061	mt026:061	mt026:061	VERSE	Mt␣26:61␣
mt026:061	-	(@)	-	ja␣
mt026:061	1a	(@)	-	he␣
mt026:061	1a	@	-	sanoivat
mt026:061	1b	:	-	:␣
mt026:061	1b	@	-	"
mt026:061	2	@	-	Tämä␣
mt026:061	3a	(@)	-	on␣
mt026:061	3a	@	-	sanonut
mt026:061	-	(:)	-	:␣
mt026:061	-	(@)	-	'
mt026:061	4	(@)	-	Minä␣
mt026:061	4	@	-	voin␣
mt026:061	5	@	-	hajottaa␣
mt026:061	5	@	-	maahan␣
mt026:061	(8) 9	@	-	Jumalan␣
mt026:061	(6) 7	@	-	temppelin␣
mt026:061	10	@	-	ja␣
mt026:061	12	@	-	kolmessa␣
mt026:061	13	@	-	päivässä␣
mt026:061	11	%case	LOC	
mt026:061	-	(@)	-	sen␣
mt026:061	14a	@	-	rakentaa
mt026:061	14b	@	-	'
mt026:061	14b	.	-	.
mt026:061	14b	@	-	"␣
mt026:062	mt026:062	mt026:062	VERSE	Mt␣26:62␣
mt026:062	1	@	-	Silloin␣
mt026:062	(3) 4	@	-	ylimmäinen␣
mt026:062	(3) 4	@	-	pappi␣
mt026:062	2	@	-	nousi␣
mt026:062	-	(@)	-	ja␣
mt026:062	5	@	-	sanoi␣
mt026:062	6a	@	-	hänelle
mt026:062	6b	:	-	:␣
mt026:062	6b	@	-	"
mt026:062	7	@	-	Etkö␣
mt026:062	8	@	-	vastaa␣
mt026:062	7	@	-	mitään␣
mt026:062	9	@	-	siihen
mt026:062	-	(,)	-	,␣
mt026:062	9	@	-	mitä␣
mt026:062	10	@	-	nämä␣
mt026:062	12a	@	-	todistavat␣
mt026:062	11	@	-	sinua␣
mt026:062	12a	@	-	vastaan
mt026:062	-	(?)	-	?
mt026:062	12b	@	-	"␣
mt026:063	mt026:063	mt026:063	VERSE	Mt␣26:63␣
mt026:063	2	@	-	Mutta␣
mt026:063	(1) 3	@	-	Jeesus␣
mt026:063	4a	@	-	oli␣
mt026:063	4a	@	-	vaiti
mt026:063	4b	.	-	.␣
mt026:063	5	@	-	Niin␣
mt026:063	(6) 7	@	-	ylimmäinen␣
mt026:063	(6) 7	@	-	pappi␣
mt026:063	8	@	-	sanoi␣
mt026:063	9a	@	-	hänelle
mt026:063	-	(:)	-	:␣
mt026:063	-	(@)	-	"
mt026:063	10	(@)	-	Minä␣
mt026:063	10	@	-	vannotan␣
mt026:063	11	@	-	sinua␣
mt026:063	(15) 16	@	-	elävän␣
mt026:063	(13) 14	@	-	Jumalan␣
mt026:063	12	@	-	kautta
mt026:063	-	(,)	-	,␣
mt026:063	17	@	-	että␣
mt026:063	19	@	-	sanot␣
mt026:063	18	@	-	meille
mt026:063	-	(,)	-	,␣
mt026:063	22	@	-	oletko␣
mt026:063	20	%clitic	kO	
mt026:063	21	@	-	sinä␣
mt026:063	(23) 24	@	-	Kristus
mt026:063	-	(,)	-	,␣
mt026:063	(27) 28a	@	-	Jumalan␣
mt026:063	(25) 26	@	-	Poika
mt026:063	28b	@	-	"
mt026:063	28b	.	-	.␣
mt026:064	mt026:064	mt026:064	VERSE	Mt␣26:64␣
mt026:064	(3) 4a	@	-	Jeesus␣
mt026:064	1	@	-	sanoi␣
mt026:064	2	@	-	hänelle
mt026:064	4b	:	-	:␣
