1p001:001	1p001:001	1p001:001	VERSE	1Pt␣1:1␣
1p004:018	-	(@)	-	"
1p004:018	2	@	-	jos␣
1p004:018	(3) 4	@	-	vanhurskas␣
1p004:018	5	@	-	vaivoin␣
1p004:018	6a	@	-	pelastuu
1p004:018	-	(,)	-	,␣
1p004:018	-	(@)	-	niin␣
1p004:018	11	@	-	mihinkä␣
1p004:018	12a	@	-	joutuukaan␣
1p004:018	(7) 8	@	-	jumalaton␣
1p004:018	9	@	-	ja␣
1p004:018	10	@	-	syntinen
1p004:018	-	(?)	-	?
1p004:018	12b	@	-	"␣
1p004:019	1p004:019	1p004:019	VERSE	1Pt␣4:19␣
1p004:019	1	@	-	Sentähden
1p004:019	-	(,)	-	,␣
1p004:019	12	@	-	uskokoot␣
1p004:019	2	@	-	myös␣
1p004:019	3	@	-	ne
1p004:019	-	(,)	-	,␣
1p004:019	3	@	-	jotka␣
1p004:019	(8) 9	@	-	Jumalan␣
1p004:019	(6) 7	@	-	tahdon␣
1p004:019	5	@	-	mukaan␣
1p004:019	4	@	-	kärsivät
1p004:019	-	(,)	-	,␣
1p004:019	(13) 14	@	-	sielunsa␣
1p004:019	15	%pers	3	
1p004:019	10	@	-	uskolliselle␣
1p004:019	11	@	-	Luojalle
1p004:019	-	(,)	-	,␣
1p004:019	17a	@	-	tehden␣
1p004:019	-	(@)	-	sitä
1p004:019	-	(,)	-	,␣
1p004:019	-	(@)	-	mikä␣
1p004:019	17a	@	-	hyvää␣
1p004:019	16	%case	PTV	
1p004:019	-	(@)	-	on
1p004:019	17b	.	-	.␣
1p005:001	1p005:001	1p005:001	VERSE	1Pt␣5:1␣
1p005:001	1	@	-	Vanhimpia␣
1p005:001	4	@	-	teidän␣
1p005:001	3	@	-	joukossanne␣
1p005:001	-	(@)	-	minä␣
1p005:001	2	@	-	siis␣
1p005:001	5	@	-	kehoitan
1p005:001	-	(,)	-	,␣
1p005:001	6	@	-	minä
1p005:001	-	(,)	-	,␣
1p005:001	6	@	-	joka␣
1p005:001	7	@	-	myös␣
1p005:001	-	(@)	-	olen␣
1p005:001	7	@	-	vanhin␣
1p005:001	8	@	-	ja␣
1p005:001	(11) 12	@	-	Kristuksen␣
1p005:001	(10) 13a	@	-	kärsimysten␣
1p005:001	9	@	-	todistaja␣
1p005:001	15	@	-	ja␣
1p005:001	(14) 20a	@	-	osallinen␣
1p005:001	15	@	-	myös␣
1p005:001	16	@	-	siihen␣
1p005:001	19	@	-	kirkkauteen
1p005:001	-	(,)	-	,␣
1p005:001	18	(@)	-	joka␣
1p005:001	17	@	-	vastedes␣
1p005:001	18	(@)	-	on␣
1p005:001	18	@	-	ilmestyvä
1p005:001	20b	:	-	:␣
1p005:002	1p005:002	1p005:002	VERSE	1Pt␣5:2␣
1p005:002	1	@	-	kaitkaa␣
1p005:002	4	@	-	teille␣
1p005:002	3	%case	LOC	
1p005:002	-	(@)	-	uskottua␣
1p005:002	(6) 7a	@	-	Jumalan␣
1p005:002	(2) 5	@	-	laumaa
1p005:002	-	(,)	-	,␣
1p005:002	(8a)	-	UNTRANSLATED	
1p005:002	9	@	-	ei␣
1p005:002	10	@	-	pakosta
1p005:002	-	(,)	-	,␣
1p005:002	11	@	-	vaan␣
1p005:002	12	@	-	vapaaehtoisesti
1p005:002	-	(,)	-	,␣
1p005:002	14a	@	-	Jumalan␣
1p005:002	14a	(@)	-	tahdon␣
1p005:002	13	@	-	mukaan
1p005:002	14b	,	-	,␣
1p005:002	15	@	-	ei␣
1p005:002	16	@	-	häpeällisen␣
1p005:002	16	@	-	voiton␣
1p005:002	sem%16	@	-	tähden
1p005:002	-	(,)	-	,␣
1p005:002	17	@	-	vaan␣
1p005:002	18a	@	-	sydämen␣
1p005:002	18a	@	-	halusta
1p005:002	18b	,	-	,␣
1p005:003	1p005:003	1p005:003	VERSE	1Pt␣5:3␣
1p005:003	1	@	-	ei␣
1p005:003	3	@	-	herroina␣
1p005:003	3	@	-	halliten␣
1p005:003	2	%inflection	ACT.INF2.MAN	
1p005:003	4	@	-	niitä
1p005:003	-	(,)	-	,␣
1p005:003	4	@	-	jotka␣
1p005:003	5	(@)	-	ovat␣
1p005:003	5	(@)	-	teidän␣
1p005:003	5	@	-	osallenne␣
1p005:003	5	@	-	tulleet
1p005:003	-	(,)	-	,␣
1p005:003	6	@	-	vaan␣
1p005:003	8	@	-	ollen␣
1p005:003	10a (9)	@	-	laumalle␣
1p005:003	7	@	-	esikuvina
1p005:003	10b	,	-	,␣
1p005:004	1p005:004	1p005:004	VERSE	1Pt␣5:4␣
1p005:004	1	@	-	niin␣
1p005:004	5	(@)	-	te
1p005:004	-	(,)	-	,␣
1p005:004	(3) 4	@	-	ylipaimenen␣
1p005:004	2	@	-	ilmestyessä
1p005:004	-	(,)	-	,␣
1p005:004	5	@	-	saatte␣
1p005:004	(8) 9	@	-	kirkkauden␣
1p005:004	7	@	-	kuihtumattoman␣
1p005:004	10a (6)	@	-	seppeleen
1p005:004	10b	.	-	.␣
1p005:005	1p005:005	1p005:005	VERSE	1Pt␣5:5␣
1p005:005	1a	@	-	Samoin␣
1p005:005	-	(@)	-	te
1p005:005	1b	,	-	,␣
1p005:005	2a	@	-	nuoremmat
1p005:005	2b	,	-	,␣
1p005:005	3	@	-	olkaa␣
1p005:005	4a	@	-	vanhemmille␣
1p005:005	3	@	-	alamaiset␣
1p005:005	6	@	-	ja␣
1p005:005	10a	@	-	pukeutukaa␣
1p005:005	5	@	-	kaikki␣
1p005:005	7	@	-	keskinäiseen␣
1p005:005	(8) 9	@	-	nöyryyteen
1p005:005	10b	,	-	,␣
1p005:005	11a	@	-	sillä␣
1p005:005	-	(@)	-	"
1p005:005	(12a) 13	@	-	Jumala␣
1p005:005	15a	@	-	on␣
1p005:005	14	@	-	ylpeitä␣
1p005:005	15a	@	-	vastaan
1p005:005	15b	,	-	,␣
1p005:005	17	@	-	mutta␣
1p005:005	16	@	-	nöyrille␣
1p005:005	18	(@)	-	hän␣
1p005:005	18	@	-	antaa␣
1p005:005	19a	@	-	armon
1p005:005	19b	@	-	"
1p005:005	19b	.	-	.␣
1p005:006	1p005:006	1p005:006	VERSE	1Pt␣5:6␣
1p005:006	1	@	-	Nöyrtykää␣
1p005:006	2	@	-	siis␣
1p005:006	(7) 8a	@	-	Jumalan␣
1p005:006	5	@	-	väkevän␣
1p005:006	(4) 6	@	-	käden␣
1p005:006	3	@	-	alle
1p005:006	8b	,	-	,␣
1p005:006	9	@	-	että␣
1p005:006	11	(@)	-	hän␣
1p005:006	13a	@	-	ajallansa␣
1p005:006	12	%case	LOC	
1p005:006	10	@	-	teidät␣
1p005:006	11	@	-	korottaisi
1p005:006	13b	,	-	,␣
1p005:007	1p005:007	1p005:007	VERSE	1Pt␣5:7␣
1p005:007	-	(@)	-	ja␣
1p005:007	-	(@)	-	"
1p005:007	5	@	-	heittäkää␣
1p005:007	1	@	-	kaikki␣
1p005:007	(2) 3	@	-	murheenne␣
1p005:007	4	%pers	?	
1p005:007	7a	@	-	hänen␣
1p005:007	6	@	-	päällensä
1p005:007	7b	,	-	,␣
1p005:007	8	@	-	sillä␣
1p005:007	9	@	-	hän␣
1p005:007	10	@	-	pitää␣
1p005:007	12a	@	-	teistä␣
1p005:007	11	%case	LOC	
1p005:007	10	@	-	huolen
1p005:007	12b	@	-	"
1p005:007	12b	.	-	.␣
1p005:008	1p005:008	1p005:008	VERSE	1Pt␣5:8␣
1p005:008	1a	@	-	Olkaa␣
1p005:008	1a	@	-	raittiit
1p005:008	1b	,	-	,␣
1p005:008	2a	@	-	valvokaa
1p005:008	-	(.)	-	.␣
1p005:008	5	@	-	Teidän␣
1p005:008	(3) 4	@	-	vastustajanne
1p005:008	-	(,)	-	,␣
1p005:008	6	@	-	perkele
1p005:008	-	(,)	-	,␣
1p005:008	10	@	-	käy␣
1p005:008	10	@	-	ympäri␣
1p005:008	7	@	-	niinkuin␣
1p005:008	9	@	-	kiljuva␣
1p005:008	8	@	-	jalopeura
1p005:008	-	(,)	-	,␣
1p005:008	11a	@	-	etsien
1p005:008	11b	,	-	,␣
1p005:008	12a	@	-	kenen␣
1p005:008	13a	(@)	-	hän␣
1p005:008	tasp%13a	@	-	saisi␣
1p005:008	13a	@	-	niellä
1p005:008	13b	.	-	.␣
1p005:009	1p005:009	1p005:009	VERSE	1Pt␣5:9␣
1p005:009	2	@	-	Vastustakaa␣
1p005:009	1	@	-	häntä␣
1p005:009	3	@	-	lujina␣
1p005:009	(4) 5	@	-	uskossa
1p005:009	-	(,)	-	,␣
1p005:009	6	@	-	tietäen
1p005:009	-	(,)	-	,␣
1p005:009	-	(@)	-	että␣
1p005:009	(7) 8	@	-	samat␣
1p005:009	10 (9)	@	-	kärsimykset␣
1p005:009	17a	(@)	-	täytyy␣
1p005:009	15	@	-	teidän␣
1p005:009	(11) 16	@	-	veljiennekin␣
1p005:009	(13a) 14	@	-	maailmassa␣
1p005:009	12a	%case	LOC	
1p005:009	17a	@	-	kestää
1p005:009	17b	.	-	.␣
1p005:010	1p005:010	1p005:010	VERSE	1Pt␣5:10␣
1p005:010	2	@	-	Mutta␣
1p005:010	4	@	-	kaiken␣
1p005:010	5a	@	-	armon␣
1p005:010	(1) 3	@	-	Jumala
1p005:010	5b	,	-	,␣
1p005:010	6	@	-	joka␣
1p005:010	7	(@)	-	on␣
1p005:010	7	@	-	kutsunut␣
1p005:010	8	@	-	teidät␣
1p005:010	(10) 11	@	-	iankaikkiseen␣
1p005:010	9	%case	LOC	
1p005:010	13	@	-	kirkkauteensa␣
1p005:010	12	%pers	3	
1p005:010	15a	@	-	Kristuksessa
1p005:010	14	%case	LOC	
1p005:010	(16a)	-	UNTRANSLATED	
1p005:010	-	(,)	-	,␣
1p005:010	17	@	-	vähän␣
1p005:010	17	@	-	aikaa␣
1p005:010	18	@	-	kärsittyänne
1p005:010	-	(,)	-	,␣
1p005:010	19	@	-	hän␣
1p005:010	20a	(@)	-	on␣
1p005:010	-	(@)	-	teidät␣
1p005:010	20a	@	-	valmistava
1p005:010	-	(,)	-	,␣
1p005:010	-	(@)	-	teitä␣
1p005:010	21a	@	-	tukeva
1p005:010	21b	,	-	,␣
1p005:010	22a	@	-	vahvistava␣
1p005:010	-	(@)	-	ja␣
1p005:010	23a	@	-	lujittava
1p005:010	23b	.	-	.␣
1p005:011	1p005:011	1p005:011	VERSE	1Pt␣5:11␣
1p005:011	1	@	-	Hänen␣
1p005:011	-	(@)	-	olkoon␣
1p005:011	(2) 3	@	-	valta␣
1p005:011	(5) 6	@	-	aina␣
1p005:011	4	%case	?	
1p005:011	-	(@)	-	ja␣
1p005:011	(7) 8a	@	-	iankaikkisesti
1p005:011	8b	!	-	!␣
1p005:011	9a	@	-	Amen
1p005:011	9b	.	-	.␣
1p005:012	1p005:012	1p005:012	VERSE	1Pt␣5:12␣
1p005:012	2	@	-	Silvanuksen
1p005:012	-	(,)	-	,␣
1p005:012	5	@	-	uskollisen␣
1p005:012	(4) 6a	@	-	veljen
1p005:012	-	(,)	-	,␣
1p005:012	1	@	-	kautta␣
1p005:012	-	(-)	-	-␣
1p005:012	pro%7	@	-	jona␣
1p005:012	-	(@)	-	häntä␣
1p005:012	8a	@	-	pidän␣
1p005:012	-	(-)	-	-␣
1p005:012	11	(@)	-	olen␣
1p005:012	10	@	-	lyhyesti␣
1p005:012	9	%case	MAN	
1p005:012	3	@	-	teille␣
1p005:012	-	(@)	-	tämän␣
1p005:012	11	@	-	kirjoittanut
1p005:012	-	(,)	-	,␣
1p005:012	12	@	-	kehoittaen␣
1p005:012	-	(@)	-	teitä␣
1p005:012	13	@	-	ja␣
1p005:012	14	@	-	vakuuttaen
1p005:012	-	(,)	-	,␣
1p005:012	-	(@)	-	että␣
1p005:012	15	@	-	se␣
1p005:012	18	@	-	armo
1p005:012	-	(,)	-	,␣
1p005:012	22	@	-	jossa␣
1p005:012	21	%case	LOC	
1p005:012	23a	(@)	-	te␣
1p005:012	23a	@	-	olette
1p005:012	-	(,)	-	,␣
1p005:012	16	@	-	on␣
1p005:012	(19) 20	@	-	Jumalan␣
1p005:012	17	@	-	totinen␣
1p005:012	-	(@)	-	armo
1p005:012	23b	.	-	.␣
1p005:013	1p005:013	1p005:013	VERSE	1Pt␣5:13␣
1p005:013	1	@	-	Tervehdyksen␣
1p005:013	1	@	-	lähettää␣
1p005:013	2	@	-	teille␣
1p005:013	5	@	-	Babylonissa␣
1p005:013	4	%case	LOC	
1p005:013	-	(@)	-	oleva␣
1p005:013	pro%3	@	-	seurakunta
1p005:013	-	(,)	-	,␣
1p005:013	6	@	-	valittu␣
1p005:013	-	(@)	-	niinkuin␣
1p005:013	-	(@)	-	tekin
1p005:013	-	(,)	-	,␣
1p005:013	7	@	-	ja␣
1p005:013	11a	@	-	minun␣
1p005:013	10 (9)	@	-	poikani␣
1p005:013	8	@	-	Markus
1p005:013	11b	.	-	.␣
1p005:014	1p005:014	1p005:014	VERSE	1Pt␣5:14␣
1p005:014	1	@	-	Tervehtikää␣
1p005:014	2	@	-	toisianne␣
1p005:014	5a	@	-	rakkauden␣
1p005:014	4	@	-	suunannolla
1p005:014	3	%case	LOC	
1p005:014	5b	.	-	.␣
1p005:014	6	@	-	Rauha␣
1p005:014	7	@	-	teille␣
1p005:014	8	@	-	kaikille
1p005:014	-	(,)	-	,␣
1p005:014	9	@	-	jotka␣
1p005:014	11a	@	-	Kristuksessa␣
1p005:014	10	%case	LOC	
1p005:014	-	(@)	-	olette
1p005:014	-	(!)	-	!␣
