jm001:001	jm001:001	jm001:001	VERSE	Jaak␣1:1␣
jm005:011	19	@	-	ja␣
jm005:011	20a	@	-	armahtavainen
jm005:011	20b	.	-	.␣
jm005:012	jm005:012	jm005:012	VERSE	Jaak␣5:12␣
jm005:012	3a	@	-	Mutta␣
jm005:012	1	@	-	ennen␣
jm005:012	2	@	-	kaikkea
jm005:012	3b	,	-	,␣
jm005:012	4	@	-	veljeni
jm005:012	5a	%pers	?	
jm005:012	5b	,	-	,␣
jm005:012	6	@	-	älkää␣
jm005:012	7	@	-	vannoko
jm005:012	-	(,)	-	,␣
jm005:012	8	@	-	älkää␣
jm005:012	10 (9)	@	-	taivaan␣
jm005:012	case%10	@	-	kautta␣
jm005:012	11	@	-	älkääkä␣
jm005:012	(12) 13	@	-	maan
jm005:012	-	(,)	-	,␣
jm005:012	14	@	-	älkää␣
jm005:012	16	@	-	mitään␣
jm005:012	15	@	-	muutakaan␣
jm005:012	17a	@	-	valaa
jm005:012	17b	;	-	;␣
jm005:012	19	@	-	vaan␣
jm005:012	-	(@)	-	"
jm005:012	(21) 22	@	-	on
jm005:012	-	(@)	-	"␣
jm005:012	18	@	-	olkoon␣
jm005:012	20	@	-	teillä␣
jm005:012	-	(@)	-	"
jm005:012	23	@	-	on
jm005:012	-	(@)	-	"
jm005:012	-	(,)	-	,␣
jm005:012	24	@	-	ja␣
jm005:012	-	(@)	-	"
jm005:012	(25) 26	@	-	ei
jm005:012	-	(@)	-	"␣
jm005:012	-	(@)	-	olkoon␣
jm005:012	-	(@)	-	teillä␣
jm005:012	-	(@)	-	"
jm005:012	27a	@	-	ei
jm005:012	27b	@	-	"
jm005:012	27b	,	-	,␣
jm005:012	28 29	@	-	ettette␣
jm005:012	32a	@	-	joutuisi␣
jm005:012	31	@	-	tuomion␣
jm005:012	30	@	-	alle
jm005:012	32b	.	-	.␣
jm005:013	jm005:013	jm005:013	VERSE	Jaak␣5:13␣
jm005:013	-	(@)	-	Jos␣
jm005:013	2	@	-	joku␣
jm005:013	4a	@	-	teistä␣
jm005:013	3	%case	LOC	
jm005:013	1	@	-	kärsii␣
jm005:013	1	@	-	vaivaa
jm005:013	-	(,)	-	,␣
jm005:013	-	(@)	-	niin␣
jm005:013	5a	@	-	rukoilkoon
jm005:013	-	(;)	-	;␣
jm005:013	-	(@)	-	jos␣
jm005:013	7a	@	-	joku␣
jm005:013	6	@	-	on␣
jm005:013	6	@	-	hyvillä␣
jm005:013	6	@	-	mielin
jm005:013	7b	,	-	,␣
jm005:013	8a	@	-	veisatkoon␣
jm005:013	8a	@	-	kiitosta
jm005:013	8b	.	-	.␣
jm005:014	jm005:014	jm005:014	VERSE	Jaak␣5:14␣
jm005:014	-	(@)	-	Jos␣
jm005:014	2	@	-	joku␣
jm005:014	4a	@	-	teistä␣
jm005:014	3	%case	LOC	
jm005:014	1	@	-	sairastaa
jm005:014	4b	,	-	,␣
jm005:014	5	@	-	kutsukoon␣
jm005:014	5	@	-	tykönsä␣
jm005:014	(8) 9	@	-	seurakunnan␣
jm005:014	(6) 7	@	-	vanhimmat
jm005:014	-	(,)	-	,␣
jm005:014	10	@	-	ja␣
jm005:014	11	(@)	-	he␣
jm005:014	11	@	-	rukoilkoot␣
jm005:014	13	@	-	hänen␣
jm005:014	12	@	-	edestään
jm005:014	-	(,)	-	,␣
jm005:014	14a	@	-	voidellen␣
jm005:014	15a	@	-	häntä␣
jm005:014	16	@	-	öljyllä␣
jm005:014	(20) 21a	@	-	Herran␣
jm005:014	(18) 19	@	-	nimessä
jm005:014	17	%case	LOC	
jm005:014	21b	.	-	.␣
jm005:015	jm005:015	jm005:015	VERSE	Jaak␣5:15␣
jm005:015	1	@	-	Ja␣
jm005:015	(4) 5	@	-	uskon␣
jm005:015	(2) 3	@	-	rukous␣
jm005:015	6	@	-	pelastaa␣
jm005:015	(7) 8	@	-	sairaan
jm005:015	-	(,)	-	,␣
jm005:015	9	@	-	ja␣
jm005:015	(12) 13a	@	-	Herra␣
jm005:015	tasp%10	@	-	antaa␣
jm005:015	11	@	-	hänen␣
jm005:015	10	@	-	nousta␣
jm005:015	-	(@)	-	jälleen
jm005:015	13b	;	-	;␣
jm005:015	15	@	-	ja␣
jm005:015	15	@	-	jos␣
jm005:015	17	(@)	-	hän␣
jm005:015	17	@	-	on␣
jm005:015	16	@	-	syntejä␣
jm005:015	18a	@	-	tehnyt
jm005:015	-	(,)	-	,␣
jm005:015	-	(@)	-	niin␣
jm005:015	19	(@)	-	ne␣
jm005:015	19	@	-	annetaan␣
jm005:015	20a	@	-	hänelle␣
jm005:015	19	@	-	anteeksi
jm005:015	20b	.	-	.␣
jm005:016	jm005:016	jm005:016	VERSE	Jaak␣5:16␣
jm005:016	1	@	-	Tunnustakaa␣
jm005:016	2	@	-	siis␣
jm005:016	3	@	-	toisillenne␣
jm005:016	(4) 5	@	-	syntinne␣
jm005:016	6	@	-	ja␣
jm005:016	7	@	-	rukoilkaa␣
jm005:016	9	@	-	toistenne␣
jm005:016	8	@	-	puolesta
jm005:016	-	(,)	-	,␣
jm005:016	10	@	-	että␣
jm005:016	11a	(@)	-	te␣
jm005:016	11a	@	-	parantuisitte
jm005:016	11b	;	-	;␣
jm005:016	15	@	-	vanhurskaan␣
jm005:016	14	@	-	rukous␣
jm005:016	13	@	-	voi␣
jm005:016	12	@	-	paljon
jm005:016	-	(,)	-	,␣
jm005:016	16a	(@)	-	kun␣
jm005:016	16a	(@)	-	se␣
jm005:016	16a	@	-	on␣
jm005:016	16a	@	-	harras
jm005:016	16b	.	-	.␣
jm005:017	jm005:017	jm005:017	VERSE	Jaak␣5:17␣
jm005:017	1	@	-	Elias␣
jm005:017	3	@	-	oli␣
jm005:017	2	@	-	ihminen
jm005:017	-	(,)	-	,␣
jm005:017	4	@	-	yhtä␣
jm005:017	4	@	-	vajavainen␣
jm005:017	4	@	-	kuin␣
jm005:017	5a	@	-	mekin
jm005:017	5b	,	-	,␣
jm005:017	6	@	-	ja␣
jm005:017	8	(@)	-	hän␣
jm005:017	8	@	-	rukoili␣
jm005:017	7	@	-	rukoilemalla
jm005:017	-	(,)	-	,␣
jm005:017	10	@	-	ettei␣
jm005:017	11a (9)	@	-	sataisi
jm005:017	11b	;	-	;␣
jm005:017	13	@	-	eikä␣
jm005:017	12	%clitic	kA	
jm005:017	14	@	-	satanut␣
jm005:017	(16) 17	@	-	maan␣
jm005:017	15	@	-	päällä␣
jm005:017	19	@	-	kolmeen␣
jm005:017	18	@	-	vuoteen␣
jm005:017	20	@	-	ja␣
jm005:017	22a	@	-	kuuteen␣
jm005:017	21	@	-	kuukauteen
jm005:017	22b	.	-	.␣
jm005:018	jm005:018	jm005:018	VERSE	Jaak␣5:18␣
jm005:018	1	@	-	Ja␣
jm005:018	3a	(@)	-	hän␣
jm005:018	3a	@	-	rukoili␣
jm005:018	2	@	-	uudestaan
jm005:018	3b	,	-	,␣
jm005:018	4	@	-	ja␣
jm005:018	(5) 6	@	-	taivas␣
jm005:018	8	@	-	antoi␣
jm005:018	7	@	-	sateen
jm005:018	-	(,)	-	,␣
jm005:018	9	@	-	ja␣
jm005:018	(10) 11	@	-	maa␣
jm005:018	12	@	-	kasvoi␣
jm005:018	(13) 14	@	-	hedelmänsä
jm005:018	15a	%pers	3	
jm005:018	15b	.	-	.␣
jm005:019	jm005:019	jm005:019	VERSE	Jaak␣5:19␣
jm005:019	1	@	-	Veljeni
jm005:019	2a	%pers	?	
jm005:019	2b	,	-	,␣
jm005:019	3	@	-	jos␣
jm005:019	4	@	-	joku␣
jm005:019	6	@	-	teistä␣
jm005:019	5	%case	LOC	
jm005:019	7	@	-	eksyy␣
jm005:019	10 (9)	@	-	totuudesta␣
jm005:019	8	%case	LOC	
jm005:019	11	@	-	ja␣
jm005:019	14a	@	-	hänet␣
jm005:019	13	@	-	joku␣
jm005:019	12	@	-	palauttaa
jm005:019	14b	,	-	,␣
jm005:020	jm005:020	jm005:020	VERSE	Jaak␣5:20␣
jm005:020	-	(@)	-	niin␣
jm005:020	1	@	-	tietäkää
jm005:020	-	(,)	-	,␣
jm005:020	2	@	-	että␣
jm005:020	3	@	-	joka␣
jm005:020	4	@	-	palauttaa␣
jm005:020	5	@	-	syntisen␣
jm005:020	9	@	-	hänen␣
jm005:020	7	@	-	eksymyksensä␣
jm005:020	8	@	-	tieltä
jm005:020	6	%case	LOC	
jm005:020	-	(,)	-	,␣
jm005:020	10	(@)	-	se␣
jm005:020	10	@	-	pelastaa␣
jm005:020	12	@	-	hänen␣
jm005:020	11	@	-	sielunsa␣
jm005:020	14	@	-	kuolemasta␣
jm005:020	13	%case	LOC	
jm005:020	15	@	-	ja␣
jm005:020	16	@	-	peittää␣
jm005:020	18a	@	-	syntien␣
jm005:020	17	@	-	paljouden
jm005:020	18b	.	-	.␣
