lm001:001	lm001:001	lm001:001	VERSE	Val␣1:1␣
lm003:048	pers%4	@	-	minun␣
lm003:048	4	@	-	silmistäni␣
lm003:048	7	@	-	tyttären
lm003:048	-	(,)	-	,␣
lm003:048	pers%8	@	-	minun␣
lm003:048	8	@	-	kansani
lm003:048	-	(,)	-	,␣
lm003:048	6	@	-	sortumisen␣
lm003:048	5	@	-	tähden
lm003:048	-	(.)	-	.␣
lm003:049	lm003:049	lm003:049	VERSE	Val␣3:49␣
lm003:049	pers%1	@	-	Minun␣
lm003:049	1	@	-	silmäni␣
lm003:049	2	@	-	vuotaa␣
lm003:049	(3a)	-	UNTRANSLATED	
lm003:049	4	@	-	lakkaamatta
lm003:049	3b	%inflection	INF3.ABE	
lm003:049	-	(,)	-	,␣
lm003:049	6	@	-	hellittämättä␣
lm003:049	5a 5b	%inflection	DER.INF3.ABE	
lm003:050	lm003:050	lm003:050	VERSE	Val␣3:50␣
lm003:050	1	@	-	siihen␣
lm003:050	1	@	-	asti
lm003:050	-	(,)	-	,␣
lm003:050	1	@	-	kunnes␣
lm003:050	2	@	-	katsoo
lm003:050	-	(,)	-	,␣
lm003:050	3a	@	-	kunnes␣
lm003:050	3b	@	-	näkee␣
lm003:050	4	@	-	Herra␣
lm003:050	5b	@	-	taivaasta
lm003:050	5a	%case	LOC	
lm003:050	-	(.)	-	.␣
lm003:051	lm003:051	lm003:051	VERSE	Val␣3:51␣
lm003:051	1	@	-	Silmäni␣
lm003:051	2	@	-	tuottaa␣
lm003:051	2	@	-	tuskaa␣
lm003:051	pers%3b	@	-	minun␣
lm003:051	3a	%case	GEN	
lm003:051	3b	@	-	sielulleni␣
lm003:051	4b	@	-	kaikkien␣
lm003:051	pers%6	@	-	minun␣
lm003:051	6	@	-	kaupunkini␣
lm003:051	5	@	-	tyttärien␣
lm003:051	4a	@	-	tähden
lm003:051	-	(.)	-	.␣
lm003:052	lm003:052	lm003:052	VERSE	Val␣3:52␣
lm003:052	-	(@)	-	Kiihkeästi␣
lm003:052	2	@	-	pyydystivät␣
lm003:052	1	%case	?	
lm003:052	pers%2	@	-	minua␣
lm003:052	3a	@	-	kuin␣
lm003:052	3b	@	-	lintua␣
lm003:052	-	(@)	-	ne
lm003:052	-	(,)	-	,␣
lm003:052	-	(@)	-	jotka␣
lm003:052	5	@	-	syyttä␣
lm003:052	-	(@)	-	ovat␣
lm003:052	4	@	-	vihamiehiäni
lm003:052	-	(.)	-	.␣
lm003:053	lm003:053	lm003:053	VERSE	Val␣3:53␣
lm003:053	1	(@)	-	He␣
lm003:053	1	@	-	sulkivat␣
lm003:053	2b	@	-	kuoppaan␣
lm003:053	2a	%case	LOC	
lm003:053	pers%3	@	-	minun␣
lm003:053	3	@	-	elämäni␣
lm003:053	4a	@	-	ja␣
lm003:053	4b	@	-	heittivät␣
lm003:053	6	@	-	päälleni␣
lm003:053	5	@	-	kiviä
lm003:053	-	(.)	-	.␣
lm003:054	lm003:054	lm003:054	VERSE	Val␣3:54␣
lm003:054	2	@	-	Vedet␣
lm003:054	1	@	-	tulvivat␣
lm003:054	pers%4	@	-	minun␣
lm003:054	4	@	-	pääni␣
lm003:054	3	@	-	ylitse
lm003:054	-	(;)	-	;␣
lm003:054	5	(@)	-	minä␣
lm003:054	5	@	-	sanoin
lm003:054	-	(:)	-	:␣
lm003:054	6	@	-	olen␣
lm003:054	6	@	-	hukassa
lm003:054	-	(.)	-	.␣
lm003:055	lm003:055	lm003:055	VERSE	Val␣3:55␣
lm003:055	1	(@)	-	Minä␣
lm003:055	1	@	-	huusin␣
lm003:055	pers%2	@	-	sinun␣
lm003:055	2	@	-	nimeäsi
lm003:055	-	(,)	-	,␣
lm003:055	3	@	-	Herra
lm003:055	-	(,)	-	,␣
lm003:055	4b	@	-	kuopan␣
lm003:055	4a	%case	GEN	
lm003:055	5	@	-	syvyydestä
lm003:055	-	(.)	-	.␣
lm003:056	lm003:056	lm003:056	VERSE	Val␣3:56␣
lm003:056	2	(@)	-	Sinä␣
lm003:056	2	@	-	kuulit␣
lm003:056	pers%1	@	-	minun␣
lm003:056	1	@	-	huutoni
lm003:056	-	(:)	-	:␣
lm003:056	-	(@)	-	"
lm003:056	3	@	-	Älä␣
lm003:056	4	@	-	peitä␣
lm003:056	5	@	-	korvaasi␣
lm003:056	pers%7b	@	-	minun␣
lm003:056	7b	@	-	avunhuudoltani
lm003:056	7a	%case	LOC	
lm003:056	-	(,)	-	,␣
lm003:056	6a	@	-	että␣
lm003:056	6b	(@)	-	saisin␣
lm003:056	6b	@	-	hengähtää
lm003:056	-	(@)	-	"
lm003:056	-	(.)	-	.␣
lm003:057	lm003:057	lm003:057	VERSE	Val␣3:57␣
lm003:057	1	(@)	-	Sinä␣
lm003:057	1	@	-	olit␣
lm003:057	1	@	-	läsnä␣
lm003:057	2b	@	-	silloin
lm003:057	-	(,)	-	,␣
lm003:057	2b	@	-	kun␣
lm003:057	2a	%case	?	
lm003:057	3	(@)	-	minä␣
lm003:057	pers%3	@	-	sinua␣
lm003:057	3	@	-	huusin
lm003:057	-	(;)	-	;␣
lm003:057	4	(@)	-	sinä␣
lm003:057	4	@	-	sanoit
lm003:057	-	(:)	-	:␣
lm003:057	-	(@)	-	"
lm003:057	5	@	-	Älä␣
lm003:057	6	@	-	pelkää
lm003:057	-	(@)	-	"
lm003:057	-	(.)	-	.␣
lm003:058	lm003:058	lm003:058	VERSE	Val␣3:58␣
lm003:058	1	(@)	-	Sinä
lm003:058	-	(,)	-	,␣
lm003:058	2	@	-	Herra
lm003:058	-	(,)	-	,␣
lm003:058	1	@	-	ajoit␣
lm003:058	4 pers%3	@	-	minun␣
lm003:058	3	@	-	riita-asiani
lm003:058	-	(,)	-	,␣
lm003:058	5	@	-	lunastit␣
lm003:058	pers%6	@	-	minun␣
lm003:058	6	@	-	henkeni
lm003:058	-	(.)	-	.␣
lm003:059	lm003:059	lm003:059	VERSE	Val␣3:59␣
lm003:059	1	(@)	-	Olethan␣
lm003:059	1	@	-	nähnyt
lm003:059	-	(,)	-	,␣
lm003:059	2	@	-	Herra
lm003:059	-	(,)	-	,␣
lm003:059	pers%3	@	-	minun␣
lm003:059	3	@	-	kärsimäni␣
lm003:059	3	@	-	sorron
lm003:059	-	(:)	-	:␣
lm003:059	4	@	-	hanki␣
lm003:059	pers%5	@	-	minulle␣
lm003:059	5	@	-	oikeus
lm003:059	-	(.)	-	.␣
lm003:060	lm003:060	lm003:060	VERSE	Val␣3:60␣
lm003:060	1	(@)	-	Olethan␣
lm003:060	1	@	-	nähnyt␣
lm003:060	2	@	-	kaiken␣
lm003:060	pers%3	@	-	heidän␣
lm003:060	3	@	-	kostonhimonsa
lm003:060	-	(,)	-	,␣
lm003:060	4	@	-	kaikki␣
lm003:060	pers%5	@	-	heidän␣
lm003:060	5	@	-	juonensa␣
lm003:060	pers%6	@	-	minua␣
lm003:060	6	@	-	vastaan
lm003:060	-	(.)	-	.␣
lm003:061	lm003:061	lm003:061	VERSE	Val␣3:61␣
lm003:061	1	(@)	-	Sinä␣
lm003:061	1	(@)	-	olet␣
lm003:061	1	@	-	kuullut␣
lm003:061	pers%2	@	-	heidän␣
lm003:061	2	@	-	häväistyksensä
lm003:061	-	(,)	-	,␣
lm003:061	3	@	-	Herra
lm003:061	-	(,)	-	,␣
lm003:061	4	@	-	kaikki␣
lm003:061	pers%5	@	-	heidän␣
lm003:061	5	@	-	juonensa␣
lm003:061	pers%6	@	-	minua␣
lm003:061	6	@	-	vastaan
lm003:061	-	(.)	-	.␣
lm003:062	lm003:062	lm003:062	VERSE	Val␣3:62␣
lm003:062	pers%2	@	-	Minun␣
lm003:062	2	@	-	vastustajaini␣
lm003:062	1	@	-	huulet␣
lm003:062	3a	@	-	ja␣
lm003:062	pers%3b	@	-	heidän␣
lm003:062	3b	@	-	aikeensa␣
lm003:062	-	(@)	-	ovat␣
lm003:062	pers%4	@	-	minua␣
lm003:062	4	@	-	vastaan␣
lm003:062	5	@	-	kaiken␣
lm003:062	(6a) 6b	@	-	päivää
lm003:062	-	(.)	-	.␣
lm003:063	lm003:063	lm003:063	VERSE	Val␣3:63␣
lm003:063	1	@	-	Istuivatpa␣
lm003:063	pers%1	@	-	he␣
lm003:063	2a	@	-	tai␣
lm003:063	2b	@	-	nousivat
lm003:063	-	(,)	-	,␣
lm003:063	3	@	-	katso
lm003:063	-	(:)	-	:␣
lm003:063	4	@	-	minä␣
lm003:063	-	(@)	-	olen␣
lm003:063	pers%5	@	-	heillä␣
lm003:063	5	@	-	pilkkalauluna
lm003:063	-	(.)	-	.␣
lm003:064	lm003:064	lm003:064	VERSE	Val␣3:64␣
lm003:064	1 3	@	-	Kosta␣
lm003:064	2	@	-	heille
lm003:064	-	(,)	-	,␣
lm003:064	4	@	-	Herra
lm003:064	-	(,)	-	,␣
lm003:064	pers%6	@	-	heidän␣
lm003:064	6	@	-	kättensä␣
lm003:064	5b	@	-	teot
lm003:064	5a	%case	NOM	
lm003:064	-	(.)	-	.␣
lm003:065	lm003:065	lm003:065	VERSE	Val␣3:65␣
lm003:065	1 3	@	-	Paaduta␣
lm003:065	2	@	-	heidän␣
lm003:065	4	@	-	sydämensä
lm003:065	-	(,)	-	,␣
lm003:065	-	(@)	-	kohdatkoon␣
lm003:065	6	@	-	heitä␣
lm003:065	pers%5	@	-	sinun␣
lm003:065	5	@	-	kirouksesi
lm003:065	-	(.)	-	.␣
lm003:066	lm003:066	lm003:066	VERSE	Val␣3:66␣
lm003:066	1	@	-	Aja␣
lm003:066	-	(@)	-	heitä␣
lm003:066	1	@	-	takaa␣
lm003:066	2b	@	-	vihassasi␣
lm003:066	2a	%case	LOC	
lm003:066	3a	@	-	ja␣
lm003:066	3b	@	-	hävitä␣
lm003:066	pers%3b	@	-	heidät␣
lm003:066	6	@	-	Herran␣
lm003:066	5	@	-	taivaan␣
lm003:066	4b	@	-	alta
lm003:066	4a	%case	LOC	
lm003:066	-	(.)	-	.␣
lm004:001	lm004:001	lm004:001	VERSE	Val␣4:1␣
lm004:001	1	@	-	Kuinka␣
lm004:001	2	(@)	-	onkaan␣
lm004:001	3	@	-	kulta␣
lm004:001	2	@	-	tummunut
lm004:001	-	(,)	-	,␣
lm004:001	4	@	-	muuttunut␣
lm004:001	(6a) 6b	@	-	hyvä␣
lm004:001	(5a) 5b	@	-	kulta
lm004:001	-	(;)	-	;␣
lm004:001	-	(@)	-	kuinka␣
lm004:001	7	(@)	-	ovat␣
lm004:001	9	@	-	pyhät␣
lm004:001	8	@	-	kivet␣
lm004:001	7	@	-	viskeltyinä␣
lm004:001	11	@	-	kaikkien␣
lm004:001	12	@	-	katujen␣
lm004:001	10b	@	-	kulmiin
lm004:001	10a	%case	LOC	
lm004:001	-	(!)	-	!␣
lm004:002	lm004:002	lm004:002	VERSE	Val␣4:2␣
lm004:002	2	@	-	Siionin␣
lm004:002	1	@	-	pojat
lm004:002	-	(,)	-	,␣
lm004:002	-	(@)	-	nuo␣
lm004:002	(3a) 3b	@	-	kalliit
lm004:002	-	(,)	-	,␣
lm004:002	(4a) 4b	@	-	punnitut␣
lm004:002	5b	@	-	puhtaimman␣
lm004:002	5b	@	-	kullan␣
lm004:002	5a	@	-	arvoisiksi␣
lm004:002	-	(-)	-	-␣
lm004:002	6	@	-	kuinka␣
lm004:002	7	(@)	-	he␣
lm004:002	7	@	-	ovatkaan␣
lm004:002	8b 9	@	-	saviastiain␣
lm004:002	8a	%case	GEN	
lm004:002	7	@	-	arvossa
lm004:002	-	(,)	-	,␣
lm004:002	12	@	-	savenvalajan␣
lm004:002	11	@	-	kätten␣
lm004:002	10	@	-	tekojen
lm004:002	-	(!)	-	!␣
lm004:003	lm004:003	lm004:003	VERSE	Val␣4:3␣
lm004:003	3	@	-	Aavikkosudetkin␣
lm004:003	1	%clitic	kin	
lm004:003	4	@	-	taritsevat␣
lm004:003	5	@	-	nisiänsä
lm004:003	-	(,)	-	,␣
lm004:003	6	@	-	imettävät␣
lm004:003	7	@	-	pentujansa
lm004:003	-	(;)	-	;␣
lm004:003	-	(@)	-	mutta␣
lm004:003	8	@	-	tytär
lm004:003	-	(,)	-	,␣
lm004:003	pers%9	@	-	minun␣
lm004:003	9	@	-	kansani
lm004:003	-	(,)	-	,␣
lm004:003	-	(@)	-	on␣
lm004:003	-	(@)	-	tullut␣
lm004:003	10b	@	-	tylyksi␣
lm004:003	10a	%case	TRA	
lm004:003	13a	@	-	kuin␣
lm004:003	13b	@	-	kamelikurki␣
lm004:003	14b	@	-	erämaassa
lm004:003	14a	%case	LOC	
lm004:003	-	(.)	-	.␣
lm004:004	lm004:004	lm004:004	VERSE	Val␣4:4␣
lm004:004	3	@	-	Imeväisen␣
lm004:004	2	@	-	kieli␣
lm004:004	1	@	-	tarttuu␣
lm004:004	5	@	-	suulakeen␣
lm004:004	4	%case	LOC	
lm004:004	6b	@	-	janon␣
lm004:004	6a	@	-	tähden
lm004:004	-	(.)	-	.␣
lm004:004	7	@	-	Lapsukaiset␣
lm004:004	8	@	-	pyytävät␣
lm004:004	9	@	-	leipää
lm004:004	-	(;)	-	;␣
lm004:004	11	@	-	ei␣
lm004:004	11	@	-	ole
lm004:004	-	(,)	-	,␣
lm004:004	-	(@)	-	kuka␣
lm004:004	-	(@)	-	sitä␣
lm004:004	12	@	-	heille␣
lm004:004	10	@	-	taittaisi
lm004:004	-	(.)	-	.␣
lm004:005	lm004:005	lm004:005	VERSE	Val␣4:5␣
lm004:005	1a	@	-	Jotka␣
lm004:005	2b	@	-	herkkuja␣
lm004:005	2a	%case	PTV	
lm004:005	1b	@	-	söivät
lm004:005	-	(,)	-	,␣
lm004:005	3	(@)	-	ne␣
lm004:005	3	@	-	nääntyvät␣
lm004:005	4b	@	-	kaduilla
lm004:005	4a	%case	LOC	
lm004:005	-	(.)	-	.␣
lm004:005	5a	@	-	Joita␣
lm004:005	7	@	-	punapurppuran␣
lm004:005	6	@	-	päällä␣
lm004:005	5b	@	-	kanneltiin
lm004:005	-	(,)	-	,␣
lm004:005	8	(@)	-	ne␣
lm004:005	9	@	-	tunkioita␣
lm004:005	8	@	-	syleilevät
lm004:005	-	(.)	-	.␣
lm004:006	lm004:006	lm004:006	VERSE	Val␣4:6␣
lm004:006	(1a)	-	UNTRANSLATED	
lm004:006	3	@	-	Tyttären
lm004:006	-	(,)	-	,␣
lm004:006	pers%4	@	-	minun␣
lm004:006	4	@	-	kansani
lm004:006	-	(,)	-	,␣
lm004:006	2	@	-	syntivelka␣
lm004:006	1b	@	-	on␣
lm004:006	6	@	-	Sodoman␣
lm004:006	5b	@	-	syntiä␣
lm004:006	5a	%case	PTV	
lm004:006	1b	@	-	suurempi
lm004:006	-	(;)	-	;␣
lm004:006	pro%7a	@	-	Sodoma␣
lm004:006	7b	@	-	hävitettiin␣
lm004:006	9	@	-	yhtäkkiä␣
lm004:006	8	%case	?	
lm004:006	(10a)	-	UNTRANSLATED	
lm004:006	13	@	-	kätten␣
lm004:006	12	@	-	siellä␣
lm004:006	11	@	-	riehumatta
lm004:006	10b	%inflection	INF3.ABE	
lm004:006	-	(.)	-	.␣
lm004:007	lm004:007	lm004:007	VERSE	Val␣4:7␣
lm004:007	pro%2	@	-	Siionin␣
lm004:007	2	@	-	ruhtinaat␣
lm004:007	1	(@)	-	olivat␣
lm004:007	3b	@	-	lunta␣
lm004:007	3a	%case	PTV	
lm004:007	1	@	-	puhtaammat
lm004:007	-	(,)	-	,␣
lm004:007	5b	@	-	maitoa␣
lm004:007	5a	%case	PTV	
lm004:007	4	@	-	valkoisemmat
lm004:007	-	(,)	-	,␣
lm004:007	-	(@)	-	heidän␣
lm004:007	7	@	-	ruumiinsa␣
lm004:007	6	(@)	-	oli␣
lm004:007	8b	@	-	koralleja␣
lm004:007	8a	%case	PTV	
lm004:007	6	@	-	rusottavampi
lm004:007	-	(,)	-	,␣
lm004:007	pers%10	@	-	heidän␣
lm004:007	10	@	-	hahmonsa␣
lm004:007	-	(@)	-	oli␣
lm004:007	-	(@)	-	kuin␣
lm004:007	9	@	-	safiiri
lm004:007	-	(.)	-	.␣
lm004:008	lm004:008	lm004:008	VERSE	Val␣4:8␣
lm004:008	-	(@)	-	Nyt␣
lm004:008	1	@	-	on␣
lm004:008	pers%3	@	-	heidän␣
lm004:008	3	@	-	muotonsa␣
lm004:008	2b	@	-	nokea␣
lm004:008	2a	%case	PTV	
lm004:008	1	@	-	mustempi
lm004:008	-	(,)	-	,␣
lm004:008	4	@	-	ei␣
lm004:008	5	(@)	-	voi␣
lm004:008	5	(@)	-	heitä␣
lm004:008	5	@	-	tuntea␣
lm004:008	6b	@	-	kaduilla
lm004:008	6a	%case	LOC	
lm004:008	-	(.)	-	.␣
lm004:008	7	@	-	Rypyssä␣
lm004:008	7	@	-	on␣
lm004:008	pers%8	@	-	heillä␣
lm004:008	8	@	-	nahka␣
lm004:008	10	@	-	luitten␣
lm004:008	9	@	-	päällä
lm004:008	-	(,)	-	,␣
lm004:008	-	(@)	-	se␣
lm004:008	12	@	-	on␣
lm004:008	11	@	-	kuivettunut␣
lm004:008	13a	@	-	kuin␣
lm004:008	13b	@	-	puu
lm004:008	-	(.)	-	.␣
lm004:009	lm004:009	lm004:009	VERSE	Val␣4:9␣
lm004:009	1	@	-	Parempi␣
lm004:009	2	@	-	oli␣
lm004:009	4	@	-	miekan␣
lm004:009	3	@	-	kaatamien␣
lm004:009	5a	@	-	kuin␣
lm004:009	6	@	-	nälän␣
lm004:009	5b	@	-	kaatamien
lm004:009	-	(,)	-	,␣
lm004:009	7a 7b	@	-	jotka␣
lm004:009	8	@	-	menehtyivät
lm004:009	-	(,)	-	,␣
lm004:009	-	(@)	-	kuin␣
lm004:009	9	@	-	lävitsepistetyt
lm004:009	-	(,)	-	,␣
lm004:009	11	@	-	pellon␣
lm004:009	10b	@	-	viljaa␣
lm004:009	10a	@	-	vailla
lm004:009	-	(.)	-	.␣
lm004:010	lm004:010	lm004:010	VERSE	Val␣4:10␣
lm004:010	3	@	-	Armeliaat␣
lm004:010	2	@	-	vaimot␣
lm004:010	4	@	-	keittivät␣
lm004:010	-	(@)	-	omin␣
lm004:010	1	@	-	käsin␣
lm004:010	5	@	-	lapsiansa
lm004:010	-	(:)	-	:␣
lm004:010	6	(@)	-	ne␣
lm004:010	6	@	-	tulivat␣
lm004:010	8	@	-	heille␣
lm004:010	7b	@	-	ruuaksi␣
lm004:010	7a	%case	TRA	
lm004:010	10	@	-	tyttären
lm004:010	-	(,)	-	,␣
lm004:010	pers%11	@	-	minun␣
lm004:010	11	@	-	kansani
lm004:010	-	(,)	-	,␣
lm004:010	9b	@	-	sortuessa
lm004:010	9a	%case	LOC	
lm004:010	-	(.)	-	.␣
lm004:011	lm004:011	lm004:011	VERSE	Val␣4:11␣
lm004:011	2	@	-	Herra␣
lm004:011	1	(@)	-	on␣
lm004:011	1	@	-	pannut␣
lm004:011	1	@	-	täytäntöön␣
lm004:011	4	@	-	kiivautensa
lm004:011	3	%case	NOM.GEN	
lm004:011	-	(,)	-	,␣
lm004:011	5	@	-	vuodattanut␣
lm004:011	7	@	-	vihansa␣
lm004:011	6	@	-	hehkun
lm004:011	(8a)	-	UNTRANSLATED	
lm004:011	-	(;)	-	;␣
lm004:011	8b	(@)	-	hän␣
lm004:011	8b	(@)	-	on␣
lm004:011	8b	@	-	sytyttänyt␣
lm004:011	10b	@	-	Siioniin␣
lm004:011	10a	%case	LOC	
lm004:011	9	@	-	tulen
lm004:011	(11a)	-	UNTRANSLATED	
lm004:011	-	(,)	-	,␣
lm004:011	-	(@)	-	joka␣
lm004:011	11b	(@)	-	on␣
lm004:011	11b	@	-	kuluttanut␣
lm004:011	pers%12	@	-	sen␣
lm004:011	12	@	-	perustukset
lm004:011	-	(.)	-	.␣
lm004:012	lm004:012	lm004:012	VERSE	Val␣4:12␣
lm004:012	1	@	-	Eivät␣
lm004:012	2	(@)	-	olisi␣
lm004:012	2	@	-	uskoneet␣
lm004:012	4	@	-	maan␣
lm004:012	3	@	-	kuninkaat
lm004:012	-	(,)	-	,␣
lm004:012	-	(@)	-	ei␣
lm004:012	8	@	-	maanpiirin␣
lm004:012	7	@	-	asukkaista␣
lm004:012	6	@	-	kenkään
lm004:012	-	(,)	-	,␣
lm004:012	9	@	-	että␣
lm004:012	11	@	-	vihollinen␣
lm004:012	12a	@	-	ja␣
lm004:012	12b	@	-	vainomies␣
lm004:012	10	@	-	hyökkää␣
lm004:012	13a	@	-	sisään␣
lm004:012	14	@	-	Jerusalemin␣
lm004:012	13b	@	-	porteista
lm004:012	-	(.)	-	.␣
lm004:013	lm004:013	lm004:013	VERSE	Val␣4:13␣
lm004:013	pers%2	@	-	Sen␣
lm004:013	2	@	-	profeettain␣
lm004:013	1b	@	-	syntien␣
lm004:013	1a	@	-	tähden␣
lm004:013	-	(@)	-	kävi␣
lm004:013	-	(@)	-	näin
lm004:013	-	(,)	-	,␣
lm004:013	pers%4	@	-	sen␣
lm004:013	4	@	-	pappien␣
lm004:013	3	@	-	pahain␣
lm004:013	3	@	-	tekojen␣
lm004:013	-	(@)	-	tähden
lm004:013	-	(,)	-	,␣
lm004:013	-	(@)	-	niiden
lm004:013	-	(,)	-	,␣
lm004:013	-	(@)	-	jotka␣
lm004:013	6b	@	-	siellä␣
lm004:013	6a	%case	LOC	
lm004:013	(5a) 5b	(@)	-	olivat␣
lm004:013	(5a) 5b	@	-	vuodattaneet␣
lm004:013	8	@	-	vanhurskaitten␣
lm004:013	7	@	-	verta
lm004:013	-	(.)	-	.␣
lm004:014	lm004:014	lm004:014	VERSE	Val␣4:14␣
lm004:014	1	(@)	-	He␣
lm004:014	1	@	-	harhailivat␣
lm004:014	2	@	-	sokeina␣
lm004:014	3b	@	-	kaduilla
lm004:014	3a	%case	LOC	
lm004:014	-	(,)	-	,␣
lm004:014	5b	@	-	verellä␣
lm004:014	5a	%case	LOC	
lm004:014	4	@	-	tahrattuina
lm004:014	-	(,)	-	,␣
lm004:014	6a	@	-	niin␣
lm004:014	6b	@	-	ettei␣
lm004:014	7	@	-	voinut␣
lm004:014	8	@	-	koskea␣
lm004:014	pers%9b	@	-	heidän␣
lm004:014	9b	@	-	vaatteisiinsa
lm004:014	9a	%case	LOC	
lm004:014	-	(.)	-	.␣
lm004:015	lm004:015	lm004:015	VERSE	Val␣4:15␣
lm004:015	-	(@)	-	"
lm004:015	1	@	-	Väistykää
lm004:015	-	(!)	-	!␣
lm004:015	2	@	-	Saastainen
lm004:015	-	(!)	-	!
lm004:015	-	(@)	-	"␣
lm004:015	3	@	-	huudettiin␣
lm004:015	4	@	-	heistä
lm004:015	-	(.)	-	.␣
lm004:015	-	(@)	-	"
lm004:015	5	@	-	Väistykää
lm004:015	-	(,)	-	,␣
lm004:015	6	@	-	väistykää
lm004:015	-	(,)	-	,␣
lm004:015	7	@	-	älkää␣
lm004:015	8	@	-	koskeko
lm004:015	-	(!)	-	!
lm004:015	-	(@)	-	"␣
lm004:015	10	@	-	Paettuaankin␣
lm004:015	9	%clitic	kin	
lm004:015	12	(@)	-	he␣
lm004:015	11	@	-	yhä␣
lm004:015	12	@	-	harhailivat
lm004:015	-	(;)	-	;␣
lm004:015	14b	@	-	pakanain␣
lm004:015	14a	@	-	seassa␣
lm004:015	13	@	-	sanottiin
lm004:015	-	(:)	-	:␣
lm004:015	-	(@)	-	"
lm004:015	15	@	-	Eivät␣
lm004:015	16	(@)	-	he␣
lm004:015	16	(@)	-	saa␣
lm004:015	16	@	-	kauemmin␣
lm004:015	17b	@	-	asustaa␣
lm004:015	17a	%case	LAT	
lm004:015	-	(@)	-	täällä
lm004:015	-	(@)	-	"
lm004:015	-	(.)	-	.␣
lm004:016	lm004:016	lm004:016	VERSE	Val␣4:16␣
lm004:016	2	@	-	Herran␣
lm004:016	1	@	-	kasvot␣
lm004:016	3	(@)	-	ovat␣
lm004:016	3	@	-	hajottaneet␣
lm004:016	pers%3	@	-	heidät
lm004:016	-	(,)	-	,␣
lm004:016	-	(@)	-	hän␣
lm004:016	4	@	-	ei␣
lm004:016	pers%6b	@	-	heihin␣
lm004:016	5	@	-	enää␣
lm004:016	6b	@	-	katso
lm004:016	6a	%case	?	
lm004:016	-	(.)	-	.␣
lm004:016	8	@	-	Papeista␣
lm004:016	9	@	-	ei␣
lm004:016	10 7	@	-	välitetty
lm004:016	-	(,)	-	,␣
lm004:016	12b	@	-	vanhimpia␣
lm004:016	13	@	-	ei␣
lm004:016	14	@	-	armahdettu
lm004:016	-	(.)	-	.␣
lm004:017	lm004:017	lm004:017	VERSE	Val␣4:17␣
lm004:017	2	@	-	Vieläkin␣
lm004:017	pers%2	@	-	me
lm004:017	-	(,)	-	,␣
lm004:017	4	@	-	silmät␣
lm004:017	3	@	-	rauenneina
lm004:017	-	(,)	-	,␣
lm004:017	7	@	-	turhaan␣
lm004:017	6	@	-	odotimme␣
lm004:017	6	@	-	apua
lm004:017	5	%case	PTV	
lm004:017	-	(;)	-	;␣
lm004:017	8b	@	-	tähystyspaikastamme␣
lm004:017	8a	%case	LOC	
lm004:017	9	(@)	-	me␣
lm004:017	9	@	-	tähyilimme␣
lm004:017	11	@	-	kansaa
lm004:017	10	%case	PTV	
lm004:017	-	(,)	-	,␣
lm004:017	-	(@)	-	josta␣
lm004:017	12	@	-	ei␣
lm004:017	13	@	-	pelastusta␣
lm004:017	13	(@)	-	tullut
lm004:017	-	(.)	-	.␣
lm004:018	lm004:018	lm004:018	VERSE	Val␣4:18␣
lm004:018	pers%2	@	-	Meidän␣
lm004:018	2	@	-	askeleitamme␣
lm004:018	1	@	-	vaanittiin
lm004:018	-	(,)	-	,␣
lm004:018	3a	@	-	niin␣
lm004:018	3a	@	-	ettemme␣
lm004:018	-	(@)	-	voineet␣
lm004:018	3b	@	-	kulkea␣
lm004:018	4b	@	-	kaduillamme
lm004:018	4a	%case	LOC	
lm004:018	-	(.)	-	.␣
lm004:018	pers%6	@	-	Meidän␣
lm004:018	6	@	-	loppumme␣
lm004:018	5	@	-	lähestyi
lm004:018	-	(,)	-	,␣
lm004:018	8	@	-	päivämme␣
lm004:018	7	@	-	täyttyivät␣
lm004:018	-	(-)	-	-␣
lm004:018	9	@	-	niin
lm004:018	-	(,)	-	,␣
lm004:018	11	@	-	loppumme␣
lm004:018	10	@	-	tuli
lm004:018	-	(.)	-	.␣
lm004:019	lm004:019	lm004:019	VERSE	Val␣4:19␣
lm004:019	pers%3	@	-	Meidän␣
lm004:019	3	@	-	vainoojamme␣
lm004:019	2	@	-	olivat␣
lm004:019	1	@	-	nopeammat␣
lm004:019	4a	@	-	kuin␣
lm004:019	4b	@	-	kotkat␣
lm004:019	5	@	-	taivaalla
lm004:019	-	(.)	-	.␣
lm004:019	(7a) 7b	@	-	Vuorilla␣
lm004:019	6	%case	LOC	
lm004:019	8	(@)	-	he␣
lm004:019	8	@	-	ajoivat␣
lm004:019	pers%8	@	-	meitä␣
lm004:019	8	@	-	takaa
lm004:019	-	(,)	-	,␣
lm004:019	10	@	-	väijyivät␣
lm004:019	11	@	-	meitä␣
lm004:019	9b	@	-	erämaassa
lm004:019	9a	%case	LOC	
lm004:019	-	(.)	-	.␣
lm004:020	lm004:020	lm004:020	VERSE	Val␣4:20␣
lm004:020	-	(@)	-	Hän
lm004:020	-	(,)	-	,␣
lm004:020	pers%2	@	-	meidän␣
lm004:020	1 2	@	-	elämänhenkemme
lm004:020	-	(,)	-	,␣
lm004:020	4	@	-	Herran␣
lm004:020	3	@	-	voideltu
lm004:020	-	(,)	-	,␣
lm004:020	5	@	-	joutui␣
lm004:020	5	@	-	vangiksi␣
lm004:020	pers%6b	@	-	heidän␣
lm004:020	6b	@	-	kuoppiinsa
