pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr027:013	pers%8	@	-	häneltä␣
pr027:013	8	@	-	pantti␣
pr027:013	7	@	-	vieraan␣
pr027:013	7	@	-	naisen␣
pr027:013	6b	@	-	tähden
pr027:013	-	(.)	-	.␣
pr027:014	pr027:014	pr027:014	VERSE	Snl␣27:14␣
pr027:014	-	(@)	-	Joka␣
pr027:014	1	@	-	siunaa␣
pr027:014	2	@	-	ystäväänsä␣
pr027:014	3b 4	@	-	isoäänisesti␣
pr027:014	3a	%case	MAN	
pr027:014	5b	@	-	aamulla␣
pr027:014	5a	%case	LOC	
pr027:014	6	@	-	varhain
pr027:014	-	(,)	-	,␣
pr027:014	9	@	-	sille␣
pr027:014	8	(@)	-	se␣
pr027:014	8	@	-	luetaan␣
pr027:014	7	@	-	kiroukseksi
pr027:014	-	(.)	-	.␣
pr027:015	pr027:015	pr027:015	VERSE	Snl␣27:15␣
pr027:015	2	@	-	Räystäästä␣
pr027:015	2	@	-	tippuva␣
pr027:015	1	@	-	vesi␣
pr027:015	3b 4	@	-	sadepäivänä␣
pr027:015	3a	%case	ESS	
pr027:015	5a	@	-	ja␣
pr027:015	7	@	-	toraisa␣
pr027:015	5b	@	-	vaimo␣
pr027:015	8	@	-	ovat␣
pr027:015	8	@	-	yhdenveroiset
pr027:015	-	(.)	-	.␣
pr027:016	pr027:016	pr027:016	VERSE	Snl␣27:16␣
pr027:016	-	(@)	-	Joka␣
pr027:016	1	(@)	-	tahtoo␣
pr027:016	pers%1	@	-	hänet␣
pr027:016	1	@	-	salassa␣
pr027:016	1	@	-	pitää
pr027:016	-	(,)	-	,␣
pr027:016	2	(@)	-	se␣
pr027:016	3	@	-	tuulta␣
pr027:016	2	@	-	salassa␣
pr027:016	2	@	-	pitää
pr027:016	(4a)	-	UNTRANSLATED	
pr027:016	-	(,)	-	,␣
pr027:016	6	(@)	-	se␣
pr027:016	6	@	-	tavoittaa␣
pr027:016	4b	@	-	öljyä␣
pr027:016	5	@	-	oikeaan␣
pr027:016	5	@	-	käteensä
pr027:016	-	(.)	-	.␣
pr027:017	pr027:017	pr027:017	VERSE	Snl␣27:17␣
pr027:017	1	@	-	Rauta␣
pr027:017	2b	@	-	rautaa␣
pr027:017	2a	%case	PTV	
pr027:017	3	@	-	hioo
pr027:017	-	(,)	-	,␣
pr027:017	4a	@	-	ja␣
pr027:017	4b	@	-	ihminen␣
pr027:017	7	@	-	toistansa␣
pr027:017	6	%case	PTV	
pr027:017	5	@	-	hioo
pr027:017	-	(.)	-	.␣
pr027:018	pr027:018	pr027:018	VERSE	Snl␣27:18␣
pr027:018	-	(@)	-	Joka␣
pr027:018	2	@	-	viikunapuuta␣
pr027:018	1	@	-	hoitaa
pr027:018	-	(,)	-	,␣
pr027:018	3	(@)	-	saa␣
pr027:018	3	@	-	syödä␣
pr027:018	pers%4	@	-	sen␣
pr027:018	4	@	-	hedelmää
pr027:018	-	(;)	-	;␣
pr027:018	5a	@	-	ja␣
pr027:018	-	(@)	-	joka␣
pr027:018	6	@	-	isännästänsä␣
pr027:018	5b	@	-	vaarin␣
pr027:018	5b	@	-	pitää
pr027:018	-	(,)	-	,␣
pr027:018	7	(@)	-	se␣
pr027:018	7	@	-	tulee␣
pr027:018	7	@	-	kunniaan
pr027:018	-	(.)	-	.␣
pr027:019	pr027:019	pr027:019	VERSE	Snl␣27:19␣
pr027:019	1a	@	-	Niinkuin␣
pr027:019	(2a) 2b	@	-	kasvot␣
pr027:019	3b	@	-	kuvastuvat␣
pr027:019	3a	%case	?	
pr027:019	1b	@	-	vedessä
pr027:019	-	(,)	-	,␣
pr027:019	4	@	-	niin␣
pr027:019	(6a) 6b	@	-	ihmisen␣
pr027:019	5	@	-	sydän␣
pr027:019	-	(@)	-	toisessa␣
pr027:019	7b	@	-	ihmisessä
pr027:019	7a	%case	LOC	
pr027:019	-	(.)	-	.␣
pr027:020	pr027:020	pr027:020	VERSE	Snl␣27:20␣
pr027:020	1	@	-	Tuonela␣
pr027:020	3a	@	-	ja␣
pr027:020	3b	@	-	horna␣
pr027:020	4	@	-	eivät␣
pr027:020	5	@	-	kylläänsä␣
pr027:020	5	@	-	saa
pr027:020	-	(;)	-	;␣
pr027:020	8	@	-	eivät␣
pr027:020	6a	@	-	myös␣
pr027:020	9	@	-	saa␣
pr027:020	9	@	-	kylläänsä␣
pr027:020	(7a) 7b	@	-	ihmisen␣
pr027:020	6b	@	-	silmät
pr027:020	-	(.)	-	.␣
pr027:021	pr027:021	pr027:021	VERSE	Snl␣27:21␣
pr027:021	2b	@	-	Hopealle␣
pr027:021	2a	%case	LOC	
pr027:021	1	@	-	sulatin
pr027:021	(3a)	-	UNTRANSLATED	
pr027:021	-	(,)	-	,␣
pr027:021	4b	@	-	kullalle␣
pr027:021	4a	%case	LOC	
pr027:021	3b	@	-	uuni
pr027:021	(5a)	-	UNTRANSLATED	
pr027:021	-	(;)	-	;␣
pr027:021	5b	@	-	mies␣
pr027:021	7	@	-	maineensa␣
pr027:021	6b	@	-	mukainen
pr027:021	6a	%case	NOM	
pr027:021	-	(.)	-	.␣
pr027:022	pr027:022	pr027:022	VERSE	Snl␣27:22␣
pr027:022	(1)	-	UNTRANSLATED	
pr027:022	2	@	-	Survo␣
pr027:022	(4a) 4b	@	-	hullua␣
pr027:022	3	%case	PTV	
pr027:022	5b	@	-	huhmaressa
pr027:022	5a	%case	LOC	
pr027:022	-	(,)	-	,␣
pr027:022	8b	@	-	petkelellä␣
pr027:022	8a	%case	LOC	
pr027:022	(7a) 7b	@	-	surveitten␣
pr027:022	6b	@	-	seassa
pr027:022	6a	%case	LOC	
pr027:022	-	(:)	-	:␣
pr027:022	9	@	-	ei␣
pr027:022	10	@	-	erkane␣
pr027:022	11b	@	-	hänestä␣
pr027:022	11a	%case	LOC	
pr027:022	pers%12	@	-	hänen␣
pr027:022	12	@	-	hulluutensa
pr027:022	-	(.)	-	.␣
pr027:023	pr027:023	pr027:023	VERSE	Snl␣27:23␣
pr027:023	2	@	-	Tiedä␣
pr027:023	1	%case	?	
pr027:023	-	(@)	-	tarkoin
pr027:023	-	(,)	-	,␣
pr027:023	-	(@)	-	miltä␣
pr027:023	4	@	-	pikkukarjasi␣
pr027:023	3	@	-	näyttää
pr027:023	-	(;)	-	;␣
pr027:023	5 6	@	-	pidä␣
pr027:023	5 6	@	-	huoli␣
pr027:023	7b	@	-	laumoista
pr027:023	7a	%case	LOC	
pr027:023	-	(.)	-	.␣
pr027:024	pr027:024	pr027:024	VERSE	Snl␣27:24␣
pr027:024	1	@	-	Sillä␣
pr027:024	2	@	-	eivät␣
pr027:024	4	@	-	aarteet␣
pr027:024	-	(@)	-	säily␣
pr027:024	3b	@	-	iäti
pr027:024	3a	%case	?	
pr027:024	-	(;)	-	;␣
pr027:024	5a	@	-	ja␣
pr027:024	-	(@)	-	pysyykö␣
pr027:024	6	@	-	kruunukaan␣
pr027:024	5b	%clitic	kAAn	
pr027:024	7b	@	-	polvesta␣
pr027:024	7a	%case	LOC	
pr027:024	9b	@	-	polveen
pr027:024	-	(?)	-	?␣
pr027:025	pr027:025	pr027:025	VERSE	Snl␣27:25␣
pr027:025	-	(@)	-	Kun␣
pr027:025	2	@	-	heinä␣
pr027:025	1	(@)	-	on␣
pr027:025	1	@	-	mennyt␣
pr027:025	3a	@	-	ja␣
pr027:025	4	@	-	tuore␣
pr027:025	4	@	-	äpäre␣
pr027:025	3b	@	-	tulee␣
pr027:025	3b	@	-	näkyviin␣
pr027:025	5a	@	-	ja␣
pr027:025	6	@	-	ruoho␣
pr027:025	5b	(@)	-	on␣
pr027:025	5b	@	-	koottu␣
pr027:025	7	@	-	vuorilta
pr027:025	-	(,)	-	,␣
pr027:026	pr027:026	pr027:026	VERSE	Snl␣27:26␣
pr027:026	-	(@)	-	on␣
pr027:026	-	(@)	-	sinulla␣
pr027:026	1	@	-	karitsoita␣
pr027:026	2b	@	-	puvuksesi␣
pr027:026	2a	%case	TRA	
pr027:026	3a	@	-	ja␣
pr027:026	5	@	-	vuohipukkeja␣
pr027:026	4	@	-	pellon␣
pr027:026	3b	@	-	ostohinnaksi␣
pr027:027	pr027:027	pr027:027	VERSE	Snl␣27:27␣
pr027:027	1a	@	-	ja␣
pr027:027	2 3	@	-	vuohenmaitoa␣
pr027:027	1b	@	-	kyllin␣
pr027:027	4b	@	-	ravinnoksesi
pr027:027	4a	%case	TRA	
pr027:027	-	(,)	-	,␣
pr027:027	6	@	-	perheesi␣
pr027:027	5b	@	-	ravinnoksi␣
pr027:027	5a	%case	TRA	
pr027:027	7a	@	-	ja␣
pr027:027	8b	@	-	palvelijatartesi␣
pr027:027	8a	%case	GEN	
pr027:027	7b	@	-	elatukseksi
pr027:027	-	(.)	-	.␣
pr028:001	pr028:001	pr028:001	VERSE	Snl␣28:1␣
pr028:001	4	@	-	Jumalattomat␣
pr028:001	1	@	-	pakenevat
pr028:001	-	(,)	-	,␣
pr028:001	2a	@	-	vaikka␣
pr028:001	2b	@	-	ei␣
pr028:001	2b	@	-	kenkään␣
pr028:001	3	@	-	aja␣
pr028:001	3	@	-	takaa
pr028:001	-	(,)	-	,␣
pr028:001	5a	@	-	mutta␣
pr028:001	5b	@	-	vanhurskaat␣
pr028:001	7	@	-	ovat␣
pr028:001	7	@	-	turvassa␣
pr028:001	6a	@	-	kuin␣
pr028:001	6b	@	-	nuori␣
pr028:001	6b	@	-	jalopeura
pr028:001	-	(.)	-	.␣
pr028:002	pr028:002	pr028:002	VERSE	Snl␣28:2␣
pr028:002	1b	@	-	Rikkomisensa␣
pr028:002	1a	@	-	tähden␣
pr028:002	2	@	-	maa␣
pr028:002	-	(@)	-	saa␣
pr028:002	4	@	-	ruhtinaita␣
pr028:002	3	@	-	paljon
pr028:002	-	(,)	-	,␣
pr028:002	5a	@	-	mutta␣
pr028:002	-	(@)	-	yhden␣
pr028:002	6	@	-	ymmärtäväisen␣
pr028:002	5c	@	-	miehen␣
pr028:002	5b	%case	GEN	
pr028:002	7	@	-	taidolla␣
pr028:002	8	@	-	järjestys␣
pr028:002	9	@	-	kauan␣
pr028:002	9	@	-	pysyy
pr028:002	-	(.)	-	.␣
pr028:003	pr028:003	pr028:003	VERSE	Snl␣28:3␣
pr028:003	2	@	-	Köyhä␣
pr028:003	1	@	-	mies
pr028:003	-	(,)	-	,␣
pr028:003	3a	@	-	joka␣
pr028:003	4	@	-	vaivaisia␣
pr028:003	3b	@	-	sortaa
pr028:003	-	(,)	-	,␣
pr028:003	-	(@)	-	on␣
pr028:003	-	(@)	-	kuin␣
pr028:003	5	@	-	sade
pr028:003	-	(,)	-	,␣
pr028:003	-	(@)	-	joka␣
pr028:003	6	@	-	lyö␣
pr028:003	6	@	-	lakoon␣
pr028:003	7b	@	-	eikä␣
pr028:003	7a	%clitic	kA	
pr028:003	7b	@	-	anna␣
pr028:003	8	@	-	leipää
pr028:003	-	(.)	-	.␣
pr028:004	pr028:004	pr028:004	VERSE	Snl␣28:4␣
pr028:004	2	@	-	Lain␣
pr028:004	1	@	-	hylkijät␣
pr028:004	3	@	-	kehuvat␣
pr028:004	4	@	-	jumalattomia
pr028:004	-	(,)	-	,␣
pr028:004	5a	@	-	mutta␣
pr028:004	6	@	-	lain␣
pr028:004	5b	@	-	noudattajat␣
pr028:004	7	@	-	kauhistuvat␣
pr028:004	8	@	-	heitä
pr028:004	-	(.)	-	.␣
pr028:005	pr028:005	pr028:005	VERSE	Snl␣28:5␣
pr028:005	2	@	-	Pahat␣
pr028:005	1	@	-	ihmiset␣
pr028:005	3	@	-	eivät␣
pr028:005	4	@	-	ymmärrä
pr028:005	-	(,)	-	,␣
pr028:005	-	(@)	-	mikä␣
pr028:005	5	@	-	oikein␣
pr028:005	-	(@)	-	on
pr028:005	-	(,)	-	,␣
pr028:005	6a	@	-	mutta␣
pr028:005	7	@	-	Herraa␣
pr028:005	6b	@	-	etsiväiset␣
pr028:005	8	@	-	ymmärtävät␣
pr028:005	9	@	-	kaiken
pr028:005	-	(.)	-	.␣
pr028:006	pr028:006	pr028:006	VERSE	Snl␣28:6␣
pr028:006	1	@	-	Parempi␣
pr028:006	-	(@)	-	on␣
pr028:006	2	@	-	köyhä
pr028:006	-	(,)	-	,␣
pr028:006	-	(@)	-	joka␣
pr028:006	4b	@	-	nuhteettomasti␣
pr028:006	4a	%case	MAN	
pr028:006	3	@	-	vaeltaa
pr028:006	-	(,)	-	,␣
pr028:006	5a	@	-	kuin␣
pr028:006	6	@	-	kahdella␣
pr028:006	6	@	-	tiellä␣
pr028:006	5b	@	-	mutkitteleva␣
pr028:006	(7a) (7b)	-	UNTRANSLATED	
pr028:006	8	@	-	rikas
pr028:006	-	(.)	-	.␣
pr028:007	pr028:007	pr028:007	VERSE	Snl␣28:7␣
pr028:007	-	(@)	-	Joka␣
pr028:007	2	@	-	laista␣
pr028:007	1	@	-	ottaa␣
pr028:007	1	@	-	vaarin
pr028:007	-	(,)	-	,␣
pr028:007	-	(@)	-	on␣
pr028:007	4	@	-	ymmärtäväinen␣
pr028:007	3	@	-	poika
pr028:007	-	(;)	-	;␣
pr028:007	5a	@	-	mutta␣
pr028:007	6	@	-	irstailijain␣
pr028:007	5b	@	-	seuratoveri␣
pr028:007	7	@	-	saattaa␣
pr028:007	8	@	-	isänsä␣
pr028:007	7	@	-	häpeään
pr028:007	-	(.)	-	.␣
pr028:008	pr028:008	pr028:008	VERSE	Snl␣28:8␣
pr028:008	-	(@)	-	Joka␣
pr028:008	1	@	-	kartuttaa␣
pr028:008	2	@	-	varojaan␣
pr028:008	3b	@	-	korolla␣
pr028:008	3a	%case	LOC	
pr028:008	5a	@	-	ja␣
pr028:008	5b	@	-	voitolla
pr028:008	-	(,)	-	,␣
pr028:008	8	@	-	kokoaa␣
pr028:008	pers%8	@	-	niitä␣
pr028:008	-	(@)	-	sille
pr028:008	-	(,)	-	,␣
pr028:008	-	(@)	-	joka␣
pr028:008	7	@	-	vaivaisia␣
pr028:008	6b	@	-	armahtaa
pr028:008	6a	%case	?	
pr028:008	-	(.)	-	.␣
pr028:009	pr028:009	pr028:009	VERSE	Snl␣28:9␣
pr028:009	-	(@)	-	Joka␣
pr028:009	2	@	-	korvansa␣
pr028:009	1	@	-	kääntää␣
pr028:009	3b	@	-	kuulemasta␣
pr028:009	3a	%case	LOC	
pr028:009	4	@	-	lakia
pr028:009	-	(,)	-	,␣
pr028:009	pers%6	@	-	sen␣
pr028:009	6	@	-	rukouskin␣
pr028:009	5	%clitic	kin	
pr028:009	-	(@)	-	on␣
pr028:009	7	@	-	kauhistus
pr028:009	-	(.)	-	.␣
pr028:010	pr028:010	pr028:010	VERSE	Snl␣28:10␣
pr028:010	-	(@)	-	Joka␣
pr028:010	1	@	-	eksyttää␣
pr028:010	2	@	-	oikeamielisiä␣
pr028:010	4	@	-	pahalle␣
pr028:010	3b	@	-	tielle
pr028:010	3a	%case	LOC	
pr028:010	-	(,)	-	,␣
pr028:010	6	@	-	se␣
pr028:010	7	@	-	lankeaa␣
pr028:010	pers%5b	@	-	omaan␣
pr028:010	5b	@	-	kuoppaansa
pr028:010	5a	%case	LOC	
pr028:010	-	(;)	-	;␣
pr028:010	8a	@	-	mutta␣
pr028:010	8b	@	-	nuhteettomat␣
pr028:010	9	@	-	perivät␣
pr028:010	10	@	-	onnen
pr028:010	-	(.)	-	.␣
pr028:011	pr028:011	pr028:011	VERSE	Snl␣28:11␣
pr028:011	4	@	-	Rikas␣
pr028:011	3	@	-	mies␣
pr028:011	-	(@)	-	on␣
pr028:011	pers%2b	@	-	omissa␣
pr028:011	2b	@	-	silmissään␣
pr028:011	2a	%case	LOC	
pr028:011	1	@	-	viisas
pr028:011	-	(,)	-	,␣
pr028:011	5a	@	-	mutta␣
pr028:011	6	@	-	ymmärtäväinen␣
pr028:011	5b	@	-	köyhä␣
pr028:011	7	@	-	ottaa␣
pr028:011	pers%7	@	-	hänestä␣
pr028:011	7	@	-	selvän
pr028:011	-	(.)	-	.␣
pr028:012	pr028:012	pr028:012	VERSE	Snl␣28:12␣
pr028:012	1a	@	-	Kun␣
pr028:012	2	@	-	vanhurskaat␣
pr028:012	1b	@	-	riemuitsevat
pr028:012	-	(,)	-	,␣
pr028:012	-	(@)	-	on␣
pr028:012	4	@	-	ihanuus␣
pr028:012	3	@	-	suuri
pr028:012	-	(;)	-	;␣
pr028:012	5a	@	-	mutta␣
pr028:012	5b	@	-	kun␣
pr028:012	6	@	-	jumalattomat␣
pr028:012	5c	@	-	nousevat
pr028:012	-	(,)	-	,␣
pr028:012	7	(@)	-	saa␣
pr028:012	8	@	-	ihmisiä␣
pr028:012	7	@	-	hakea
pr028:012	-	(.)	-	.␣
pr028:013	pr028:013	pr028:013	VERSE	Snl␣28:13␣
pr028:013	-	(@)	-	Joka␣
pr028:013	2	@	-	rikkomuksensa␣
pr028:013	1	@	-	salaa
pr028:013	-	(,)	-	,␣
pr028:013	4	(@)	-	se␣
pr028:013	3	@	-	ei␣
pr028:013	4	@	-	menesty
pr028:013	-	(;)	-	;␣
pr028:013	5a	@	-	mutta␣
pr028:013	-	(@)	-	joka␣
pr028:013	-	(@)	-	ne␣
pr028:013	5b	@	-	tunnustaa␣
pr028:013	6a	@	-	ja␣
pr028:013	6b	@	-	hylkää
pr028:013	-	(,)	-	,␣
pr028:013	7	(@)	-	se␣
pr028:013	7	@	-	saa␣
pr028:013	7	@	-	armon
pr028:013	-	(.)	-	.␣
pr028:014	pr028:014	pr028:014	VERSE	Snl␣28:14␣
pr028:014	1	@	-	Onnellinen␣
pr028:014	-	(@)	-	se␣
pr028:014	2	@	-	ihminen
pr028:014	-	(,)	-	,␣
pr028:014	-	(@)	-	joka␣
pr028:014	4	@	-	aina␣
pr028:014	3	@	-	on␣
pr028:014	3	@	-	aralla␣
pr028:014	3	@	-	tunnolla
pr028:014	-	(;)	-	;␣
pr028:014	5a	@	-	mutta␣
pr028:014	-	(@)	-	joka␣
pr028:014	6	@	-	sydämensä␣
pr028:014	5b	@	-	paaduttaa
pr028:014	-	(,)	-	,␣
pr028:014	7	(@)	-	se␣
pr028:014	8b	@	-	onnettomuuteen␣
pr028:014	8a	%case	LOC	
pr028:014	7	@	-	lankeaa
pr028:014	-	(.)	-	.␣
pr028:015	pr028:015	pr028:015	VERSE	Snl␣28:15␣
pr028:015	-	(@)	-	Kuin␣
pr028:015	2	@	-	muriseva␣
pr028:015	1	@	-	leijona␣
pr028:015	3a	@	-	ja␣
pr028:015	4	@	-	ahnas␣
pr028:015	3b	@	-	karhu␣
pr028:015	-	(@)	-	on␣
pr028:015	9	@	-	kurjan␣
pr028:015	8	@	-	kansan␣
pr028:015	7	%case	GEN	
pr028:015	6	@	-	jumalaton␣
pr028:015	5	@	-	hallitsija
pr028:015	-	(.)	-	.␣
pr028:016	pr028:016	pr028:016	VERSE	Snl␣28:16␣
pr028:016	2 3	@	-	Vähätaitoinen␣
pr028:016	1	@	-	ruhtinas␣
pr028:016	(4a)	-	UNTRANSLATED	
pr028:016	4b	@	-	runsaasti␣
pr028:016	5	@	-	kiskoo
pr028:016	-	(,)	-	,␣
pr028:016	-	(@)	-	mutta␣
pr028:016	8	@	-	väärän␣
pr028:016	8	@	-	voiton␣
pr028:016	7	@	-	vihaaja␣
pr028:016	9	(@)	-	saa␣
pr028:016	9	@	-	elää␣
pr028:016	10	@	-	kauan
pr028:016	-	(.)	-	.␣
pr028:017	pr028:017	pr028:017	VERSE	Snl␣28:17␣
pr028:017	1	@	-	Ihmisen
pr028:017	-	(,)	-	,␣
pr028:017	-	(@)	-	jota␣
pr028:017	3b 4	@	-	verivelka␣
pr028:017	3a	%case	NOM	
pr028:017	2	@	-	painaa
pr028:017	-	(,)	-	,␣
pr028:017	7	(@)	-	on␣
pr028:017	7	@	-	pakoiltava␣
pr028:017	-	(@)	-	hamaan␣
pr028:017	6	@	-	hautaan␣
pr028:017	5	@	-	asti
pr028:017	-	(;)	-	;␣
pr028:017	8	@	-	älköön␣
pr028:017	10	@	-	häntä␣
pr028:017	9	@	-	suojeltako
pr028:017	-	(.)	-	.␣
pr028:018	pr028:018	pr028:018	VERSE	Snl␣28:18␣
pr028:018	2	@	-	Nuhteettomasti␣
pr028:018	1	@	-	vaeltavainen␣
pr028:018	3	@	-	saa␣
pr028:018	3	@	-	avun
pr028:018	-	(,)	-	,␣
pr028:018	4a	@	-	mutta␣
pr028:018	5	@	-	kahdella␣
pr028:018	5	@	-	tiellä␣
pr028:018	4b	@	-	mutkittelija␣
pr028:018	7b	@	-	kerralla␣
pr028:018	7a	%case	LOC	
pr028:018	6	@	-	kaatuu
pr028:018	-	(.)	-	.␣
pr028:019	pr028:019	pr028:019	VERSE	Snl␣28:19␣
pr028:019	-	(@)	-	Joka␣
pr028:019	2	@	-	peltonsa␣
pr028:019	1	@	-	viljelee
pr028:019	-	(,)	-	,␣
pr028:019	3	@	-	saa␣
pr028:019	4	@	-	leipää␣
pr028:019	3	@	-	kyllin
pr028:019	-	(,)	-	,␣
pr028:019	5a	@	-	mutta␣
pr028:019	6	@	-	tyhjän␣
pr028:019	5b	@	-	tavoittelija␣
pr028:019	7	@	-	saa␣
pr028:019	8	@	-	köyhyyttä␣
pr028:019	7	@	-	kyllin
pr028:019	-	(.)	-	.␣
pr028:020	pr028:020	pr028:020	VERSE	Snl␣28:20␣
pr028:020	2	@	-	Luotettava␣
pr028:020	1	@	-	mies␣
pr028:020	-	(@)	-	saa␣
pr028:020	3	@	-	runsaan␣
pr028:020	4	@	-	siunauksen
pr028:020	-	(,)	-	,␣
pr028:020	5a	@	-	mutta␣
pr028:020	-	(@)	-	jolla␣
pr028:020	5b	@	-	on␣
pr028:020	5b	@	-	kiihko␣
pr028:020	6b	@	-	rikastua
pr028:020	6a	%case	LAT	
pr028:020	-	(,)	-	,␣
pr028:020	-	(@)	-	se␣
pr028:020	7	@	-	ei␣
pr028:020	8	@	-	rankaisematta␣
pr028:020	8	@	-	jää
pr028:020	-	(.)	-	.␣
pr028:021	pr028:021	pr028:021	VERSE	Snl␣28:21␣
pr028:021	3	@	-	Ei␣
pr028:021	-	(@)	-	ole␣
pr028:021	4	@	-	hyvä␣
pr028:021	2	@	-	henkilöön␣
pr028:021	1	@	-	katsoa
pr028:021	-	(,)	-	,␣
pr028:021	5a	@	-	mutta␣
pr028:021	6 7	@	-	leipäpalankin␣
pr028:021	5b	@	-	tähden␣
pr028:021	8	@	-	rikkomus␣
pr028:021	8	@	-	tehdään
pr028:021	9	%inflection	PSS.PRES	
pr028:021	-	(.)	-	.␣
pr028:022	pr028:022	pr028:022	VERSE	Snl␣28:22␣
pr028:022	4 5	@	-	Pahansuova␣
pr028:022	3	%case	NOM	
pr028:022	1	@	-	haluaa␣
pr028:022	1	@	-	kiihkeästi␣
pr028:022	2b	@	-	varallisuutta␣
pr028:022	2a	%case	PTV	
pr028:022	6b	@	-	eikä␣
pr028:022	6a	%clitic	kA	
pr028:022	7	@	-	tiedä
pr028:022	-	(,)	-	,␣
pr028:022	8	@	-	että␣
pr028:022	pers%10	@	-	hänet␣
pr028:022	10	@	-	tapaa␣
pr028:022	9	@	-	puute
pr028:022	-	(.)	-	.␣
pr028:023	pr028:023	pr028:023	VERSE	Snl␣28:23␣
pr028:023	-	(@)	-	Joka␣
pr028:023	2	@	-	toista␣
pr028:023	1	@	-	nuhtelee
pr028:023	-	(,)	-	,␣
pr028:023	3	@	-	niinkuin␣
pr028:023	pers%3	@	-	minä␣
pr028:023	-	(@)	-	neuvon
pr028:023	-	(,)	-	,␣
pr028:023	5	@	-	saa␣
pr028:023	4	@	-	suosiota␣
pr028:023	6a	@	-	enemmän␣
pr028:023	6a	@	-	kuin␣
pr028:023	-	(@)	-	se
pr028:023	-	(,)	-	,␣
pr028:023	-	(@)	-	joka␣
pr028:023	7	@	-	kielellänsä␣
pr028:023	6b	@	-	liehakoitsee
pr028:023	-	(.)	-	.␣
pr028:024	pr028:024	pr028:024	VERSE	Snl␣28:24␣
pr028:024	-	(@)	-	Joka␣
pr028:024	2	@	-	isältään␣
pr028:024	3a	@	-	ja␣
pr028:024	3b	@	-	äidiltään␣
pr028:024	1	@	-	riistää␣
pr028:024	4a	@	-	ja␣
pr028:024	4b	@	-	sanoo
pr028:024	-	(:)	-	:␣
pr028:024	-	(@)	-	"
pr028:024	5	@	-	Ei␣
pr028:024	-	(@)	-	tämä␣
pr028:024	5	@	-	ole␣
pr028:024	6	@	-	rikos
pr028:024	-	(@)	-	"
pr028:024	-	(,)	-	,␣
pr028:024	8	@	-	se␣
pr028:024	-	(@)	-	on␣
pr028:024	10	@	-	tuhontekijän␣
pr028:024	9a 9b	%case	GEN	
pr028:024	7	@	-	toveri
pr028:024	-	(.)	-	.␣
pr028:025	pr028:025	pr028:025	VERSE	Snl␣28:25␣
pr028:025	1 2	@	-	Tavaranahne␣
pr028:025	3	@	-	nostaa␣
pr028:025	4	@	-	riidan
pr028:025	-	(,)	-	,␣
pr028:025	5a	@	-	mutta␣
pr028:025	7	@	-	Herraan␣
pr028:025	6	%case	LOC	
pr028:025	5b	@	-	luottavainen␣
pr028:025	8	(@)	-	tulee␣
pr028:025	8	@	-	ravituksi
pr028:025	-	(.)	-	.␣
pr028:026	pr028:026	pr028:026	VERSE	Snl␣28:26␣
pr028:026	pers%2b	@	-	Omaan␣
pr028:026	2b	@	-	sydämeensä␣
pr028:026	2a	%case	LOC	
pr028:026	1	@	-	luottavainen␣
pr028:026	3	@	-	on␣
pr028:026	4	@	-	tyhmä
pr028:026	-	(,)	-	,␣
pr028:026	5a	@	-	mutta␣
pr028:026	6b	@	-	viisaudessa␣
pr028:026	6a	%case	LOC	
pr028:026	5b	@	-	vaeltava␣
pr028:026	8	@	-	pelastuu
pr028:026	7	%inflection	DER.ACT.PRES.3S	
pr028:026	-	(.)	-	.␣
pr028:027	pr028:027	pr028:027	VERSE	Snl␣28:27␣
pr028:027	-	(@)	-	Joka␣
pr028:027	2b	@	-	köyhälle␣
pr028:027	2a	%case	LOC	
pr028:027	1	@	-	antaa
pr028:027	-	(,)	-	,␣
pr028:027	-	(@)	-	se␣
pr028:027	3	@	-	ei␣
pr028:027	4	@	-	puutteeseen␣
pr028:027	3	@	-	joudu
pr028:027	-	(;)	-	;␣
pr028:027	5a	@	-	mutta␣
pr028:027	-	(@)	-	joka␣
pr028:027	6	@	-	silmänsä␣
pr028:027	-	(@)	-	häneltä␣
pr028:027	5b	@	-	sulkee
pr028:027	-	(,)	-	,␣
pr028:027	-	(@)	-	saa␣
pr028:027	8	@	-	kirouksia␣
pr028:027	7	@	-	paljon
pr028:027	-	(.)	-	.␣
pr028:028	pr028:028	pr028:028	VERSE	Snl␣28:28␣
pr028:028	1a	@	-	Kun␣
pr028:028	2	@	-	jumalattomat␣
pr028:028	1b	@	-	nousevat
pr028:028	-	(,)	-	,␣
pr028:028	3	@	-	piileksivät␣
pr028:028	4	@	-	ihmiset
pr028:028	-	(;)	-	;␣
pr028:028	5a	@	-	mutta␣
pr028:028	5b	@	-	kun␣
pr028:028	pers%5c	@	-	he␣
pr028:028	5c	@	-	hukkuvat
pr028:028	-	(,)	-	,␣
pr028:028	-	(@)	-	niin␣
pr028:028	7	@	-	hurskaat␣
pr028:028	6	@	-	enentyvät
pr028:028	-	(.)	-	.␣
pr029:001	pr029:001	pr029:001	VERSE	Snl␣29:1␣
pr029:001	2	@	-	Kuritusta␣
pr029:001	2	@	-	saanut␣
pr029:001	1	@	-	mies
pr029:001	-	(,)	-	,␣
pr029:001	-	(@)	-	joka␣
pr029:001	3 4	@	-	niskurina␣
pr029:001	3 4	@	-	pysyy
pr029:001	-	(,)	-	,␣
