mt001:001	1	βίβλος/976/0974	NOM.FEM.SG	Βίβλος	biblos
mt025:015	14	κατά/2596/2576	PREP	κατὰ	kata
mt025:015	15	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt025:015	16	ἴδιος/2398/2379	ADJ.ACC.FEM.SG	ἰδίαν	idian
mt025:015	17a	δύναμις/1411/1413	ACC.FEM.SG	δύναμιν	dynamin
mt025:015	17b	-/-/-	-	,	,
mt025:015	18	καί/2532/2515	CNJ	καὶ	kai
mt025:015	19a	ἀποδημέω/589&5656/0589	AOR.ACT.IND.3sg	ἀπεδήμησεν	apedēmēsen
mt025:015	19b	-/-/-	-	.	.
mt025:015	20	εὐθέως/2112/2100	ADV	Εὐθέως	eutheōs
mt025:016	1	πορεύομαι/4198&5679/4061	AOR.PASS/DEP.PART.NOM.MASC.SG	πορευθεὶς	poreutheis
mt025:016	2	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:016	3	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:016	4	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:016	5	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:016	6	λαμβάνω/2983&5631/2972	2AOR.ACT.PART.NOM.MASC.SG	λαβὼν	labōn
mt025:016	7	ἐργάζομαι/2038&5662/2032	AOR.MID/DEP.IND.3sg	ἠργάσατο	ērgasato
mt025:016	8	ἐν/1722/1714	PREP	ἐν	en
mt025:016	9	αὐτός/846/0841	PRON.DAT.NEUT.PL	αὐτοῖς	autois
mt025:016	10	καί/2532/2515	CNJ	καὶ	kai
mt025:016	11	κερδαίνω/2770&5656/2754	AOR.ACT.IND.3sg	ἐκέρδησεν	ekerdēsen
mt025:016	12	ἄλλος/243/0241	ADJ.ACC.NEUT.PL	ἄλλα	alla
mt025:016	13a	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:016	13b	-/-/-	-	·	·
mt025:017	1	ὡσαύτως/5615/5448	ADV	ὡσαύτως	hōsautōs
mt025:017	2	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:017	3	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:017	4	δύο/1417/1419	ADJ.NOM.IU	δύο	dyo
mt025:017	5	κερδαίνω/2770&5656/2754	AOR.ACT.IND.3sg	ἐκέρδησεν	ekerdēsen
mt025:017	6	ἄλλος/243/0241	ADJ.ACC.NEUT.PL	ἄλλα	alla
mt025:017	7a	δύο/1417/1419	ADJ.NOM.IU	δύο	dyo
mt025:017	7b	-/-/-	-	.	.
mt025:018	1	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:018	2	δέ/1161/1160	CNJ	δὲ	de
mt025:018	3	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:018	4	εἷς/1520/-	ADJ.ACC.NEUT.SG	ἓν	hen
mt025:018	5	λαμβάνω/2983&5631/2972	2AOR.ACT.PART.NOM.MASC.SG	λαβὼν	labōn
mt025:018	6	ἀπέρχομαι/565&5631/0567	2AOR.ACT.PART.NOM.MASC.SG	ἀπελθὼν	apelthōn
mt025:018	7	ὀρύσσω/3736&5656/3604	AOR.ACT.IND.3sg	ὤρυξεν	ōryksen
mt025:018	8	γῆ/1093/1092	ACC.FEM.SG	γῆν	gēn
mt025:018	9	καί/2532/2515	CNJ	καὶ	kai
mt025:018	10	κρύπτω/2928&5656/2914	AOR.ACT.IND.3sg	ἔκρυψεν	ekrypsen
mt025:018	11	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:018	12	ἀργύριον/694/0690	ACC.NEUT.SG	ἀργύριον	argyrion
mt025:018	13	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt025:018	14	κύριος/2962/2950	GEN.MASC.SG	κυρίου	kyriū
mt025:018	15a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:018	15b	-/-/-	-	.	.
mt025:019	1	μετά/3326/3207	PREP	μετὰ	meta
mt025:019	2	δέ/1161/1160	CNJ	δὲ	de
mt025:019	3	πολύς/4183/4047	ADJ.ACC.MASC.SG	πολὺν	polyn
mt025:019	4	χρόνος/5550/5386	ACC.MASC.SG	χρόνον	khronon
mt025:019	5	ἔρχομαι/2064&5736/2056	PRES.MID/PASS/DEP.IND.3sg	ἔρχεται	erkhetai
mt025:019	6	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:019	7	κύριος/2962/2950	NOM.MASC.SG	κύριος	kyrios
mt025:019	8	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt025:019	9	δοῦλος /1401/-	GEN.MASC.PL	δούλων	dūlōn
mt025:019	10	ἐκεῖνος/1565/1556	DEM.GEN.PL.MASC	ἐκείνων	ekeinōn
mt025:019	11	καί/2532/2515	CNJ	καὶ	kai
mt025:019	12	συναίρω/4868&5719/4722	PRES.ACT.IND.3sg	συναίρει	synairei
mt025:019	13	λόγος/3056/3044	ACC.MASC.SG	λόγον	logon
mt025:019	14	μετά/3326/3207	PREP	μετ’	met
mt025:019	15a	αὐτός/846/0841	PRON.GEN.MASC.PL	αὐτῶν	autōn
mt025:019	15b	-/-/-	-	.	.
mt025:020	1	καί/2532/2515	CNJ	καὶ	kai
mt025:020	2	προσέρχομαι/4334&5631/4196	2AOR.ACT.PART.NOM.MASC.SG	προσελθὼν	proselthōn
mt025:020	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:020	4	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:020	5	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:020	6	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:020	7	λαμβάνω/2983&5631/2972	2AOR.ACT.PART.NOM.MASC.SG	λαβὼν	labōn
mt025:020	8	προσφέρω/4374&5656/4237	AOR.ACT.IND.3sg	προσήνεγκεν	prosēnegken
mt025:020	9	ἄλλος/243/0241	ADJ.ACC.NEUT.PL	ἄλλα	alla
mt025:020	10	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:020	11	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:020	12a	λέγω/3004&5723/2992	PRES.ACT.PART.NOM.MASC.SG	λέγων	legōn
mt025:020	12b	-/-/-	-	-	-
mt025:020	13a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt025:020	13b	-/-/-	-	,	,
mt025:020	14	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:020	15	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντά	talanta
mt025:020	16	ἐγώ/1473/1476	PRON.DAT.1sg	μοι	moi
mt025:020	17a	παραδίδωμι/3860&5656/3724	AOR.ACT.IND.2sg	παρέδωκας	paredōkas
mt025:020	17b	-/-/-	-	·	·
mt025:020	18	ὁράω/3708&5628/3577	2AOR.ACT.IMP.2sg	ἴδε	ide
mt025:020	19	ἄλλος/243/0241	ADJ.ACC.NEUT.PL	ἄλλα	alla
mt025:020	20	πέντε/4002/3867	ADJ.NOM.IU	πέντε	pente
mt025:020	21	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:020	22a	κερδαίνω/2770&5656/2754	AOR.ACT.IND.1sg	ἐκέρδησα	ekerdēsa
mt025:020	22b	-/-/-	-	.	.
mt025:021	1	φημί/5346&5707/5187	IMPF.ACT.IND.3sg	ἔφη	efē
mt025:021	2	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt025:021	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:021	4	κύριος/2962/2950	NOM.MASC.SG	κύριος	kyrios
mt025:021	5a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:021	5b	-/-/-	-	-	-
mt025:021	6a	εὖ/2095/2082	ADV	Εὖ	eu
mt025:021	6b	-/-/-	-	,	,
mt025:021	7	δοῦλος /1401/-	VOC.MASC.SG	δοῦλε	dūle
mt025:021	8	ἀγαθός/18/0018	ADJ.VOC.MASC.SG	ἀγαθὲ	agathe
mt025:021	9	καί/2532/2515	CNJ	καὶ	kai
mt025:021	10a	πιστός/4103/3969	ADJ.VOC.MASC.SG	πιστέ	piste
mt025:021	10b	-/-/-	-	,	,
mt025:021	11	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt025:021	12	ὀλίγος/3641/3510	ADJ.ACC.NEUT.PL	ὀλίγα	oliga
mt025:021	13	εἰμί/1510&5707/1504	IMPF.ACT.IND.2sg	ἦς	ēs
mt025:021	14a	πιστός/4103/3969	ADJ.NOM.MASC.SG	πιστός	pistos
mt025:021	14b	-/-/-	-	,	,
mt025:021	15	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt025:021	16	πολύς/4183/4047	ADJ.GEN.NEUT.PL	πολλῶν	pollōn
mt025:021	17	σύ/4771/4624	PRON.ACC.2sg	σε	se
mt025:021	18a	καθίστημι/2525&5692/2507	FUT.ACT.IND.1sg	καταστήσω	katastēsō
mt025:021	18b	-/-/-	-	·	·
mt025:021	19	εἰσέρχομαι/1525&5628/1519	2AOR.ACT.IMP.2sg	εἴσελθε	eiselthe
mt025:021	20	εἰς/1519/1513	PREP	εἰς	eis
mt025:021	21	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt025:021	22	χαρά/5479/5318	ACC.FEM.SG	χαρὰν	kharan
mt025:021	23	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt025:021	24	κύριος/2962/2950	GEN.MASC.SG	κυρίου	kyriū
mt025:021	25a	σύ/4771/4624	PRON.GEN.2sg	σου	sū
mt025:021	25b	-/-/-	-	.	.
mt025:022	1a	προσέρχομαι/4334&5631/4196	2AOR.ACT.PART.NOM.MASC.SG	προσελθὼν	proselthōn
mt025:022	1b	-/-/-	-	-	-
mt025:022	2a	-/-/-	-	-	-
mt025:022	2b	-/-/-	-	-	-
mt025:022	3	καί/2532/2515	CNJ	καὶ	kai
mt025:022	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:022	5	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:022	6	δύο/1417/1419	ADJ.NOM.IU	δύο	dyo
mt025:022	7	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:022	8a	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt025:022	8b	-/-/-	-	-	-
mt025:022	9a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt025:022	9b	-/-/-	-	,	,
mt025:022	10	δύο/1417/1419	ADJ.NOM.IU	δύο	dyo
mt025:022	11	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντά	talanta
mt025:022	12	ἐγώ/1473/1476	PRON.DAT.1sg	μοι	moi
mt025:022	13a	παραδίδωμι/3860&5656/3724	AOR.ACT.IND.2sg	παρέδωκας	paredōkas
mt025:022	13b	-/-/-	-	·	·
mt025:022	14	ὁράω/3708&5628/3577	2AOR.ACT.IMP.2sg	ἴδε	ide
mt025:022	15	ἄλλος/243/0241	ADJ.ACC.NEUT.PL	ἄλλα	alla
mt025:022	16	δύο/1417/1419	ADJ.NOM.IU	δύο	dyo
mt025:022	17	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:022	18a	κερδαίνω/2770&5656/2754	AOR.ACT.IND.1sg	ἐκέρδησα	ekerdēsa
mt025:022	18b	-/-/-	-	.	.
mt025:023	1	φημί/5346&5707/5187	IMPF.ACT.IND.3sg	ἔφη	efē
mt025:023	2	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt025:023	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:023	4	κύριος/2962/2950	NOM.MASC.SG	κύριος	kyrios
mt025:023	5a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:023	5b	-/-/-	-	-	-
mt025:023	6a	εὖ/2095/2082	ADV	Εὖ	eu
mt025:023	6b	-/-/-	-	,	,
mt025:023	7	δοῦλος /1401/-	VOC.MASC.SG	δοῦλε	dūle
mt025:023	8	ἀγαθός/18/0018	ADJ.VOC.MASC.SG	ἀγαθὲ	agathe
mt025:023	9	καί/2532/2515	CNJ	καὶ	kai
mt025:023	10a	πιστός/4103/3969	ADJ.VOC.MASC.SG	πιστέ	piste
mt025:023	10b	-/-/-	-	,	,
mt025:023	11	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt025:023	12	ὀλίγος/3641/3510	ADJ.ACC.NEUT.PL	ὀλίγα	oliga
mt025:023	13	εἰμί/1510&5707/1504	IMPF.ACT.IND.2sg	ἦς	ēs
mt025:023	14a	πιστός/4103/3969	ADJ.NOM.MASC.SG	πιστός	pistos
mt025:023	14b	-/-/-	-	,	,
mt025:023	15	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt025:023	16	πολύς/4183/4047	ADJ.GEN.NEUT.PL	πολλῶν	pollōn
mt025:023	17	σύ/4771/4624	PRON.ACC.2sg	σε	se
mt025:023	18a	καθίστημι/2525&5692/2507	FUT.ACT.IND.1sg	καταστήσω	katastēsō
mt025:023	18b	-/-/-	-	·	·
mt025:023	19	εἰσέρχομαι/1525&5628/1519	2AOR.ACT.IMP.2sg	εἴσελθε	eiselthe
mt025:023	20	εἰς/1519/1513	PREP	εἰς	eis
mt025:023	21	ὁ/3588/3455	ART.ACC.FEM.SG	τὴν	tēn
mt025:023	22	χαρά/5479/5318	ACC.FEM.SG	χαρὰν	kharan
mt025:023	23	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt025:023	24	κύριος/2962/2950	GEN.MASC.SG	κυρίου	kyriū
mt025:023	25a	σύ/4771/4624	PRON.GEN.2sg	σου	sū
mt025:023	25b	-/-/-	-	.	.
mt025:024	1	προσέρχομαι/4334&5631/4196	2AOR.ACT.PART.NOM.MASC.SG	προσελθὼν	proselthōn
mt025:024	2	δέ/1161/1160	CNJ	δὲ	de
mt025:024	3	καί/2532/2515	CNJ	καὶ	kai
mt025:024	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:024	5	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:024	6	εἷς/1520/-	ADJ.ACC.NEUT.SG	ἓν	hen
mt025:024	7	τάλαντον/5007/4861	ACC.NEUT.SG	τάλαντον	talanton
mt025:024	8	λαμβάνω/2983&5756/2972	2PERF.ACT.PART.NOM.MASC.SG	εἰληφὼς	eilēfōs
mt025:024	9a	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt025:024	9b	-/-/-	-	-	-
mt025:024	10a	κύριος/2962/2950	VOC.MASC.SG	Κύριε	kyrie
mt025:024	10b	-/-/-	-	,	,
mt025:024	11	γινώσκω/1097&5627/1096	2AOR.ACT.IND.1sg	ἔγνων	egnōn
mt025:024	12	σύ/4771/4624	PRON.ACC.2sg	σε	se
mt025:024	13	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt025:024	14	σκληρός/4642/4501	ADJ.NOM.MASC.SG	σκληρὸς	sklēros
mt025:024	15	εἰμί/1510&5719/1504	PRES.ACT.IND.2sg	εἶ	ei
mt025:024	16a	ἄνθρωπος/444/0450	NOM.MASC.SG	ἄνθρωπος	anthrōpos
mt025:024	16b	-/-/-	-	,	,
mt025:024	17	θερίζω/2325&5723/2307	PRES.ACT.PART.NOM.MASC.SG	θερίζων	theridzōn
mt025:024	18	ὅπου/3699/3568	ADV	ὅπου	hopū
mt025:024	19	οὐ/3756/3624	PRART.NOM	οὐκ	ūk
mt025:024	20	σπείρω/4687&5656/4543	AOR.ACT.IND.2sg	ἔσπειρας,	espeiras,
mt025:024	21	καί/2532/2515	CNJ	καὶ	kai
mt025:024	22	συνάγω/4863&5723/4717	PRES.ACT.PART.NOM.MASC.SG	συνάγων	synagōn
mt025:024	23	ὅθεν/3606/3472	ADV	ὅθεν	hothen
mt025:024	24	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt025:024	25a	διασκορπίζω/1287&5656/1285	AOR.ACT.IND.2sg	διεσκόρπισας	dieskorpisas
mt025:024	25b	-/-/-	-	·	·
mt025:025	1	καί/2532/2515	CNJ	καὶ	kai
mt025:025	2	φοβέω/5399&5679/5240	AOR.PASS/DEP.PART.NOM.MASC.SG	φοβηθεὶς	fobētheis
mt025:025	3	ἀπέρχομαι/565&5631/0567	2AOR.ACT.PART.NOM.MASC.SG	ἀπελθὼν	apelthōn
mt025:025	4	κρύπτω/2928&5656/2914	AOR.ACT.IND.1sg	ἔκρυψα	ekrypsa
mt025:025	5	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:025	6	τάλαντον/5007/4861	ACC.NEUT.SG	τάλαντόν	talanton
mt025:025	7	σύ/4771/4624	PRON.GEN.2sg	σου	sū
mt025:025	8	ἐν/1722/1714	PREP	ἐν	en
mt025:025	9	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt025:025	10a	γῆ/1093/1092	DAT.FEM.SG	γῇ	gē
mt025:025	10b	-/-/-	-	·	·
mt025:025	11	ὁράω/3708&5628/3577	2AOR.ACT.IMP.2sg	ἴδε	ide
mt025:025	12	ἔχω/2192&5719/2182	PRES.ACT.IND.2sg	ἔχεις	ekheis
mt025:025	13	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:025	14a	σός/4674/4531	POSS.2sg.ASN	σόν	son
mt025:025	14b	-/-/-	-	.	.
mt025:026	1	ἀποκρίνομαι/611&5679/0611	AOR.PASS/DEP.PART.NOM.MASC.SG	ἀποκριθεὶς	apokritheis
mt025:026	2	δέ/1161/1160	CNJ	δὲ	de
mt025:026	3	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:026	4	κύριος/2962/2950	NOM.MASC.SG	κύριος	kyrios
mt025:026	5	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:026	6	λέγω/3004&5627/2992	2AOR.ACT.IND.3sg	εἶπεν	eipen
mt025:026	7a	αὐτός/846/0841	PRON.DAT.MASC.SG	αὐτῷ	autō
mt025:026	7b	-/-/-	-	-	-
mt025:026	8	πονηρός/4190/4054	ADJ.VOC.MASC.SG	Πονηρὲ	ponēre
mt025:026	9	δοῦλος /1401/-	VOC.MASC.SG	δοῦλε	dūle
mt025:026	10	καί/2532/2515	CNJ	καὶ	kai
mt025:026	11a	ὀκνηρός/3636/3504	ADJ.VOC.MASC.SG	ὀκνηρέ	oknēre
mt025:026	11b	-/-/-	-	,	,
mt025:026	12	οἶδα/1492&5714/3475	2PPFV.ACT.IND.2sg	ᾔδεις	ēdeis
mt025:026	13	ὅτι/3754/3621	CNJ	ὅτι	hoti
mt025:026	14	θερίζω/2325&5719/2307	PRES.ACT.IND.1sg	θερίζω	theridzō
mt025:026	15	ὅπου/3699/3568	ADV	ὅπου	hopū
mt025:026	16	οὐ/3756/3624	PRART.NOM	οὐκ	ūk
mt025:026	17	σπείρω/4687&5656/4543	AOR.ACT.IND.1sg	ἔσπειρα,	espeira,
mt025:026	18	καί/2532/2515	CNJ	καὶ	kai
mt025:026	19	συνάγω/4863&5719/4717	PRES.ACT.IND.1sg	συνάγω	synagō
mt025:026	20	ὅθεν/3606/3472	ADV	ὅθεν	hothen
mt025:026	21	οὐ/3756/3624	PRART.NOM	οὐ	ū
mt025:026	22a	διασκορπίζω/1287&5656/1285	AOR.ACT.IND.1sg	διεσκόρπισα	dieskorpisa
mt025:026	22b	-/-/-	-	;	;
mt025:027	1	δεῖ/1163&5707/1162	IMPF.ACT.IND.3sg	ἔδει	edei
mt025:027	2	σύ/4771/4624	PRON.ACC.2sg	σε	se
mt025:027	3	οὖν/3767/3635	CNJ	οὖν	ūn
mt025:027	4	βάλλω/906&5629/0904	2AOR.ACT.INF	βαλεῖν	balein
mt025:027	5	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:027	6	ἀργύριον/694/0690	ACC.NEUT.PL	ἀργύριά	argyria
mt025:027	7	ἐγώ/1473/1476	PRON.GEN.1sg	μου	mū
mt025:027	8	ὁ/3588/3455	ART.DAT.MASC.PL	τοῖς	tois
mt025:027	9a	τραπεζίτης/5133/4973	DAT.MASC.PL	τραπεζείταις	trapedzeitais
mt025:027	9b	-/-/-	-	,	,
mt025:027	10	καί/2532/2515	CNJ	καὶ	kai
mt025:027	11	ἔρχομαι/2064&5631/2056	2AOR.ACT.PART.NOM.MASC.SG	ἐλθὼν	elthōn
mt025:027	12	ἐγώ/1473/1476	PRON.NOM.1sg	ἐγὼ	egō
mt025:027	13	κομίζω/2865&5668/2850	AOR.MID.IND.1sg	ἐκομισάμην	ekomisamēn
mt025:027	14	ἄν/302/0304	PRT	ἂν	an
mt025:027	15	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:027	16	ἐμός/1699/1691	POSS.1sg.ASN	ἐμὸν	emon
mt025:027	17	σύν/4862/4716	PREP	σὺν	syn
mt025:027	18a	τόκος/5110/4959	DAT.MASC.SG	τόκῳ	tokō
mt025:027	18b	-/-/-	-	.	.
mt025:028	1	αἴρω/142&5657/0144	AOR.ACT.IMP.2pl	ἄρατε	arate
mt025:028	2	οὖν/3767/3635	CNJ	οὖν	ūn
mt025:028	3	ἀπό/575/0575	PREP	ἀπ’	ap
mt025:028	4	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:028	5	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:028	6	τάλαντον/5007/4861	ACC.NEUT.SG	τάλαντον	talanton
mt025:028	7	καί/2532/2515	CNJ	καὶ	kai
mt025:028	8	δίδωμι/1325&5628/1323	2AOR.ACT.IMP.2pl	δότε	dote
mt025:028	9	ὁ/3588/3455	ART.DAT.MASC.SG	τῷ	tō
mt025:028	10	ἔχω/2192&5723/2182	PRES.ACT.PART.DAT.MASC.SG	ἔχοντι	ekhonti
mt025:028	11	ὁ/3588/3455	ART.ACC.NEUT.PL	τὰ	ta
mt025:028	12	δέκα/1176/1175	ADJ.NOM.IU	δέκα	deka
mt025:028	13a	τάλαντον/5007/4861	ACC.NEUT.PL	τάλαντα	talanta
mt025:028	13b	-/-/-	-	·	·
mt025:029	1	ὁ/3588/3455	ART.DAT.MASC.SG	τῷ	tō
mt025:029	2	γάρ/1063/1062	CNJ	γὰρ	gar
mt025:029	3	ἔχω/2192&5723/2182	PRES.ACT.PART.DAT.MASC.SG	ἔχοντι	ekhonti
mt025:029	4	πᾶς/3956/3821	ADJ.DAT.MASC.SG	παντὶ	panti
mt025:029	5	δίδωμι/1325&5701/1323	FUT.PASS.IND.3sg	δοθήσεται	dothēsetai
mt025:029	6	καί/2532/2515	CNJ	καὶ	kai
mt025:029	7a	περισσεύω/4052&5701/3918	FUT.PASS.IND.3sg	περισσευθήσεται	perisseuthēsetai
mt025:029	7b	-/-/-	-	·	·
mt025:029	8	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt025:029	9	δέ/1161/1160	CNJ	δὲ	de
mt025:029	10	μή/3361/3243	PRART.NOM	μὴ	mē
mt025:029	11	ἔχω/2192&5723/2182	PRES.ACT.PART.GEN.MASC.SG	ἔχοντος	ekhontos
mt025:029	12	καί/2532/2515	CNJ	καὶ	kai
mt025:029	13	ὅς/3739/3607	REL.acc.SG.NEUT	ὃ	ho
mt025:029	14	ἔχω/2192&5719/2182	PRES.ACT.IND.3sg	ἔχει	ekhei
mt025:029	15	αἴρω/142&5701/0144	FUT.PASS.IND.3sg	ἀρθήσεται	arthēsetai
mt025:029	16	ἀπό/575/0575	PREP	ἀπ’	ap
mt025:029	17a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:029	17b	-/-/-	-	.	.
mt025:030	1	καί/2532/2515	CNJ	καὶ	kai
mt025:030	2	ὁ/3588/3455	ART.ACC.MASC.SG	τὸν	ton
mt025:030	3	ἀχρεῖος/888/0886	ADJ.ACC.MASC.SG	ἀχρεῖον	akhreion
mt025:030	4	δοῦλος /1401/-	ACC.MASC.SG	δοῦλον	dūlon
mt025:030	5	ἐκβάλλω/1544&5628/1537	2AOR.ACT.IMP.2pl	ἐκβάλετε	ekbalete
mt025:030	6	εἰς/1519/1513	PREP	εἰς	eis
mt025:030	7	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:030	8	σκότος/4655/4514	ACC.NEUT.SG	σκότος	skotos
mt025:030	9	ὁ/3588/3455	ART.ACC.NEUT.SG	τὸ	to
mt025:030	10a	ἐξώτερος/1857/1849	ADJ.ACC.NEUT.SG	ἐξώτερον	eksōteron
mt025:030	10b	-/-/-	-	·	·
mt025:030	11	ἐκεῖ/1563/1554	ADV	ἐκεῖ	ekei
mt025:030	12	εἰμί/1510&5695/1504	FUT.MID/DEP.IND.3sg	ἔσται	estai
mt025:030	13	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:030	14	κλαυθμός/2805/2790	NOM.MASC.SG	κλαυθμὸς	klauthmos
mt025:030	15	καί/2532/2515	CNJ	καὶ	kai
mt025:030	16	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:030	17	βρυγμός/1030/1028	NOM.MASC.SG	βρυγμὸς	brygmos
mt025:030	18	ὁ/3588/3455	ART.GEN.MASC.PL	τῶν	tōn
mt025:030	19a	ὀδούς/3599/3466	GEN.MASC.PL	ὀδόντων	odontōn
mt025:030	19b	-/-/-	-	.	.
mt025:031	1	ὅταν/3752/3619	CNJ	Ὅταν	hotan
mt025:031	2	δέ/1161/1160	CNJ	δὲ	de
mt025:031	3	ἔρχομαι/2064&5632/2056	2AOR.ACT.SBJV.3sg	ἔλθῃ	elthē
mt025:031	4	ὁ/3588/3455	ART.NOM.MASC.SG	ὁ	ho
mt025:031	5	υἱός/5207/-	NOM.MASC.SG	υἱὸς	huios
mt025:031	6	ὁ/3588/3455	ART.GEN.MASC.SG	τοῦ	tū
mt025:031	7	ἄνθρωπος/444/0450	GEN.MASC.SG	ἀνθρώπου	anthrōpū
mt025:031	8	ἐν/1722/1714	PREP	ἐν	en
mt025:031	9	ὁ/3588/3455	ART.DAT.FEM.SG	τῇ	tē
mt025:031	10	δόξα/1391/1393	DAT.FEM.SG	δόξῃ	doksē
mt025:031	11	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:031	12	καί/2532/2515	CNJ	καὶ	kai
mt025:031	13	πᾶς/3956/3821	ADJ.NOM.MASC.PL	πάντες	pantes
mt025:031	14	ὁ/3588/3455	ART.NOM.MASC.PL	οἱ	hoi
mt025:031	15	ἄγγελος/32/0033	NOM.MASC.PL	ἄγγελοι	angeloi
mt025:031	16	μετά/3326/3207	PREP	μετ’	met
mt025:031	17a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:031	17b	-/-/-	-	,	,
mt025:031	18	τότε/5119/4968	ADV	τότε	tote
mt025:031	19	καθίζω/2523&5692/2505	FUT.ACT.IND.3sg	καθίσει	kathisei
mt025:031	20	ἐπί/1909/1903	PREP	ἐπὶ	epi
mt025:031	21	θρόνος/2362/2344	GEN.MASC.SG	θρόνου	thronū
mt025:031	22	δόξα/1391/1393	GEN.FEM.SG	δόξης	doksēs
mt025:031	23a	αὐτός/846/0841	PRON.GEN.MASC.SG	αὐτοῦ	autū
mt025:031	23b	-/-/-	-	·	·
mt025:032	1	καί/2532/2515	CNJ	καὶ	kai
