1x001:001	1x001:001	1x001:001	VERSE	1Ak␣1:1␣
1x022:014	21a	myös	ADV	myös␣
1x022:014	23	hankkia	ACT.PCP2.PERF	hankkinut␣
1x022:014	21b	hirsi	PL.PTV	hirsiä␣
1x022:014	22a	ja	CNJ	ja␣
1x022:014	22b	kivi	PL.PTV	kiviä
1x022:014	-	(,)	PUNC	,␣
1x022:014	24a	ja	CNJ	ja␣
1x022:014	25	(sinä)	PERS.SG.NOM	sinä␣
1x022:014	25	(saada)	ACT.PRES.2S	saat␣
1x022:014	-	(hankkia)	INF1.LAT	hankkia␣
1x022:014	24b	vielä	ADV	vielä␣
1x022:014	25	lisää	ADV	lisää
1x022:014	-	(.)	PUNC	.␣
1x022:015	1x022:015	1x022:015	VERSE	1Ak␣22:15␣
1x022:015	(1a)	-	UNTRANSLATED	
1x022:015	2b	paljon	ADV.AD-A	Paljon␣
1x022:015	2a	%case	?	
1x022:015	-	(olla)	COP.ACT.PRES.3S	on␣
1x022:015	1b	sinä	PERS.SG.ADE	sinulla␣
1x022:015	-	(myös)	ADV.-CLITIC	myöskin␣
1x022:015	3 4	työ_mies	PL.PTV	työmiehiä
1x022:015	-	(,)	PUNC	,␣
1x022:015	5	kiven_hakkaaja	DER.PL.PTV	kivenhakkaajia
1x022:015	(6a)	-	UNTRANSLATED	
1x022:015	-	(,)	PUNC	,␣
1x022:015	6b 7	muurari	PL.PTV	muurareita
1x022:015	(8a)	-	UNTRANSLATED	
1x022:015	-	(,)	PUNC	,␣
1x022:015	8b	puu_seppä	PL.PTV	puuseppiä␣
1x022:015	9a	ja	CNJ	ja␣
1x022:015	(9b)	-	UNTRANSLATED	
1x022:015	11b	kaikkinainen	ADJ.SG.GEN	kaikkinaisen␣
1x022:015	12	työ	SG.GEN	työn␣
1x022:015	11a	%case	GEN	
1x022:015	10	taitaja	DER.PL.PTV	taitajia
1x022:015	-	(.)	PUNC	.␣
1x022:016	1x022:016	1x022:016	VERSE	1Ak␣22:16␣
1x022:016	1b	kulta	SG.ADE	Kullalla
1x022:016	1a	%case	LOC	
1x022:016	-	(,)	PUNC	,␣
1x022:016	2b	hopea	SG.ADE	hopealla
1x022:016	2a	%case	LOC	
1x022:016	(3a)	-	UNTRANSLATED	
1x022:016	-	(,)	PUNC	,␣
1x022:016	3c	vaski	SG.ADE	vaskella␣
1x022:016	3b	%case	LOC	
1x022:016	4a	ja	CNJ	ja␣
1x022:016	4c	rauta	SG.ADE	raudalla␣
1x022:016	4b	%case	LOC	
1x022:016	5	ei	NEGV.3S	ei␣
1x022:016	5	olla	COP.ACT.PRES.NEG	ole␣
1x022:016	6	määrä	SG.PTV	määrää
1x022:016	-	(.)	PUNC	.␣
1x022:016	7	nousta	ACT.IMP.2S	Nouse
1x022:016	(8a)	-	UNTRANSLATED	
1x022:016	-	(,)	PUNC	,␣
1x022:016	8b	ryhtyä	ACT.IMP.2S	ryhdy␣
1x022:016	8b	työ	SG.ILL	työhön
1x022:016	-	(,)	PUNC	,␣
1x022:016	9a	ja	CNJ	ja␣
1x022:016	10	Herra	SG.NOM	Herra␣
1x022:016	9b	olla	COP.ACT.IMP.3S	olkoon␣
1x022:016	pers%11	sinä	PERS.SG.GEN	sinun␣
1x022:016	11	kanssa	POST.-2	kanssasi
1x022:016	-	(!)	PUNC	!
1x022:016	-	(")	PUNC.RIGHT	"␣
1x022:017	1x022:017	1x022:017	VERSE	1Ak␣22:17␣
1x022:017	1a	ja	CNJ	Ja␣
1x022:017	2	Daavid	PR.SG.NOM	Daavid␣
1x022:017	1b	käskeä	ACT.PAST.3S	käski␣
1x022:017	3b	kaikki	INDEF.PL.PTV	kaikkia␣
1x022:017	3a	%case	PTV	
1x022:017	5	Israel	PR.SG.GEN	Israelin␣
1x022:017	4	pää_mies	PL.PTV	päämiehiä␣
1x022:017	6b	auttaa	INF3.ILL	auttamaan␣
1x022:017	6a	%case	LOC	
1x022:017	8	poika	SG.PTV.-3	poikaansa␣
1x022:017	7b	Salomo	PR.SG.PTV	Salomoa
1x022:017	7a	%case	PTV	
1x022:017	-	(,)	PUNC	,␣
1x022:017	-	(sanoa)	ACT.INF2.MAN	sanoen
1x022:017	-	(:)	PUNC	:␣
1x022:018	1x022:018	1x022:018	VERSE	1Ak␣22:18␣
1x022:018	-	(")	PUNC.LEFT	"
1x022:018	1b	olla	COP.ACT.PRES.3S.-CLITIC	Onhan␣
1x022:018	1a	%clitic	hAn	
1x022:018	2	Herra	SG.NOM	Herra
1x022:018	-	(,)	PUNC	,␣
1x022:018	pers%3	te	PERS.PL.GEN	teidän␣
1x022:018	3	Jumala	NOM&SGGEN.-2	Jumalanne
1x022:018	-	(,)	PUNC	,␣
1x022:018	-	(olla)	COP.ACT.PCP2.PERF	ollut␣
1x022:018	pers%4	te	PERS.PL.GEN	teidän␣
1x022:018	4	kanssa	POST.-2	kanssanne␣
1x022:018	5a	ja	CNJ	ja␣
1x022:018	5b	(suoda)	ACT.PCP2.PERF	suonut␣
1x022:018	6	te	PERS.PL.GEN	teidän␣
1x022:018	5b	päästä	INF1.LAT	päästä␣
1x022:018	7b	joka	REL.INDEF.SG.NOM	joka␣
1x022:018	7a	%case	NOM	
1x022:018	7b	taho	SG.ADE	taholla␣
1x022:018	5b	rauha	SG.ILL	rauhaan
1x022:018	-	(;)	PUNC	;␣
1x022:018	8	sillä	SUBORD	sillä␣
1x022:018	9	(hän)	PERS.SG.NOM	hän␣
1x022:018	9	(olla)	COP.ACT.PRES.3S	on␣
1x022:018	9	antaa	ACT.PCP2.PERF	antanut␣
1x022:018	(13a) 13b	maa	SG.GEN	maan␣
1x022:018	12	asukas	PL.NOM	asukkaat␣
1x022:018	11	%case	NOM	
1x022:018	pers%10b	minä	PERS.SG.GEN	minun␣
1x022:018	10b	käsi	PL.ILL.-1	käsiini␣
1x022:018	10a	%case	LOC	
1x022:018	14a	ja	CNJ	ja␣
1x022:018	(15a) 15b	maa	SG.NOM	maa␣
1x022:018	14b	(olla)	COP.ACT.PRES.3S	on␣
1x022:018	14b	tehdä	PSS.PCP2.PERF	tehty␣
1x022:018	14b	alamainen	ADJ.SG.TRA	alamaiseksi␣
1x022:018	17	Herra	SG.ALL	Herralle␣
1x022:018	16a 16b	%case	LOC	
1x022:018	18a	ja	CNJ	ja␣
1x022:018	pers%19	hän	PERS.SG.GEN	hänen␣
1x022:018	19	kansa	SG.ALL.-3	kansallensa
1x022:018	18b 18c	%case	LOC	
1x022:018	-	(.)	PUNC	.␣
1x022:019	1x022:019	1x022:019	VERSE	1Ak␣22:19␣
1x022:019	2	kääntää	ACT.IMP.2P	Kääntäkää␣
1x022:019	1	siis	ADV	siis␣
1x022:019	3	sydän	NOM&SGGEN.-2	sydämenne␣
1x022:019	4a	ja	CNJ	ja␣
1x022:019	4b	sielu	NOM&SGGEN.-2	sielunne␣
1x022:019	5b	etsiä	INF3.ILL	etsimään␣
1x022:019	5a	%case	LOC	
1x022:019	6b	Herra	SG.PTV	Herraa
1x022:019	6a	%case	PTV	
1x022:019	-	(,)	PUNC	,␣
1x022:019	7	Jumala	SG.PTV.-2	Jumalaanne
1x022:019	(8a)	-	UNTRANSLATED	
1x022:019	-	(;)	PUNC	;␣
1x022:019	8b	nousta	ACT.IMP.2P	nouskaa␣
1x022:019	9a	ja	CNJ	ja␣
1x022:019	9b	rakentaa	ACT.IMP.2P	rakentakaa␣
1x022:019	12	Herra	SG.GEN	Herran
1x022:019	-	(,)	PUNC	,␣
1x022:019	(13a) 13b	Jumala	SG.GEN	Jumalan
1x022:019	-	(,)	PUNC	,␣
1x022:019	11	pyhäkkö	SG.NOM	pyhäkkö
1x022:019	10	%case	NOM	
1x022:019	-	(,)	PUNC	,␣
1x022:019	14a	että	SUBORD	että␣
1x022:019	18	Herra	SG.GEN	Herran␣
1x022:019	16 17	liiton_arkki	SG.NOM	liitonarkki␣
1x022:019	15	%case	NOM	
1x022:019	19a	ja	CNJ	ja␣
1x022:019	(21a) 21b	Jumala	SG.GEN	Jumalan␣
1x022:019	20	pyhä	ADJ.PL.NOM	pyhät␣
1x022:019	19b	kalu,kalut	PL.NOM	kalut␣
1x022:019	14b	(voida)	PSS.COND	voitaisiin␣
1x022:019	14b	viedä	INF1.LAT	viedä␣
1x022:019	22b	temppeli	SG.ILL	temppeliin
1x022:019	22a	%case	LOC	
1x022:019	-	(,)	PUNC	,␣
1x022:019	23a	joka	REL.INDEF.SG.NOM	joka␣
1x022:019	23b	(olla)	COP.ACT.PRES.3S	on␣
1x022:019	23b	rakentaa	PSS.PCP1.NECE	rakennettava␣
1x022:019	25	Herra	SG.GEN	Herran␣
1x022:019	24b	nimi	SG.ALL	nimelle
1x022:019	24a	%case	LOC	
1x022:019	-	(.)	PUNC	.
1x022:019	-	(")	PUNC.RIGHT	"␣
1x023:001	1x023:001	1x023:001	VERSE	1Ak␣23:1␣
1x023:001	1a	kun	SUBORD	Kun␣
1x023:001	1b	Daavid	PR.SG.NOM	Daavid␣
1x023:001	2	(olla)	COP.ACT.PAST.3S	oli␣
1x023:001	2	tulla	ACT.PCP2.PERF	tullut␣
1x023:001	2	vanha	ADJ.SG.TRA	vanhaksi␣
1x023:001	3a	ja	CNJ	ja␣
1x023:001	3b	saada	ACT.PCP2.PERF	saanut␣
1x023:001	4	elämä	DER.SG.ELA	elämästä␣
1x023:001	3b	kyllänsä	DER.ADV.-3	kyllänsä
1x023:001	(5a)	-	UNTRANSLATED	
1x023:001	-	(,)	PUNC	,␣
1x023:001	5b	tehdä	ACT.PAST.3S	teki␣
1x023:001	5b	(hän)	PERS.SG.NOM	hän␣
1x023:001	8	poika	NOM&SGGEN.-3	poikansa␣
1x023:001	7	Salomo	PR.SG.GEN	Salomon␣
1x023:001	6	%case	GEN	
1x023:001	10	Israel	PR.SG.GEN	Israelin␣
1x023:001	9	%case	GEN	
1x023:001	5b	kuningas	SG.TRA	kuninkaaksi
1x023:001	-	(.)	PUNC	.␣
1x023:002	1x023:002	1x023:002	VERSE	1Ak␣23:2␣
1x023:002	1a	ja	CNJ	Ja␣
1x023:002	1b	(hän)	PERS.SG.NOM	hän␣
1x023:002	1b	kutsua	ACT.PAST.3S	kutsui␣
1x023:002	1b	kokoon	ADV	kokoon␣
1x023:002	3	kaikki	INDEF.SG.NOM	kaikki␣
1x023:002	2	%case	NOM	
1x023:002	5	Israel	PR.SG.GEN	Israelin␣
1x023:002	4	pää_mies	PL.NOM	päämiehet
1x023:002	(6a)	-	UNTRANSLATED	
1x023:002	-	(,)	PUNC	,␣
1x023:002	(6b) 6c	pappi	PL.NOM	papit␣
1x023:002	7a	ja	CNJ	ja␣
1x023:002	(7b) 7c	leeviläinen	DER.ADJ.PL.NOM	leeviläiset
1x023:002	-	(.)	PUNC	.␣
1x023:003	1x023:003	1x023:003	VERSE	1Ak␣23:3␣
1x023:003	1a	ja	CNJ	Ja␣
1x023:003	(2a) 2b	leeviläinen	DER.ADJ.PL.NOM	leeviläiset␣
1x023:003	1b	lukea	PSS.PAST	luettiin
1x023:003	-	(,)	PUNC	,␣
1x023:003	3b 4 5	kolmi_kymmen_vuotinen	ADJ.PL.NOM	kolmikymmenvuotiset␣
1x023:003	3a	%case	NOM	
1x023:003	6a	ja	CNJ	ja␣
1x023:003	-	(se)	DEM.SG.PTV	sitä␣
1x023:003	6b	vanha	ADJ.CMP.PL.NOM	vanhemmat
1x023:003	-	(,)	PUNC	,␣
1x023:003	7a	ja	CNJ	ja␣
1x023:003	pers%8	he	PERS.PL.GEN	heidän␣
1x023:003	8	luku_määrä	NOM&SGGEN.-3	lukumääränsä
1x023:003	-	(,)	PUNC	,␣
1x023:003	9b	pää_luku	SG.GEN	pääluvun␣
1x023:003	9a	mukaan	POST	mukaan
1x023:003	-	(,)	PUNC	,␣
1x023:003	7b	olla	COP.ACT.PAST.3S	oli␣
1x023:003	11 12a 12b 13	38	NUM.SG.NOM	kolmekymmentäkahdeksan␣
1x023:003	11 12a 12b 13	38000	NUM.SG.PTV	tuhatta␣
1x023:003	10b	mies	SG.PTV	miestä
1x023:003	10a	%case	PTV	
1x023:003	-	(.)	PUNC	.␣
1x023:004	1x023:004	1x023:004	VERSE	1Ak␣23:4␣
1x023:004	-	(")	PUNC.LEFT	"
1x023:004	1b	nämä	DEM.PL.ELA	Näistä␣
1x023:004	1a	%case	LOC	
1x023:004	-	(olla)	COP.ACT.IMP.3S	olkoon␣
1x023:004	7 8a 8b 9	24	NUM.SG.NOM	kaksikymmentäneljä␣
1x023:004	7 8a 8b 9	24000	NUM.SG.PTV	tuhatta␣
1x023:004	2b	johtaa	INF3.INE	johtamassa␣
1x023:004	2a	%case	LOC	
1x023:004	4	työ	PL.PTV	töitä␣
1x023:004	3	%case	PTV	
1x023:004	6	Herra	SG.GEN	Herran␣
1x023:004	5	temppeli	SG.INE	temppelissä␣
1x023:004	10a	ja	CNJ	ja␣
1x023:004	12 13	6	NUM.SG.NOM	kuusi␣
1x023:004	12 13	6000	NUM.SG.PTV	tuhatta␣
1x023:004	10b	päällys_mies	PL.ESS	päällysmiehinä␣
1x023:004	11a	ja	CNJ	ja␣
1x023:004	11b	tuomari	PL.ESS	tuomareina
1x023:004	-	(;)	PUNC	;␣
1x023:005	1x023:005	1x023:005	VERSE	1Ak␣23:5␣
1x023:005	1a	ja	CNJ	ja␣
1x023:005	1b 2	4	NUM.SG.NOM	neljä␣
1x023:005	1b 2	4000	NUM.SG.PTV	tuhatta␣
1x023:005	-	(olla)	COP.ACT.IMP.3S	olkoon␣
1x023:005	3	oven_vartija	PL.ESS	ovenvartijoina
1x023:005	-	(,)	PUNC	,␣
1x023:005	4a	ja	CNJ	ja␣
1x023:005	4b 5	4	NUM.SG.NOM	neljä␣
1x023:005	4b 5	4000	NUM.SG.PTV	tuhatta␣
1x023:005	6	ylistää	ACT.IMP.3S	ylistäköön␣
1x023:005	7b	Herra	SG.PTV	Herraa␣
1x023:005	7a	%case	PTV	
1x023:005	8b	soitin	PL.ADE	soittimilla
1x023:005	8a	%case	LOC	
1x023:005	-	(,)	PUNC	,␣
1x023:005	9	joka	REL.PL.NOM	jotka␣
1x023:005	10	(minä)	PERS.SG.NOM	minä␣
1x023:005	10	(olla)	COP.ACT.PRES.1S	olen␣
1x023:005	10	teettää	ACT.PCP2.PERF	teettänyt␣
1x023:005	11b	ylistäminen	DER.SG.PTV	ylistämistä␣
1x023:005	11a	varten	POST	varten
1x023:005	-	(.)	PUNC	.
1x023:005	-	(")	PUNC.RIGHT	"␣
1x023:006	1x023:006	1x023:006	VERSE	1Ak␣23:6␣
1x023:006	1a	ja	CNJ	Ja␣
1x023:006	2	Daavid	PR.SG.NOM	Daavid␣
1x023:006	1b	jakaa	ACT.PAST.3S	jakoi␣
1x023:006	pers%1b	he	PERS.PL.ACC	heidät␣
1x023:006	3	osasto	PL.ILL	osastoihin␣
1x023:006	6	Leevi	PR.SG.GEN	Leevin␣
1x023:006	5b	poika	PL.GEN	poikien␣
1x023:006	7b	Geerson	PR.SG.GEN	Geersonin
1x023:006	7a	%case	GEN	
1x023:006	-	(,)	PUNC	,␣
1x023:006	8	Kehat	PR.SG.GEN	Kehatin␣
1x023:006	9a	ja	CNJ	ja␣
1x023:006	9b	Merari	PR.SG.GEN	Merarin␣
1x023:006	5a	mukaan	POST	mukaan
1x023:006	-	(.)	PUNC	.␣
1x023:007	1x023:007	1x023:007	VERSE	1Ak␣23:7␣
1x023:007	1b	geersonilainen	DER.ADJ.PL.PTV	Geersonilaisia␣
1x023:007	1a	%case	PTV	
1x023:007	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:007	2	Ladan	PR.SG.NOM	Ladan␣
1x023:007	3a	ja	CNJ	ja␣
1x023:007	3b	Siimei	PR.SG.NOM	Siimei
1x023:007	-	(.)	PUNC	.␣
1x023:008	1x023:008	1x023:008	VERSE	1Ak␣23:8␣
1x023:008	2	Ladan	PR.SG.GEN	Ladanin␣
1x023:008	1	poika	PL.NOM	pojat␣
1x023:008	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:008	4	Jehiel	PR.SG.NOM	Jehiel
1x023:008	-	(,)	PUNC	,␣
1x023:008	(3a) 3b	pää_mies	SG.NOM	päämies
1x023:008	(5a)	-	UNTRANSLATED	
1x023:008	-	(,)	PUNC	,␣
1x023:008	5b	Seetam	PR.SG.NOM	Seetam␣
1x023:008	6a	ja	CNJ	ja␣
1x023:008	6b	Jooel	PR.SG.NOM	Jooel
1x023:008	-	(,)	PUNC	,␣
1x023:008	-	(kaikkiaan)	DER.ADV.-3	kaikkiaan␣
1x023:008	7	3	NUM.SG.NOM	kolme
1x023:008	-	(.)	PUNC	.␣
1x023:009	1x023:009	1x023:009	VERSE	1Ak␣23:9␣
1x023:009	2	Siimei	PR.SG.GEN	Siimein␣
1x023:009	1	poika	PL.NOM	pojat␣
1x023:009	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:009	4	Selomit	PR.SG.NOM	Selomit
1x023:009	(5a)	-	UNTRANSLATED	
1x023:009	-	(,)	PUNC	,␣
1x023:009	5b	Hasiel	PR.SG.NOM	Hasiel␣
1x023:009	6a	ja	CNJ	ja␣
1x023:009	6b	Haaran	PR.SG.NOM	Haaran
1x023:009	-	(,)	PUNC	,␣
1x023:009	-	(kaikkiaan)	DER.ADV.-3	kaikkiaan␣
1x023:009	7	3	NUM.SG.NOM	kolme
1x023:009	-	(.)	PUNC	.␣
1x023:009	8	nämä	DEM.PL.NOM	Nämä␣
1x023:009	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:009	11b	Ladan	PR.SG.GEN	Ladanin␣
1x023:009	11a	%case	GEN	
1x023:009	(10a) 10b	perhe_kunta	PL.GEN	perhekuntien␣
1x023:009	9	pää_mies	PL.NOM	päämiehet
1x023:009	-	(.)	PUNC	.␣
1x023:010	1x023:010	1x023:010	VERSE	1Ak␣23:10␣
1x023:010	1a	ja	CNJ	Ja␣
1x023:010	2	Siimei	PR.SG.GEN	Siimein␣
1x023:010	1b	poika	PL.NOM	pojat␣
1x023:010	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:010	3	Jahat	PR.SG.NOM	Jahat
1x023:010	-	(,)	PUNC	,␣
1x023:010	4	Siina	PR.SG.NOM	Siina
1x023:010	(5a)	-	UNTRANSLATED	
1x023:010	-	(,)	PUNC	,␣
1x023:010	5b	Jeus	PR.SG.NOM	Jeus␣
1x023:010	6a	ja	CNJ	ja␣
1x023:010	6b	Beria	PR.SG.NOM	Beria
1x023:010	-	(.)	PUNC	.␣
1x023:010	7	nämä	DEM.PL.NOM	Nämä␣
1x023:010	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:010	9	Siimei	PR.SG.GEN	Siimein␣
1x023:010	8	poika	PL.NOM	pojat
1x023:010	-	(,)	PUNC	,␣
1x023:010	-	(kaikkiaan)	DER.ADV.-3	kaikkiaan␣
1x023:010	10	4	NUM.SG.NOM	neljä
1x023:010	-	(.)	PUNC	.␣
1x023:011	1x023:011	1x023:011	VERSE	1Ak␣23:11␣
1x023:011	(1a)	-	UNTRANSLATED	
1x023:011	2	Jahat	PR.SG.NOM	Jahat␣
1x023:011	1b	olla	COP.ACT.PAST.3S	oli␣
1x023:011	(3a) 3b	pää_mies	SG.NOM	päämies
1x023:011	(4a)	-	UNTRANSLATED	
1x023:011	-	(,)	PUNC	,␣
1x023:011	4b	Siisa	PR.SG.NOM	Siisa␣
1x023:011	(5a) 5b		ORD.SG.NOM	toinen
1x023:011	-	(;)	PUNC	;␣
1x023:011	6a	mutta	CNJ	mutta␣
1x023:011	6b	Jeus	PR.SG.ADE	Jeuksella␣
1x023:011	7a	ja	CNJ	ja␣
1x023:011	7b	Beria	PR.SG.ADE	Berialla␣
1x023:011	8	ei	NEGV.3S	ei␣
1x023:011	9	olla	COP.ACT.PAST.SG	ollut␣
1x023:011	9	moni	INDEF.SG.PTV	monta␣
1x023:011	10	poika	SG.PTV	poikaa
1x023:011	-	(,)	PUNC	,␣
1x023:011	11a	niin	ADV.AD-A	niin␣
1x023:011	11a	että	SUBORD	että␣
1x023:011	11b	(he)	PERS.PL.ELA	heistä␣
1x023:011	11b	tulla	ACT.PAST.3S	tuli␣
1x023:011	-	(1)	NUM.SG.NOM	yksi␣
1x023:011	12b 13	perhe_kunta	SG.NOM	perhekunta
1x023:011	12a	%case	NOM	
1x023:011	-	(,)	PUNC	,␣
1x023:011	15	1	NUM.SG.NOM	yksi␣
1x023:011	14b	palvelus_vuoro	SG.NOM	palvelusvuoro
1x023:011	14a	%case	NOM	
1x023:011	-	(.)	PUNC	.␣
1x023:012	1x023:012	1x023:012	VERSE	1Ak␣23:12␣
1x023:012	2	Kehat	PR.SG.GEN	Kehatin␣
1x023:012	1	poika	PL.NOM	pojat␣
1x023:012	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:012	3	Amram	PR.SG.NOM	Amram
1x023:012	-	(,)	PUNC	,␣
1x023:012	4	Jishar	PR.SG.NOM	Jishar
1x023:012	-	(,)	PUNC	,␣
1x023:012	5	Hebron	PR.SG.NOM	Hebron␣
1x023:012	6a	ja	CNJ	ja␣
1x023:012	6b	Ussiel	PR.SG.NOM	Ussiel
1x023:012	-	(,)	PUNC	,␣
1x023:012	-	(kaikkiaan)	DER.ADV.-3	kaikkiaan␣
1x023:012	7	4	NUM.SG.NOM	neljä
1x023:012	-	(.)	PUNC	.␣
1x023:013	1x023:013	1x023:013	VERSE	1Ak␣23:13␣
1x023:013	2	Amram	PR.SG.GEN	Amramin␣
1x023:013	1	poika	PL.NOM	pojat␣
1x023:013	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:013	3	Aaron	PR.SG.NOM	Aaron␣
1x023:013	4a	ja	CNJ	ja␣
1x023:013	4b	Mooses	PR.SG.NOM	Mooses
1x023:013	-	(.)	PUNC	.␣
1x023:013	5a	mutta	CNJ	Mutta␣
1x023:013	6	Aaron	PR.SG.NOM	Aaron␣
1x023:013	11b	poika	CMT.-3	poikinensa␣
1x023:013	11a	%inflection	CMT.-3	
1x023:013	5b	erottaa	PSS.PAST	erotettiin␣
1x023:013	7b	(olla)	COP.INF3.ILL	olemaan␣
1x023:013	7a	%case	LOC	
1x023:013	13	ikuisesti	DER.ADV.POS	ikuisesti␣
1x023:013	12	%case	MAN	
1x023:013	7b	pyhittää:pyhitetty	PSS.PCP2.SG.NOM	pyhitetty
1x023:013	-	(,)	PUNC	,␣
1x023:013	8 9	korkeasti_pyhä	ADJ.SG.NOM	korkeasti-pyhä
1x023:013	(10)	-	UNTRANSLATED	
1x023:013	-	(,)	PUNC	,␣
1x023:013	21	ikuisesti	DER.ADV.POS	ikuisesti␣
1x023:013	20	%case	MAN	
1x023:013	14b	suitsuttaa	INF3.ILL	suitsuttamaan␣
1x023:013	14a	%case	LOC	
1x023:013	16	Herra	SG.GEN	Herran␣
1x023:013	15a 15b	edessä	PREP	edessä
1x023:013	-	(,)	PUNC	,␣
1x023:013	17b	palvella	INF3.ILL	palvelemaan␣
1x023:013	17a	%case	LOC	
1x023:013	pers%17b	hän	PERS.SG.PTV	häntä␣
1x023:013	18a	ja	CNJ	ja␣
1x023:013	18c	siunata	INF3.ILL	siunaamaan␣
1x023:013	18b	%case	LOC	
1x023:013	pers%19b	hän	PERS.SG.GEN	hänen␣
1x023:013	19b	nimi	SG.INE.-3	nimessään
1x023:013	19a	%case	LOC	
1x023:013	-	(.)	PUNC	.␣
1x023:014	1x023:014	1x023:014	VERSE	1Ak␣23:14␣
1x023:014	(1a)	-	UNTRANSLATED	
1x023:014	(3a) 3b	Jumala	SG.GEN	Jumalan␣
1x023:014	2	mies	SG.GEN	miehen␣
1x023:014	1b	Mooses	PR.SG.GEN	Mooseksen␣
1x023:014	4	poika	PL.NOM	pojat␣
1x023:014	5	lukea	PSS.PAST	luettiin␣
1x023:014	(8a) 8b	Leevi	PR.SG.GEN	Leevin␣
1x023:014	7	suku_kunta	SG.ILL	sukukuntaan␣
1x023:014	6	%case	LOC	
1x023:014	5	kuulua:kuuluva	ACT.PCP1.PL.TRA	kuuluviksi
1x023:014	-	(.)	PUNC	.␣
1x023:015	1x023:015	1x023:015	VERSE	1Ak␣23:15␣
1x023:015	2	Mooses	PR.SG.GEN	Mooseksen␣
1x023:015	1	poika	PL.NOM	pojat␣
1x023:015	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:015	3	Geersom	PR.SG.NOM	Geersom␣
1x023:015	4a	ja	CNJ	ja␣
1x023:015	4b	Elieser	PR.SG.NOM	Elieser
1x023:015	-	(.)	PUNC	.␣
1x023:016	1x023:016	1x023:016	VERSE	1Ak␣23:16␣
1x023:016	2	Geersom	PR.SG.GEN	Geersomin␣
1x023:016	1	poika	SG.NOM	poika␣
1x023:016	-	(olla)	COP.ACT.PAST.3S	oli␣
1x023:016	3	Sebuel	PR.SG.NOM	Sebuel
1x023:016	-	(,)	PUNC	,␣
1x023:016	(4a) 4b	pää_mies	SG.NOM	päämies
1x023:016	-	(.)	PUNC	.␣
1x023:017	1x023:017	1x023:017	VERSE	1Ak␣23:17␣
1x023:017	(1a)	-	UNTRANSLATED	
1x023:017	3	Elieser	PR.SG.GEN	Elieserin␣
1x023:017	2	poika	SG.NOM	poika␣
1x023:017	1b	olla	COP.ACT.PAST.3S	oli␣
1x023:017	4	Rehabja	PR.SG.NOM	Rehabja
1x023:017	-	(,)	PUNC	,␣
1x023:017	(5a) 5b	pää_mies	SG.NOM	päämies
1x023:017	(6a)	-	UNTRANSLATED	
1x023:017	-	(;)	PUNC	;␣
1x023:017	8b	Elieser	PR.SG.ADE	Elieserillä␣
1x023:017	8a	%case	LOC	
1x023:017	6b	ei	NEGV.3S	ei␣
1x023:017	7	olla	COP.ACT.PAST.SG	ollut␣
1x023:017	10	muu	INDEF.PL.PTV	muita␣
1x023:017	9	poika	PL.PTV	poikia
1x023:017	-	(.)	PUNC	.␣
1x023:017	11a	mutta	CNJ	Mutta␣
1x023:017	12	Rehabja	PR.SG.GEN	Rehabjan␣
1x023:017	11b	poika	PL.PTV	poikia␣
1x023:017	13	olla	COP.ACT.PAST.3S	oli␣
1x023:017	14b	ylen	AD-A	ylen␣
1x023:017	14a	%case	?	
1x023:017	13	paljon	ADV.AD-A	paljon
1x023:017	-	(.)	PUNC	.␣
1x023:018	1x023:018	1x023:018	VERSE	1Ak␣23:18␣
1x023:018	2	Jishar	PR.SG.GEN	Jisharin␣
1x023:018	1	poika	SG.NOM	poika␣
1x023:018	-	(olla)	COP.ACT.PAST.3S	oli␣
1x023:018	3	Selomit	PR.SG.NOM	Selomit
1x023:018	-	(,)	PUNC	,␣
1x023:018	(4a) 4b	pää_mies	SG.NOM	päämies
1x023:018	-	(.)	PUNC	.␣
1x023:019	1x023:019	1x023:019	VERSE	1Ak␣23:19␣
1x023:019	2	Hebron	PR.SG.GEN	Hebronin␣
1x023:019	1	poika	PL.NOM	pojat␣
1x023:019	-	(olla)	COP.ACT.PAST.3P	olivat␣
1x023:019	3	Jeria	PR.SG.NOM	Jeria
1x023:019	-	(,)	PUNC	,␣
1x023:019	(4a) 4b	pää_mies	SG.NOM	päämies
1x023:019	-	(,)	PUNC	,␣
1x023:019	5	Amarja	PR.SG.NOM	Amarja␣
1x023:019	(6a) 6b		ORD.SG.NOM	toinen
1x023:019	-	(,)	PUNC	,␣
1x023:019	7	Jahasiel	PR.SG.NOM	Jahasiel␣
1x023:019	(8a) 8b		ORD.SG.NOM	kolmas␣
1x023:019	9a	ja	CNJ	ja␣
1x023:019	9b	Jekamam	PR.SG.NOM	Jekamam␣
1x023:019	(10a) 10b		ORD.SG.NOM	neljäs
1x023:019	-	(.)	PUNC	.␣
