jn001:001	jn001:001	jn001:001	VERSE	Jh␣1:1␣
jn019:013	14	%case	LOC	
jn019:013	-	(,)	PUNC	,␣
jn019:013	17	paikka	SG.ALL	paikalle
jn019:013	16	%case	LOC	
jn019:013	-	(,)	PUNC	,␣
jn019:013	18	(joka)	REL.SG.GEN	jonka␣
jn019:013	18	nimi	SG.NOM	nimi␣
jn019:013	18	olla	COP.ACT.PRES.3S	on␣
jn019:013	19a	Litostroton	PR.SG.NOM	Litostroton
jn019:013	-	(,)	PUNC	,␣
jn019:013	20	hebrea	SG.TRA	hebreaksi␣
jn019:013	(21)	-	UNTRANSLATED	
jn019:013	22a	Gabbata	PR.SG.NOM	Gabbata
jn019:013	-	(.)	PUNC	.␣
jn019:014	jn019:014	jn019:014	VERSE	Jh␣19:14␣
jn019:014	2	ja	CNJ	Ja␣
jn019:014	1	olla	COP.ACT.PAST.3S	oli␣
jn019:014	(4) 5a	pääsiäinen	SG.GEN	pääsiäisen␣
jn019:014	3	valmistus_päivä	SG.NOM	valmistuspäivä
jn019:014	-	(,)	PUNC	,␣
jn019:014	8	noin=suunnilleen	AD-A	noin␣
jn019:014	9a		ORD.SG.NOM	kuudes␣
jn019:014	(7)	-	UNTRANSLATED	
jn019:014	6	hetki	SG.NOM	hetki
jn019:014	-	(.)	PUNC	.␣
jn019:014	10	ja	CNJ	Ja␣
jn019:014	11	(hän)	PERS.SG.NOM	hän␣
jn019:014	11	sanoa	ACT.PAST.3S	sanoi␣
jn019:014	(12) 13a	juutalainen	DER.ADJ.PL.ALL	juutalaisille
jn019:014	-	(:)	PUNC	:␣
jn019:014	-	(")	PUNC.LEFT	"
jn019:014	14	katso	INTJ	Katso
jn019:014	-	(,)	PUNC	,␣
jn019:014	17a	te	PERS.PL.GEN	teidän␣
jn019:014	(15) 16	kuningas	NOM&SGGEN.-2	kuninkaanne
jn019:014	-	(!)	PUNC	!
jn019:014	-	(")	PUNC.RIGHT	"␣
jn019:015	jn019:015	jn019:015	VERSE	Jh␣19:15␣
jn019:015	2	niin	ADV.AD-A	Niin␣
jn019:015	3a	he	PERS.PL.NOM	he␣
jn019:015	1	huutaa	ACT.PAST.3P	huusivat
jn019:015	-	(:)	PUNC	:␣
jn019:015	-	(")	PUNC.LEFT	"
jn019:015	4	viedä	ACT.IMP.2S	Vie␣
jn019:015	4	pois	ADV	pois
jn019:015	-	(,)	PUNC	,␣
jn019:015	5a	viedä	ACT.IMP.2S	vie␣
jn019:015	5a	pois	ADV	pois
jn019:015	-	(,)	PUNC	,␣
jn019:015	6	ristiinnaulita	ACT.IMP.2S	ristiinnaulitse␣
jn019:015	7a	hän	PERS.SG.ACC	hänet
jn019:015	-	(!)	PUNC	!
jn019:015	-	(")	PUNC.RIGHT	"␣
jn019:015	(10) 11a	Pilatus	PR.SG.NOM	Pilatus␣
jn019:015	8	sanoa	ACT.PAST.3S	sanoi␣
jn019:015	9	he	PERS.PL.ALL	heille
jn019:015	-	(:)	PUNC	:␣
jn019:015	-	(")	PUNC.LEFT	"
jn019:015	15a	(olla)	COP.ACT.PRES.3S.-CLITIC	Onko␣
jn019:015	15a	(minä)	PERS.SG.GEN	minun␣
jn019:015	15a	ristiinnaulita	PSS.PCP1.NECE	ristiinnaulittava␣
jn019:015	14	te	PERS.PL.GEN	teidän␣
jn019:015	(12) 13	kuningas	NOM&SGGEN.-2	kuninkaanne
jn019:015	-	(?)	PUNC	?
jn019:015	-	(")	PUNC.RIGHT	"␣
jn019:015	(17) 18a	yli_pappi	PL.NOM	Ylipapit␣
jn019:015	16	vastata	ACT.PAST.3P	vastasivat
jn019:015	-	(:)	PUNC	:␣
jn019:015	-	(")	PUNC.LEFT	"
jn019:015	19	ei	NEGV.3S	Ei␣
jn019:015	20	(me)	PERS.PL.ADE	meillä␣
jn019:015	20	olla	COP.ACT.PRES.NEG	ole␣
jn019:015	21	kuningas	SG.PTV	kuningasta
jn019:015	-	(,)	PUNC	,␣
jn019:015	22 23	vaan	SUBORD	vaan␣
jn019:015	24a	keisari	SG.NOM	keisari
jn019:015	-	(")	PUNC.RIGHT	"
jn019:015	-	(.)	PUNC	.␣
jn019:016	jn019:016	jn019:016	VERSE	Jh␣19:16␣
jn019:016	1	silloin	ADV	Silloin␣
jn019:016	(2)	-	UNTRANSLATED	
jn019:016	3	(hän)	PERS.SG.NOM	hän␣
jn019:016	3	luovuttaa	DER.ACT.PAST.3S	luovutti␣
jn019:016	4	hän	PERS.SG.ACC	hänet␣
jn019:016	5	he	PERS.PL.ALL	heille␣
jn019:016	-	(ja)	CNJ	ja␣
jn019:016	7a	antaa	ACT.PAST.3S	antoi␣
jn019:016	7a	ristiinnaulita:ristiinnaulittava	PSS.PCP1.SG.TRA	ristiinnaulittavaksi
jn019:016	6	%case	TRA	
jn019:016	-	(.)	PUNC	.␣
jn019:016	9	ja	CNJ	Ja␣
jn019:016	8	(he)	PERS.PL.NOM	he␣
jn019:016	8	ottaa	ACT.PAST.3P	ottivat␣
jn019:016	(10) 11a	Jeesus	PR.SG.GEN	Jeesuksen
jn019:016	-	(.)	PUNC	.␣
jn019:017	jn019:017	jn019:017	VERSE	Jh␣19:17␣
jn019:017	1	ja	CNJ	Ja␣
jn019:017	2	kantaa	ACT.INF2.MAN	kantaen␣
jn019:017	3	itse	REFL.SG.NOM	itse␣
jn019:017	3	oma	ADJ.SG.PTV	omaa␣
jn019:017	(4) 5	risti	SG.PTV.-3	ristiänsä␣
jn019:017	6	(hän)	PERS.SG.NOM	hän␣
jn019:017	6	mennä	ACT.PAST.3S	meni␣
jn019:017	6	ulos	ADV	ulos␣
jn019:017	(8) 9	niin	ADV.AD-A	niin␣
jn019:017	(8) 9	sanoa:sanottu	PSS.PCP2.SG.ALL	sanotulle␣
jn019:017	10 11a	Pää_kallon_paikka	SG.ALL	Pääkallonpaikalle
jn019:017	7	%case	LOC	
jn019:017	-	(,)	PUNC	,␣
jn019:017	12	joka	REL.SG.PTV	jota␣
jn019:017	13	kutsua	PSS.PRES	kutsutaan␣
jn019:017	14	hebrean_kieli	SG.ADE	hebreankielellä␣
jn019:017	15a	Golgata	PR.SG.TRA	Golgataksi
jn019:017	-	(.)	PUNC	.␣
jn019:018	jn019:018	jn019:018	VERSE	Jh␣19:18␣
jn019:018	1	siellä	ADV	Siellä␣
jn019:018	3a	(he)	PERS.PL.NOM	he␣
jn019:018	2	hän	PERS.SG.ACC	hänet␣
jn019:018	3a	ristiinnaulita	ACT.PAST.3P	ristiinnaulitsivat␣
jn019:018	4	ja	CNJ	ja␣
jn019:018	6	hän	PERS.SG.GEN	hänen␣
jn019:018	5	kanssa	POST.-3	kanssaan␣
jn019:018	8	2	NUM.SG.NOM	kaksi␣
jn019:018	7	muu	INDEF.SG.PTV	muuta
jn019:018	-	(,)	PUNC	,␣
jn019:018	-	(1)	NUM.SG.GEN	yhden␣
jn019:018	9	kumpikin	INDEF.SG.ALL	kummallekin␣
jn019:018	9	puoli=sivu,osapuoli,alue	SG.ALL	puolelle
jn019:018	10 11a	%case	LOC	
jn019:018	-	(,)	PUNC	,␣
jn019:018	13	ja	CNJ	ja␣
jn019:018	(14) 15a	Jeesus	PR.SG.GEN	Jeesuksen␣
jn019:018	12	keskelle	PREP	keskelle
jn019:018	-	(.)	PUNC	.␣
jn019:019	jn019:019	jn019:019	VERSE	Jh␣19:19␣
jn019:019	2	ja	CNJ	Ja␣
jn019:019	(5) 6	Pilatus	PR.SG.NOM	Pilatus␣
jn019:019	1	kirjoittaa	ACT.PAST.3S	kirjoitti␣
jn019:019	3	myös	ADV	myös␣
jn019:019	4	päälle_kirjoitus	DER.SG.GEN	päällekirjoituksen␣
jn019:019	7	ja	CNJ	ja␣
jn019:019	8	kiinnittää	ACT.PAST.3S	kiinnitti␣
jn019:019	-	(se)	DEM.SG.GEN	sen␣
jn019:019	(10) 11a	risti	SG.ILL	ristiin
jn019:019	9	%case	LOC	
jn019:019	-	(;)	PUNC	;␣
jn019:019	13	ja	CNJ	ja␣
jn019:019	12	(se)	DEM.SG.NOM	se␣
jn019:019	12	olla	COP.ACT.PAST.3S	oli␣
jn019:019	-	(näin)	ADV.AD-A	näin␣
jn019:019	14a	kirjoittaa:kirjoitettu	PSS.PCP2.SG.NOM	kirjoitettu
jn019:019	-	(:)	PUNC	:␣
jn019:019	-	(")	PUNC.LEFT	"
jn019:019	15	Jeesus	PR.SG.NOM	Jeesus␣
jn019:019	(16) 17	Nasaretilainen	DER.ADJ.SG.NOM	Nasaretilainen
jn019:019	-	(,)	PUNC	,␣
jn019:019	(20) 21a	juutalainen	DER.ADJ.PL.GEN	juutalaisten␣
jn019:019	(18) 19	kuningas	SG.NOM	kuningas
jn019:019	-	(")	PUNC.RIGHT	"
jn019:019	-	(.)	PUNC	.␣
jn019:020	jn019:020	jn019:020	VERSE	Jh␣19:20␣
jn019:020	1	tämä	DEM.SG.GEN	Tämän␣
jn019:020	(2)	-	UNTRANSLATED	
jn019:020	(3) 4	päälle_kirjoitus	DER.SG.GEN	päällekirjoituksen␣
jn019:020	6	lukea	ACT.PAST.3P	lukivat␣
jn019:020	5	moni	INDEF.PL.NOM	monet␣
jn019:020	(7) 8a	juutalainen	DER.ADJ.PL.NOM	juutalaiset
jn019:020	-	(,)	PUNC	,␣
jn019:020	9	sillä	SUBORD	sillä␣
jn019:020	(12) 13	paikka	SG.NOM	paikka
jn019:020	-	(,)	PUNC	,␣
jn019:020	16	joka	REL.SG.INE	jossa␣
jn019:020	(18) 19a	Jeesus	PR.SG.NOM	Jeesus␣
jn019:020	17	ristiinnaulita	PSS.PAST	ristiinnaulittiin
jn019:020	-	(,)	PUNC	,␣
jn019:020	11	olla	COP.ACT.PAST.3S	oli␣
jn019:020	10	lähellä	PREP	lähellä␣
jn019:020	(14) 15	kaupunki	SG.PTV	kaupunkia
jn019:020	-	(;)	PUNC	;␣
jn019:020	20	ja	CNJ	ja␣
jn019:020	21	(se)	DEM.SG.NOM	se␣
jn019:020	21	olla	COP.ACT.PAST.3S	oli␣
jn019:020	22	kirjoittaa	PSS.PCP2.PERF	kirjoitettu␣
jn019:020	23a	hebrea	SG.TRA	hebreaksi
jn019:020	-	(,)	PUNC	,␣
jn019:020	24a	latina	SG.TRA	latinaksi␣
jn019:020	-	(ja)	CNJ	ja␣
jn019:020	25a	kreikka	SG.TRA	kreikaksi
jn019:020	-	(.)	PUNC	.␣
jn019:021	jn019:021	jn019:021	VERSE	Jh␣19:21␣
jn019:021	2	niin	ADV.AD-A	Niin␣
jn019:021	(7) 8a	juutalainen	DER.ADJ.PL.GEN	juutalaisten␣
jn019:021	(5) 6	yli_pappi	PL.NOM	ylipapit␣
jn019:021	1	sanoa	ACT.PAST.3P	sanoivat␣
jn019:021	(3) 4	Pilatus	PR.SG.ALL	Pilatukselle
jn019:021	-	(:)	PUNC	:␣
jn019:021	-	(")	PUNC.LEFT	"
jn019:021	9	älä	NEGV.ACT.IMP.2S	Älä␣
jn019:021	10a	kirjoittaa	ACT.PRES.NEG	kirjoita
jn019:021	-	(:)	PUNC	:␣
jn019:021	-	(')	PUNC.LEFT	'
jn019:021	(13) 14a	juutalainen	DER.ADJ.PL.GEN	Juutalaisten␣
jn019:021	(11) 12	kuningas	SG.NOM	kuningas
jn019:021	-	(')	PUNC.RIGHT	'
jn019:021	-	(,)	PUNC	,␣
jn019:021	15	vaan	SUBORD	vaan␣
jn019:021	16	että	SUBORD	että␣
jn019:021	17	hän	PERS.SG.NOM	hän␣
jn019:021	18a	(olla)	COP.ACT.PRES.3S	on␣
jn019:021	18a	sanoa	ACT.PCP2.PERF	sanonut
jn019:021	-	(:)	PUNC	:␣
jn019:021	-	(')	PUNC.LEFT	'
jn019:021	20	(minä)	PERS.SG.NOM	Minä␣
jn019:021	20	olla	COP.ACT.PRES.1S	olen␣
jn019:021	(21) 22a	juutalainen	DER.ADJ.PL.GEN	juutalaisten␣
jn019:021	19	kuningas	SG.NOM	kuningas
jn019:021	-	(')	PUNC.RIGHT	'
jn019:021	-	(.)	PUNC	.
jn019:021	-	(")	PUNC.RIGHT	"␣
jn019:022	jn019:022	jn019:022	VERSE	Jh␣19:22␣
jn019:022	(2) 3a	Pilatus	PR.SG.NOM	Pilatus␣
jn019:022	1	vastata	ACT.PAST.3S	vastasi
jn019:022	-	(:)	PUNC	:␣
jn019:022	-	(")	PUNC.LEFT	"
jn019:022	4	mikä	INT.REL.SG.GEN	Minkä␣
jn019:022	5a	(minä)	PERS.SG.NOM	minä␣
jn019:022	5a	kirjoittaa	ACT.PAST.1S	kirjoitin
jn019:022	-	(,)	PUNC	,␣
jn019:022	-	(se)	DEM.SG.GEN	sen␣
jn019:022	6a	(minä)	PERS.SG.NOM	minä␣
jn019:022	6a	kirjoittaa	ACT.PAST.1S	kirjoitin
jn019:022	-	(")	PUNC.RIGHT	"
jn019:022	-	(.)	PUNC	.␣
jn019:023	jn019:023	jn019:023	VERSE	Jh␣19:23␣
jn019:023	4	kun	SUBORD	Kun␣
jn019:023	(1) 3a	sota_mies	PL.NOM	sotamiehet␣
jn019:023	(2)	-	UNTRANSLATED	
jn019:023	5	(olla)	COP.ACT.PAST.3P	olivat␣
jn019:023	5	ristiinnaulita	ACT.PCP2.PERF	ristiinnaulinneet␣
jn019:023	(6) 7a	Jeesus	PR.SG.GEN	Jeesuksen
jn019:023	-	(,)	PUNC	,␣
jn019:023	8	ottaa	ACT.PAST.3P	ottivat␣
jn019:023	8	(he)	PERS.PL.NOM	he␣
jn019:023	11	hän	PERS.SG.GEN	hänen␣
jn019:023	10 (9)	vaate	NOM&SGGEN.-3	vaatteensa␣
jn019:023	12	ja	CNJ	ja␣
jn019:023	13	jakaa	ACT.PAST.3P	jakoivat␣
jn019:023	-	(ne)	DEM.PL.NOM	ne␣
jn019:023	14	4	NUM.SG.ILL	neljään␣
jn019:023	15a	osa	SG.ILL	osaan
jn019:023	-	(,)	PUNC	,␣
jn019:023	16	kukin	INDEF.SG.ALL	kullekin␣
jn019:023	17	sota_mies	SG.ALL	sotamiehelle␣
jn019:023	18a	osa	NOM&SGGEN.-3	osansa
jn019:023	-	(,)	PUNC	,␣
jn019:023	19	sekä	CNJ	sekä␣
jn019:023	(20) 21a	ihokas	SG.GEN	ihokkaan
jn019:023	-	(.)	PUNC	.␣
jn019:023	23	mutta	CNJ	Mutta␣
jn019:023	(24) 25	ihokas	SG.NOM	ihokas␣
jn019:023	22	olla	COP.ACT.PAST.3S	oli␣
jn019:023	26a	saumaton	DER.ADJ.SG.NOM	saumaton
jn019:023	-	(,)	PUNC	,␣
jn019:023	32a	kauttaaltaan	ADV	kauttaaltaan␣
jn019:023	31	%case	?	
jn019:023	(28) 29	ylhäältä	ADV	ylhäältä␣
jn019:023	27	asti	POST	asti␣
jn019:023	30	kutoa:kudottu	PSS.PCP2.SG.NOM	kudottu
jn019:023	-	(.)	PUNC	.␣
jn019:024	jn019:024	jn019:024	VERSE	Jh␣19:24␣
jn019:024	2	sen_tähden	ADV	Sentähden␣
jn019:024	1	(he)	PERS.PL.NOM	he␣
jn019:024	1	sanoa	ACT.PAST.3P	sanoivat␣
jn019:024	4a	toinen	INDEF.PL.ALL.-3	toisillensa
jn019:024	3	%case	LOC	
jn019:024	-	(:)	PUNC	:␣
jn019:024	-	(")	PUNC.LEFT	"
jn019:024	5	älä	NEGV.ACT.IMP.1P	Älkäämme␣
jn019:024	6	leikata	ACT.IMP.NEG	leikatko␣
jn019:024	7a	se	DEM.SG.PTV	sitä␣
jn019:024	6	rikki	ADV	rikki
jn019:024	-	(,)	PUNC	,␣
jn019:024	8	vaan	SUBORD	vaan␣
jn019:024	9	heittää	ACT.IMP.1P	heittäkäämme␣
jn019:024	11	se	DEM.SG.ELA	siitä␣
jn019:024	10	%case	LOC	
jn019:024	9	arpa	SG.PTV	arpaa
jn019:024	-	(,)	PUNC	,␣
jn019:024	12	kuka	INT.SG.GEN	kenen␣
jn019:024	13a	(se)	DEM.SG.NOM	se␣
jn019:024	13a	(olla)	COP.ACT.PRES.3S	on␣
jn019:024	13a	olla	COP.ACT.PCP1.FUTR	oleva
jn019:024	-	(")	PUNC.RIGHT	"
jn019:024	-	(;)	PUNC	;␣
jn019:024	14	että	SUBORD	että␣
jn019:024	-	(tämä)	DEM.SG.NOM	tämä␣
jn019:024	(15) 16	kirjoitus	DER.SG.NOM	kirjoitus␣
jn019:024	17a	käydä	ACT.COND.3S	kävisi␣
jn019:024	17a	toteen	DER.ADV.POS	toteen
jn019:024	(18) (19a)	-	UNTRANSLATED	
jn019:024	19c	:	PUNC	:␣
jn019:024	-	(")	PUNC.LEFT	"
jn019:024	20	(he)	PERS.PL.NOM	He␣
jn019:024	20	jakaa	ACT.PAST.3P	jakoivat␣
jn019:024	24	keskenään	ADV.-3	keskenänsä␣
jn019:024	23	minä	PERS.SG.GEN	minun␣
jn019:024	(21) 22	vaate	NOM&SGGEN.-1	vaatteeni␣
jn019:024	25	ja	CNJ	ja␣
jn019:024	30	heittää	ACT.PAST.3P	heittivät␣
jn019:024	29	minä	PERS.SG.GEN	minun␣
jn019:024	(27) 28	puku	SG.ELA.-1	puvustani␣
jn019:024	26	%case	LOC	
jn019:024	31a	arpa	SG.PTV	arpaa
jn019:024	-	(")	PUNC.RIGHT	"
jn019:024	-	(.)	PUNC	.␣
jn019:024	33 34	ja	CNJ	Ja␣
jn019:024	(32) 35	sota_mies	PL.NOM	sotamiehet␣
jn019:024	37a	tehdä	ACT.PAST.3P	tekivät␣
jn019:024	36	niin	ADV.AD-A	niin
jn019:024	-	(.)	PUNC	.␣
jn019:025	jn019:025	jn019:025	VERSE	Jh␣19:25␣
jn019:025	2	mutta	CNJ	Mutta␣
jn019:025	(6) 7	Jeesus	PR.SG.GEN	Jeesuksen␣
jn019:025	(4) 5	risti	SG.GEN	ristin␣
jn019:025	3	ääressä	DER.POST	ääressä␣
jn019:025	1	seisoa	ACT.PAST.3P	seisoivat␣
jn019:025	10	hän	PERS.SG.GEN	hänen␣
jn019:025	(8) 9	äiti	NOM&SGGEN.-3	äitinsä␣
jn019:025	11	ja	CNJ	ja␣
jn019:025	16a	hän	PERS.SG.GEN	hänen␣
jn019:025	(14) 15	äiti	NOM&SGGEN.-3	äitinsä␣
jn019:025	(12) 13	sisar	SG.NOM	sisar␣
jn019:025	-	(ja)	CNJ	ja␣
jn019:025	17	Maria	PR.SG.NOM	Maria
jn019:025	-	(,)	PUNC	,␣
jn019:025	(19) 20	Kloopas	PR.SG.GEN	Kloopaan␣
jn019:025	pro%18	vaimo	SG.NOM	vaimo
jn019:025	-	(,)	PUNC	,␣
jn019:025	21	ja	CNJ	ja␣
jn019:025	22	Maria	PR.SG.NOM	Maria␣
jn019:025	(23) 24a	Magdaleena	PR.SG.NOM	Magdaleena
jn019:025	-	(.)	PUNC	.␣
jn019:026	jn019:026	jn019:026	VERSE	Jh␣19:26␣
jn019:026	2	kun	SUBORD	Kun␣
jn019:026	1	Jeesus	PR.SG.NOM	Jeesus␣
jn019:026	3	nähdä	ACT.PAST.3S	näki␣
jn019:026	(4) 5	äiti	NOM&SGGEN.-3	äitinsä␣
jn019:026	6	ja	CNJ	ja␣
jn019:026	-	(se)	DEM.SG.GEN	sen␣
jn019:026	(7) 8	opetus_lapsi	SG.GEN	opetuslapsen
jn019:026	-	(,)	PUNC	,␣
jn019:026	10	joka	REL.SG.PTV	jota␣
jn019:026	11a	(hän)	PERS.SG.NOM	hän␣
jn019:026	11a	rakastaa	ACT.PAST.3S	rakasti
jn019:026	-	(,)	PUNC	,␣
jn019:026	9	seisoa	ACT.PCP1.REFR	seisovan␣
jn019:026	-	(siinä)	ADV	siinä␣
jn019:026	9	vieressä	POST	vieressä
jn019:026	-	(,)	PUNC	,␣
jn019:026	12	sanoa	ACT.PAST.3S	sanoi␣
jn019:026	12	(hän)	PERS.SG.NOM	hän␣
jn019:026	(13) 14a	äiti	SG.ALL.-3	äidillensä
jn019:026	-	(:)	PUNC	:␣
jn019:026	-	(")	PUNC.LEFT	"
jn019:026	15a	vaimo	SG.NOM	Vaimo
jn019:026	-	(,)	PUNC	,␣
jn019:026	16	katso	INTJ	katso
jn019:026	-	(,)	PUNC	,␣
jn019:026	(17) 18	poika	NOM&SGGEN.-2	poikasi
jn019:026	19a	%pers	?	
jn019:026	-	(!)	PUNC	!
jn019:026	-	(")	PUNC.RIGHT	"␣
jn019:027	jn019:027	jn019:027	VERSE	Jh␣19:27␣
jn019:027	1	sitten	ADV	Sitten␣
jn019:027	2	(hän)	PERS.SG.NOM	hän␣
jn019:027	2	sanoa	ACT.PAST.3S	sanoi␣
jn019:027	(3) 4a	opetus_lapsi	SG.ALL	opetuslapselle
jn019:027	-	(:)	PUNC	:␣
jn019:027	-	(")	PUNC.LEFT	"
jn019:027	5	katso	INTJ	Katso
jn019:027	-	(,)	PUNC	,␣
jn019:027	(6) 7	äiti	NOM&SGGEN.-2	äitisi
jn019:027	8a	%pers	?	
jn019:027	-	(!)	PUNC	!
jn019:027	-	(")	PUNC.RIGHT	"␣
jn019:027	9	ja	CNJ	Ja␣
jn019:027	11	se	DEM.SG.ELA	siitä␣
jn019:027	(12) 13	hetki	SG.ELA	hetkestä␣
jn019:027	10	%case	LOC	
jn019:027	(15) 16	opetus_lapsi	SG.NOM	opetuslapsi␣
jn019:027	14	ottaa	ACT.PAST.3S	otti␣
jn019:027	17	hän	PERS.SG.ACC	hänet␣
jn019:027	(19) 20a	koti	SG.ILL.-3	kotiinsa
jn019:027	18	%case	LOC	
jn019:027	-	(.)	PUNC	.␣
jn019:028	jn019:028	jn019:028	VERSE	Jh␣19:28␣
jn019:028	2	se	DEM.SG.GEN	Sen␣
jn019:028	1	jälkeen	PREP	jälkeen
jn019:028	-	(,)	PUNC	,␣
jn019:028	-	(kun)	SUBORD	kun␣
jn019:028	(4) 5	Jeesus	PR.SG.NOM	Jeesus␣
jn019:028	3	tietää	ACT.PAST.3S	tiesi
jn019:028	-	(,)	PUNC	,␣
jn019:028	6	että	SUBORD	että␣
jn019:028	8	kaikki	INDEF.SG.NOM	kaikki␣
jn019:028	7	jo	ADV	jo␣
jn019:028	9a	(olla)	COP.ACT.PAST.3S	oli␣
jn019:028	9a	täyttää	PSS.PCP2.PERF	täytetty
jn019:028	-	(,)	PUNC	,␣
jn019:028	14a	sanoa	ACT.PAST.3S	sanoi␣
jn019:028	14a	(hän)	PERS.SG.NOM	hän
jn019:028	-	(,)	PUNC	,␣
jn019:028	10	että	SUBORD	että␣
jn019:028	(12) 13a	kirjoitus	DER.SG.NOM	kirjoitus␣
jn019:028	11	käydä	ACT.COND.3S	kävisi␣
jn019:028	11	toteen	DER.ADV.POS	toteen
jn019:028	-	(:)	PUNC	:␣
jn019:028	-	(")	PUNC.LEFT	"
jn019:028	15a	(minä)	PERS.SG.GEN	Minun␣
jn019:028	15a	olla	COP.ACT.PRES.3S	on␣
jn019:028	15a	jano	SG.NOM	jano
jn019:028	-	(")	PUNC.RIGHT	"
jn019:028	-	(.)	PUNC	.␣
jn019:029	jn019:029	jn019:029	VERSE	Jh␣19:29␣
jn019:029	-	(siinä)	ADV	Siinä␣
jn019:029	2	olla	COP.ACT.PAST.3S	oli␣
jn019:029	1	astia	SG.NOM	astia
jn019:029	-	(,)	PUNC	,␣
jn019:029	3	hapan_viini	SG.PTV	hapanviiniä␣
jn019:029	4a	täynnä	ADV	täynnä
jn019:029	-	(;)	PUNC	;␣
jn019:029	6	niin	ADV.AD-A	niin␣
jn019:029	7	(he)	PERS.PL.NOM	he␣
jn019:029	7	täyttää	ACT.PAST.3P	täyttivät␣
jn019:029	-	(se)	DEM.SG.ADE	sillä␣
jn019:029	(8) 9	hapan_viini	SG.ADE	hapanviinillä␣
jn019:029	5	sieni	SG.GEN	sienen␣
jn019:029	-	(ja)	CNJ	ja␣
jn019:029	11	panna	ACT.PAST.3P	panivat␣
jn019:029	-	(se)	DEM.SG.GEN	sen␣
jn019:029	10	isoppi_korsi	SG.GEN	isoppikorren␣
jn019:029	11	pää	SG.ILL	päähän␣
jn019:029	-	(ja)	CNJ	ja␣
jn019:029	12	ojentaa	ACT.PAST.3P	ojensivat␣
jn019:029	-	(se)	DEM.SG.GEN	sen␣
jn019:029	13	hän	PERS.SG.GEN	hänen␣
jn019:029	(14) 15a	suu	NOM&SGGEN.-3	suunsa␣
jn019:029	12	eteen	PREP	eteen
jn019:029	-	(.)	PUNC	.␣
jn019:030	jn019:030	jn019:030	VERSE	Jh␣19:30␣
jn019:030	1	kun	SUBORD	Kun␣
jn019:030	2	nyt	ADV	nyt␣
jn019:030	(6a) 7	Jeesus	PR.SG.NOM	Jeesus␣
jn019:030	3	(olla)	COP.ACT.PAST.3S	oli␣
jn019:030	3	ottaa	ACT.PCP2.PERF	ottanut␣
jn019:030	(4) 5a	hapan_viini	SG.GEN	hapanviinin
jn019:030	-	(,)	PUNC	,␣
jn019:030	8a	sanoa	ACT.PAST.3S	sanoi␣
jn019:030	8a	(hän)	PERS.SG.NOM	hän
jn019:030	-	(:)	PUNC	:␣
jn019:030	-	(")	PUNC.LEFT	"
jn019:030	9a	(se)	DEM.SG.NOM	Se␣
jn019:030	9a	(olla)	COP.ACT.PRES.3S	on␣
jn019:030	9a	täyttää	PSS.PCP2.PERF	täytetty
jn019:030	-	(")	PUNC.RIGHT	"
jn019:030	-	(,)	PUNC	,␣
jn019:030	10	ja	CNJ	ja␣
jn019:030	11	kallistaa	ACT.PAST.3S	kallisti␣
jn019:030	(12) 13	pää	NOM&SGGEN.-3	päänsä␣
jn019:030	-	(ja)	CNJ	ja␣
jn019:030	14	antaa	ACT.PAST.3S	antoi␣
jn019:030	(15) 16a	henki	NOM&SGGEN.-3	henkensä
jn019:030	-	(.)	PUNC	.␣
jn019:031	jn019:031	jn019:031	VERSE	Jh␣19:31␣
jn019:031	4	koska	SUBORD	Koska␣
jn019:031	-	(silloin)	ADV	silloin␣
jn019:031	6a	olla	COP.ACT.PAST.3S	oli␣
jn019:031	5	valmistus_päivä	SG.NOM	valmistuspäivä
jn019:031	-	(,)	PUNC	,␣
jn019:031	2	niin	ADV.AD-A	niin␣
jn019:031	-	(-)	PUNC	-␣
jn019:031	7 8	ettei	NEGV.3P	etteivät␣
jn019:031	(13) 14	ruumis	PL.NOM	ruumiit␣
jn019:031	9	jäädä	ACT.COND.NEG	jäisi␣
jn019:031	(11) 12	risti	SG.ALL	ristille␣
jn019:031	10	%case	LOC	
jn019:031	(16) 17a	sapatti	SG.TRA	sapatiksi
jn019:031	15	%case	TRA	
jn019:031	-	(,)	PUNC	,␣
jn019:031	19	sillä	SUBORD	sillä␣
jn019:031	23	se	DEM.SG.NOM	se␣
jn019:031	(21) 22 (24) 25a	sapatin_päivä	SG.NOM	sapatinpäivä␣
jn019:031	18	olla	COP.ACT.PAST.3S	oli␣
jn019:031	20	suuri	ADJ.SG.NOM	suuri␣
jn019:031	-	(-)	PUNC	-␣
jn019:031	(1) 3a	juutalainen	DER.ADJ.PL.NOM	juutalaiset␣
jn019:031	26	pyytää	ACT.PAST.3P	pyysivät␣
jn019:031	(27) 28	Pilatus	PR.SG.ABL	Pilatukselta
jn019:031	-	(,)	PUNC	,␣
jn019:031	29	että	SUBORD	että␣
jn019:031	pro%31	ristiinnaulita:ristiinnaulittu	PSS.PCP2.PL.GEN	ristiinnaulittujen␣
jn019:031	(32) 33	sääri_luu	PL.NOM	sääriluut␣
jn019:031	30	rikkoa	PSS.COND	rikottaisiin␣
jn019:031	34	ja	CNJ	ja␣
jn019:031	-	(ruumis)	PL.NOM	ruumiit␣
jn019:031	35a	ottaa	PSS.COND	otettaisiin␣
jn019:031	35a	alas	ADV	alas
jn019:031	-	(.)	PUNC	.␣
